"mgmt_river","doy","avg_cumulative_percent","sd_cumulative_percent","n_years","min_cumulative_percent","max_cumulative_percent"
"Takotna and Nixon Fork",158,3.27750915926833,2.90622987508483,4,0,6.88084262304091
"Takotna and Nixon Fork",159,1.94738464224713,0.643112796227871,2,1.49263522296656,2.4021340615277
"Takotna and Nixon Fork",161,6.09177089416722,6.517322632381,4,0.676526459429015,15.4675953683015
"Takotna and Nixon Fork",162,8.46724579546143,4.13903389846843,2,5.54050685829341,11.3939847326295
"Takotna and Nixon Fork",164,11.7846909427325,7.98237139913184,4,4.65421958144033,22.9198142991834
"Takotna and Nixon Fork",165,13.5088285280689,6.66090785981342,2,8.79885541153602,18.2188016446017
"Takotna and Nixon Fork",167,19.4959577154114,8.65473662295183,4,10.0056518827329,30.4974633314266
"Takotna and Nixon Fork",168,19.0678415724676,7.19187591750528,2,13.9824173417474,24.1532658031878
"Takotna and Nixon Fork",170,30.2551204418491,9.38974201364411,4,19.9185325988061,42.6989152723776
"Takotna and Nixon Fork",171,26.9007059064907,8.94009901331916,2,20.5791012696936,33.2223105432879
"Takotna and Nixon Fork",173,42.0409661386534,12.1685733044562,4,30.7111781009667,58.7639968244163
"Takotna and Nixon Fork",174,35.8322786589041,9.3263654037288,2,29.2375424381039,42.4270148797043
"Takotna and Nixon Fork",176,60.6126956261331,14.1355431742328,4,46.3177422936824,80.0997586201361
"Takotna and Nixon Fork",177,44.3984812047872,11.4730767687803,2,36.2857908205088,52.5111715890656
"Takotna and Nixon Fork",179,74.5159424197751,12.6846434954658,4,63.1094026254492,92.2438461483032
"Takotna and Nixon Fork",180,62.7574248407709,18.2311712731226,2,49.8660400045725,75.6488096769693
"Takotna and Nixon Fork",182,84.7051583962093,11.0649726720655,4,74.1345046396273,100
"Takotna and Nixon Fork",183,67.7896943767665,19.4133622776096,2,54.0623742646376,81.5170144888953
"Takotna and Nixon Fork",185,89.5164434771952,8.65546977673067,4,79.6201306290855,100
"Takotna and Nixon Fork",186,76.5114948330746,12.8184937098361,2,67.4474510062524,85.5755386598968
"Takotna and Nixon Fork",188,90.3935032434871,4.11988834301856,3,87.1416136356067,95.0265048215105
"Takotna and Nixon Fork",189,81.7753649014983,9.17959379124502,2,75.2844118831711,88.2663179198256
"Takotna and Nixon Fork",191,94.1807303773712,3.64284866672594,3,90.093009952267,97.0838069208356
"Takotna and Nixon Fork",192,88.9780934527627,6.35947322094504,2,84.4812668134582,93.4749200920672
"Takotna and Nixon Fork",194,95.9632093453052,2.56979012034383,3,93.0234112261882,97.7824098888916
"Takotna and Nixon Fork",195,97.0527297481275,2.35684258676176,2,95.386190372839,98.719269123416
"Takotna and Nixon Fork",197,98.1279547008986,1.72542147837744,3,96.6014542138041,100
"Takotna and Nixon Fork",198,99.7751206958261,0.389502380399916,3,99.3253620874783,100
"Takotna and Nixon Fork",200,99.7677052472086,0.328514389865659,2,99.5354104944173,100
"Takotna and Nixon Fork",201,100,NA,1,100,100
"Takotna and Nixon Fork",203,100,NA,1,100,100
"Tatlawiksuk",152,0.760524394047079,1.0529017690442,3,0,1.96225120978581
"Tatlawiksuk",153,0,0,2,0,0
"Tatlawiksuk",155,2.30341710622012,1.93318999581314,3,0.563521597807981,4.38447851106657
"Tatlawiksuk",156,1.74873763815443,0.949288580638702,2,1.07748924548185,2.41998603082701
"Tatlawiksuk",158,6.49331582755195,5.86251755694543,4,0,14.103898719604
"Tatlawiksuk",159,10.170405655572,1.45491880615806,2,9.14162270166175,11.1991886094822
"Tatlawiksuk",161,14.3638479022534,13.2115612238823,4,2.91435540160988,32.996060252
"Tatlawiksuk",162,25.0158628583851,4.59458308342548,2,21.7670020033699,28.2647237134002
"Tatlawiksuk",164,24.0616938209197,16.5092059382347,4,4.44976722651966,42.8430099952934
"Tatlawiksuk",165,31.6766460904639,8.07480139385193,2,25.9668992681366,37.3863929127912
"Tatlawiksuk",167,36.6810686007125,19.8633423887807,4,15.4067850100579,57.0101468637702
"Tatlawiksuk",168,40.7228372372592,6.74421896145281,2,35.953954275809,45.4917201987094
"Tatlawiksuk",170,44.5694312753273,21.6825474517918,4,20.0300155411171,68.2542064894427
"Tatlawiksuk",171,51.1568056370582,7.03629425289115,2,46.181394256415,56.1322170177015
"Tatlawiksuk",173,58.2808949775094,20.2126024314861,4,35.3472688297225,83.5176935106275
"Tatlawiksuk",174,60.6796799666028,8.69039224219308,2,54.5346446809771,66.8247152522285
"Tatlawiksuk",176,72.56604329206,12.6043156391075,4,58.5507949385622,87.5503352324481
"Tatlawiksuk",177,68.1973779759162,9.18233258264754,2,61.7044883396159,74.6902676122164
"Tatlawiksuk",179,82.7351855456194,9.16153591442217,4,73.4122987271232,94.8047858564272
"Tatlawiksuk",180,76.7973850613119,9.74172401127592,2,69.9089459524909,83.6858241701329
"Tatlawiksuk",182,89.9265523491926,8.56536949208535,4,79.2934779776821,100
"Tatlawiksuk",183,81.9319981270341,5.46338377027608,2,78.0688024148473,85.7951938392208
"Tatlawiksuk",185,94.1010951388025,5.69411180293519,4,88.3805108475906,100
"Tatlawiksuk",186,85.3050303459984,2.96482812375806,2,83.2085802746365,87.4014804173604
"Tatlawiksuk",188,94.6756155073963,3.46420903619435,3,92.5961218931041,98.6746737171391
"Tatlawiksuk",189,89.1966292908921,3.6609142478393,2,86.6079720009025,91.7852865808817
"Tatlawiksuk",191,97.2011624919993,2.31409404067803,3,95.6317221407849,99.8587611919872
"Tatlawiksuk",192,95.3615227467711,2.09849057347526,2,93.8776658320107,96.8453796615315
"Tatlawiksuk",194,98.3468443340829,2.07136471904598,3,95.9858524598727,99.8587611919872
"Tatlawiksuk",195,98.4065240846525,2.25351525079927,2,96.8130481693051,100
"Tatlawiksuk",197,99.4678271329998,0.460911985506831,3,99.1959193503889,100
"Tatlawiksuk",198,99.3213065106922,1.1755316062473,3,97.9639195320766,100
"Tatlawiksuk",200,99.5979596751944,0.568570879960909,2,99.1959193503889,100
"Tatlawiksuk",201,100,NA,1,100,100
"Tatlawiksuk",203,100,NA,1,100,100
"Swift",152,0.76771280709077,0.875631234773883,3,0,1.72138746559403
"Swift",153,0.0540298289852355,0.076409716923619,2,0,0.108059657970471
"Swift",155,2.25013318625225,1.94681628288028,3,0.622307692430292,4.40670440073244
"Swift",156,1.57316462194807,0.727562259359527,2,1.05870041461954,2.0876288292766
"Swift",158,5.95343361242435,5.43923238470168,4,0,13.1581174964013
"Swift",159,8.34125512772964,1.06291667056038,2,7.58965954214016,9.09285071331911
"Swift",161,12.9930691375375,12.1773173831388,4,2.47516377703035,30.3410243108986
"Swift",162,22.1648723294019,5.75092827272617,2,18.0983519496397,26.231392709164
"Swift",164,22.3171866424062,14.8220176097134,4,4.81987815412756,39.9611451040863
"Swift",165,28.5507384858511,9.62079491585447,2,21.7478091604454,35.3536678112569
"Swift",167,34.2271378084,17.9271120160033,4,14.8069078078801,52.9105754965838
"Swift",168,36.9601417378232,8.40093361538562,2,31.019784610086,42.9004988655604
"Swift",170,42.5505179396569,19.6329225695434,4,20.0750318385433,64.5018509615417
"Swift",171,47.0007053518753,8.0468965476102,2,41.3106902355535,52.690720468197
"Swift",173,55.9594645186725,18.4245909133665,4,34.815820977333,79.3303824775352
"Swift",174,56.6742949709825,9.24950591658084,2,50.1339066147431,63.2146833272219
"Swift",176,70.9898775482771,12.3286836800122,4,57.5384715500958,86.4072004759958
"Swift",177,64.4080018549671,9.95542095280549,2,57.3684561896717,71.4475475202625
"Swift",179,81.7000406059035,9.41913250294596,4,72.2281613466891,94.5931613904365
"Swift",180,74.9053848294585,11.17847501235,2,67.0010093449014,82.8097603140155
"Swift",182,89.3889108009711,8.39520727557791,4,79.5251538371014,100
"Swift",183,80.5499351419803,7.60512234604552,2,75.1723015593382,85.9275687246224
"Swift",185,93.6171314647292,5.7809875779349,4,87.6728350609491,100
"Swift",186,84.5780264682535,4.3667703467893,2,81.4902535441544,87.6657993923525
"Swift",188,94.163540218068,3.30070251699488,3,92.1954609046907,97.9741741095008
"Swift",189,88.4877307700878,4.41925025890862,2,85.3628489442531,91.6126125959224
"Swift",191,96.7627226232913,2.33118930620069,3,94.9466746746965,99.3914792809675
"Swift",192,94.4259691774618,2.91568104433966,2,92.3642713392322,96.4876670156915
"Swift",194,98.0000259252808,1.92183118673993,3,95.8071926114434,99.3914792809675
"Swift",195,98.0620088103107,2.45152115958771,2,96.3285215741439,99.7954960464774
"Swift",197,99.229573496304,0.668590177409834,3,98.8014058834314,100
"Swift",198,99.2946419710037,1.22171594374822,3,97.8839259130111,100
"Swift",200,99.5868903612451,0.584225253874215,2,99.1737807224902,100
"Swift",201,100,NA,1,100,100
"Swift",203,100,NA,1,100,100
"Stony",152,0.361501267565861,0.250958107732264,3,0.199017091804983,0.65053926807944
"Stony",153,0.369323306965542,0.277503543609123,2,0.173098669476235,0.56554794445485
"Stony",155,1.14046734791103,1.19935607824034,3,0.199017091804983,2.49079952679439
"Stony",156,1.02321243478671,0.483308918354264,2,0.681461421210478,1.36496344836295
"Stony",158,3.51407800802225,2.87435684982432,4,0.695939573545433,7.52914342313242
"Stony",159,2.97880844920692,0.687814369570063,2,2.49245024428638,3.46516665412746
"Stony",161,7.40567225029253,7.84152223481141,4,1.71328234909489,19.0075649668478
"Stony",162,10.2367641703656,1.87857626040366,2,8.9084101576581,11.5651181830731
"Stony",164,13.891231517825,8.74100540119384,4,5.35214080724643,26.0196465707828
"Stony",165,15.0567186638943,5.05668357411696,2,11.4811034183216,18.632333909467
"Stony",167,21.5374712014472,9.90837642638031,4,11.6001415420513,33.2215612443277
"Stony",168,20.566873941944,3.71421684210218,2,17.9405260260963,23.1932218577918
"Stony",170,30.5071569147006,11.0233934201319,4,20.3229122210103,45.3889385560435
"Stony",171,28.1954245603096,4.51880475997009,2,25.0001470716767,31.3907020489425
"Stony",173,43.2125503900066,13.9828026075126,4,31.0095205609979,63.2163615263198
"Stony",174,37.898718967427,4.87318559955409,2,34.4528563840017,41.3445815508523
"Stony",176,58.8239992467085,13.3745188648891,4,46.999480858897,77.7502105002959
"Stony",177,46.2328094718946,6.01082924147293,2,41.9825113546947,50.4831075890945
"Stony",179,73.2257968460774,12.4860507161356,4,62.7791325142343,91.3638942405558
"Stony",180,62.4885141542778,8.85029960714631,2,56.230407286532,68.7466210220235
"Stony",182,83.5785060875696,11.2057473946039,4,73.6812297062988,99.668600589993
"Stony",183,71.3843656447869,10.7405088194863,2,63.7896790251342,78.9790522644396
"Stony",185,88.1624641311873,8.84770793662864,4,79.3121487057799,100
"Stony",186,78.001869003951,7.53670179855013,2,72.6726160544153,83.3311219534866
"Stony",188,89.1589422585175,4.56092263067153,3,85.6231505559801,94.3070227231132
"Stony",189,83.3174567482751,6.03205629665154,2,79.0521488364138,87.5827646601364
"Stony",191,93.7527413322959,3.90288223811956,3,89.6170391060628,97.3712262147394
"Stony",192,90.0268387030693,5.01386757063091,2,86.4814989439049,93.5721784622338
"Stony",194,96.4508963043979,2.14543001006106,3,94.0620177282537,98.2135030760521
"Stony",195,95.5206779399502,2.8371100993249,2,93.5145381497448,97.5268177301557
"Stony",197,97.9330214602321,1.37908846377259,3,97.077168108888,99.5239276162284
"Stony",198,99.3498924646244,1.12601928165388,3,98.0496773938733,100
"Stony",200,99.4163407765877,0.825418789553799,2,98.8326815531754,100
"Stony",201,100,NA,1,100,100
"Stony",203,100,NA,1,100,100
"Holitna",152,0.272870156152112,0.341195263624552,3,0,0.655416217995592
"Holitna",153,0.829990369668586,0.856666891985335,2,0.224235401127752,1.43574533820942
"Holitna",155,0.811730411241447,0.738823681147989,3,0,1.44492959237927
"Holitna",156,0.952723572499462,0.683095931988422,2,0.469701806789504,1.43574533820942
"Holitna",158,2.22968656502339,1.62046238533732,4,0.449843191863798,4.19095849020244
"Holitna",159,1.20751544796112,1.04342605784878,2,0.469701806789504,1.94532908913274
"Holitna",161,4.62308038286692,3.75198143958834,4,1.78315860772985,9.94948665414209
"Holitna",162,4.55677188588864,0.168975954702447,2,4.43728784246106,4.67625592931621
"Holitna",164,9.12495456712714,5.81254179489456,4,4.7654467061206,17.5872598787042
"Holitna",165,8.26830088793076,1.14249408270557,2,7.46043557458414,9.07616620127737
"Holitna",167,14.6321901881171,6.1090423610193,4,8.85151799739975,23.2622778227551
"Holitna",168,10.5549384619866,1.22867292685151,2,9.68613550354958,11.4237414204236
"Holitna",170,24.2364548385549,6.04580601090457,4,19.9514195191086,33.1010901998116
"Holitna",171,18.5806972035643,4.51932618199812,2,15.3850510138795,21.7763433932491
"Holitna",173,36.0026707057103,11.5343140255837,4,25.9422531661833,52.4753468114824
"Holitna",174,28.5638850176402,1.83626404633509,2,27.2654502584276,29.8623197768528
"Holitna",176,54.9141735438044,13.3172485732164,4,42.8905286345304,73.9045897573497
"Holitna",177,37.9910429525081,2.30950886863596,2,36.3579735702852,39.6241123347311
"Holitna",179,70.2343511962109,13.5995996705833,4,59.5279249931034,90.006806139854
"Holitna",180,57.5234908037296,7.50131340854726,2,52.2192612247403,62.827720382719
"Holitna",182,81.8391008393636,12.236172360643,4,72.3822653980558,99.8139284680226
"Holitna",183,65.6264631046294,13.6948378917791,2,55.9427503641019,75.310175845157
"Holitna",185,86.5857808446817,9.78023538390728,4,77.2639117610395,100
"Holitna",186,73.1224281686559,11.0915053597063,2,65.2795495152407,80.9653068220712
"Holitna",188,88.2661891851399,5.53289124890331,3,83.5831190685958,94.3713031631159
"Holitna",189,77.8950693893472,8.239375684335,2,72.0689509702103,83.721187808484
"Holitna",191,93.0406113247127,4.61120130824669,3,87.927536307099,96.8838210541597
"Holitna",192,86.3621096899452,4.89693000789753,2,82.899457274365,89.8247621055255
"Holitna",194,95.8344826406441,2.45276532830856,3,93.012892313864,97.45747765469
"Holitna",195,95.2173818840233,1.97397885259013,2,93.8215680514379,96.6131957166086
"Holitna",197,97.5783145268805,1.84460424282013,3,96.06778878641,99.6340768408535
"Holitna",198,99.81897162803,0.313550337863413,3,99.4569148840902,100
"Holitna",200,99.7915424170223,0.294803541026519,2,99.5830848340447,100
"Holitna",201,100,NA,1,100,100
"Holitna",203,100,NA,1,100,100
"Hoholitna",152,0.264785846570845,0.458622539385841,3,0,0.794357539712536
"Hoholitna",153,0.6797871523575,0.961364210390962,2,0,1.359574304715
"Hoholitna",155,1.05603945987561,0.939344840671017,3,0,1.79842855349321
"Hoholitna",156,0.931623427504817,0.61284075244313,2,0.498279575664814,1.36496727934482
"Hoholitna",158,3.50089459459034,2.61236099265125,4,0,5.94271188906186
"Hoholitna",159,1.76150454559873,1.22257688836436,2,0.897012137314345,2.62599695388312
"Hoholitna",161,6.47437415248507,6.14166449282573,4,1.57629777222919,15.3029072858494
"Hoholitna",162,6.56275002012069,2.92797242753921,2,4.49236086148048,8.6331391787609
"Hoholitna",164,11.5381528120333,8.41537272259237,4,4.69293164368128,23.8168602271625
"Hoholitna",165,10.9250208726893,5.6644874902227,2,6.91962335640646,14.9304183889721
"Hoholitna",167,19.1028768543184,8.63739416445553,4,11.0494061743077,30.6485453777728
"Hoholitna",168,14.3610922387853,5.62558250571443,2,10.3832047008702,18.3389797767004
"Hoholitna",170,29.2852201527938,8.28356472980092,4,21.8344650877604,40.9058624086288
"Hoholitna",171,22.8643595048266,7.19717587128814,2,17.7751876408466,27.9535313688067
"Hoholitna",173,40.50446332269,11.2523221690903,4,33.4998131155498,57.1278643287906
"Hoholitna",174,32.0401103490474,5.80999118186734,2,27.931826185715,36.1483945123799
"Hoholitna",176,60.0053072394136,12.4648629196121,4,48.7776938128556,77.384645565348
