"year","doy","interval_number","mgmt_river","cumulative_production","cumulative_percent_of_unit","overall_percent","fish_count_cumulative"
2018,198,17,"S. Fork Kusko",5802.59815200685,100,1.38264007053754,240
2018,152,1,"Upper Kusko Main",0,0,0,2
2018,155,2,"Upper Kusko Main",248.822196466752,0.932721221488129,7.31173158699984,5
2018,158,3,"Upper Kusko Main",1287.67122373512,4.82689363622676,11.6016420886877,10
2018,161,4,"Upper Kusko Main",2473.77862375014,9.27307070028121,11.6444634254917,16
2018,164,5,"Upper Kusko Main",5394.62755304633,20.2220045968577,9.56109045631211,37
2018,167,6,"Upper Kusko Main",9303.12985994212,34.8732017072575,9.13756641738503,65
2018,170,7,"Upper Kusko Main",11401.303487147,42.738300144013,8.89934070861448,77
2018,173,8,"Upper Kusko Main",12995.4012254192,48.7138473850783,8.69560723471463,92
2018,176,9,"Upper Kusko Main",18305.6301671945,68.6194799825144,7.66742894151101,138
2018,179,10,"Upper Kusko Main",20360.8215597514,76.323457574858,7.02696597854797,168
2018,182,11,"Upper Kusko Main",23051.2077826863,86.4084916263356,6.8085087803428,196
2018,185,12,"Upper Kusko Main",25294.5670877889,94.8178251223191,6.8443566408928,208
2018,188,13,"Upper Kusko Main",25992.7264874746,97.4349071082314,6.60406179208094,227
2018,191,14,"Upper Kusko Main",26410.6901610938,99.0016627824902,6.50874430596203,233
2018,194,15,"Upper Kusko Main",26410.6901610938,99.0016627824902,6.44473709954011,236
2018,197,16,"Upper Kusko Main",26677.0167478085,100,6.39618801752594,239
2018,198,17,"Upper Kusko Main",26677.0167478085,100,6.3565856796691,240
2018,152,1,"Big River",0,0,0,2
2018,155,2,"Big River",62.9142076626469,0.219734239121048,1.84875708827492,5
2018,158,3,"Big River",1924.89487501735,6.7228902097588,17.3428907835052,10
2018,161,4,"Big River",3523.97816645897,12.3078504816931,16.5879171553983,16
2018,164,5,"Big River",8343.59853133293,29.1408625003226,14.787656701931,37
2018,167,6,"Big River",14012.1223198021,48.9387556610807,13.7627551451283,65
2018,170,7,"Big River",16012.2685687388,55.9244689120138,12.498451047434,77
2018,173,8,"Big River",17527.3981507418,61.2162123550276,11.7281003888664,92
2018,176,9,"Big River",22197.2247779522,77.5260545811187,9.2974479506695,138
2018,179,10,"Big River",23846.6647823022,83.2868907705385,8.23000690985485,168
2018,182,11,"Big River",26217.6504815071,91.5677983419295,7.74376358870761,196
2018,185,12,"Big River",28027.3354277568,97.8883062126672,7.58380559334039,208
2018,188,13,"Big River",28156.0259628278,98.3377709338562,7.15369876136515,227
2018,191,14,"Big River",28616.2950775302,99.9453074103921,7.05230141687028,233
2018,194,15,"Big River",28616.2950775302,99.9453074103921,6.98294885187157,236
2018,197,16,"Big River",28631.9546349755,100,6.86491172854328,239
2018,198,17,"Big River",28631.9546349755,100,6.82240726293249,240
2018,152,1,"Takotna and Nixon Fork",0,0,0,2
2018,155,2,"Takotna and Nixon Fork",151.578397425899,0.692742020392568,4.45418685351832,5
2018,158,3,"Takotna and Nixon Fork",488.295471485139,2.23160290126778,4.39943767421097,10
2018,161,4,"Takotna and Nixon Fork",662.324084745951,3.02694666531138,3.11766320017544,16
2018,164,5,"Takotna and Nixon Fork",1694.68247310579,7.74502026858474,3.00354607630723,37
2018,167,6,"Takotna and Nixon Fork",4646.98590688586,21.2376068129736,4.56428567633537,65
2018,170,7,"Takotna and Nixon Fork",6508.25890102445,29.7439773536176,5.08005189453849,77
2018,173,8,"Takotna and Nixon Fork",7888.91055865611,36.0538172451079,5.2787033303509,92
2018,176,9,"Takotna and Nixon Fork",12482.9779980042,57.0495766263845,5.22857426398074,138
2018,179,10,"Takotna and Nixon Fork",14950.7226415214,68.327637611287,5.15982221288917,168
2018,182,11,"Takotna and Nixon Fork",17516.7664972672,80.0549446367768,5.17383122065458,196
2018,185,12,"Takotna and Nixon Fork",20155.764156957,92.1156643806872,5.45386832599859,208
2018,188,13,"Takotna and Nixon Fork",20792.6831198525,95.0265048215105,5.28286881381352,227
2018,191,14,"Takotna and Nixon Fork",21242.8399546579,97.0838069208356,5.23516094255735,233
2018,194,15,"Takotna and Nixon Fork",21242.8399546579,97.0838069208356,5.18367819698455,236
2018,197,16,"Takotna and Nixon Fork",21880.9301246085,100,5.24625914503128,239
2018,198,17,"Takotna and Nixon Fork",21880.9301246085,100,5.21377665286928,240
2018,152,1,"Tatlawiksuk",0,0,0,2
2018,155,2,"Tatlawiksuk",62.5337456678183,0.563521597807981,1.83757707288745,5
2018,158,3,"Tatlawiksuk",780.10664180912,7.02991539301201,7.02859385412444,10
2018,161,4,"Tatlawiksuk",1542.72024372045,13.9021926070144,7.26182580821862,16
2018,164,5,"Tatlawiksuk",3417.82087301229,30.7996244077946,6.0575256046896,37
2018,167,6,"Tatlawiksuk",5520.75525976775,49.7501755550873,5.42250496550302,65
2018,170,7,"Tatlawiksuk",6226.18588140827,56.10714948659,4.85987848111239,77
2018,173,8,"Tatlawiksuk",6948.17087613853,62.6133028199439,4.64922659105006,92
2018,176,9,"Tatlawiksuk",8581.73892942284,77.3341686450114,3.59451561268119,138
2018,179,10,"Tatlawiksuk",9336.98967511887,84.1400956275578,3.22239987205679,168
2018,182,11,"Tatlawiksuk",10192.5609298528,91.850058869922,3.01052080391228,196
2018,185,12,"Tatlawiksuk",10860.3130264648,97.8674935270643,2.93864905166704,208
2018,188,13,"Tatlawiksuk",10949.885459732,98.6746737171391,2.78207521735456,227
2018,191,14,"Tatlawiksuk",11081.2831298277,99.8587611919872,2.73091078022143,233
2018,194,15,"Tatlawiksuk",11081.2831298277,99.8587611919872,2.70405491343475,236
2018,197,16,"Tatlawiksuk",11096.9563386862,100,2.66065054558035,239
2018,198,17,"Tatlawiksuk",11096.9563386862,100,2.64417698640161,240
2018,152,1,"Swift",0,0,0,2
2018,155,2,"Swift",170.372395789856,0.622307692430292,5.00645539481033,5
2018,158,3,"Swift",1611.31014263017,5.88552325041267,14.5175594702217,10
2018,161,4,"Swift",3233.13913118943,11.8094679757762,15.2188922651406,16
2018,164,5,"Swift",7338.43581645345,26.804606684159,13.0061710394318,37
2018,167,6,"Swift",12455.7763813889,45.4963694170893,12.2341067660583,65
2018,170,7,"Swift",14239.2293589988,52.0106671230588,11.1144970078808,77
2018,173,8,"Swift",15937.0119202633,58.2120423109271,10.6639259342379,92
2018,176,9,"Swift",20318.3358226089,74.2154069100924,8.51046343156224,138
2018,179,10,"Swift",22303.2794830338,81.4656759645157,7.69735080077187,168
2018,182,11,"Swift",24588.356712949,89.8122225478455,7.26252802684184,196
2018,185,12,"Swift",26520.1256458168,96.8682638821721,7.17597567300861,208
2018,188,13,"Swift",26822.8964089784,97.9741741095008,6.81498593126966,227
2018,191,14,"Swift",27210.9193766604,99.3914792809675,6.7059556366207,233
2018,194,15,"Swift",27210.9193766604,99.3914792809675,6.64000904746122,236
2018,197,16,"Swift",27377.5172414312,100,6.56414281194457,239
2018,198,17,"Swift",27377.5172414312,100,6.52350057305683,240
2018,152,1,"Stony",111.022931057768,0.23494744281316,12.1814544624835,2
2018,155,2,"Stony",345.706074707443,0.731585425133717,10.1586999156399,5
2018,158,3,"Stony",1350.18062481193,2.85726094702344,12.1648384117118,10
2018,161,4,"Stony",2106.31189290046,4.45739081367265,9.91473997069948,16
2018,164,5,"Stony",6271.20825679673,13.2711713629368,11.1146856430794,37
2018,167,6,"Stony",12303.562860884,26.0368790853805,12.0846021182487,65
2018,170,7,"Stony",15084.4257198482,31.9217590043566,11.7742189764574,77
2018,173,8,"Stony",17688.6441196579,37.432822779496,11.835994834721,92
2018,176,9,"Stony",27341.9247338518,57.8611574798527,11.4523380569903,138
2018,179,10,"Stony",32770.3887324527,69.348908007813,11.3097797184147,168
2018,182,11,"Stony",38307.574294043,81.066735808636,11.3146980580569,196
2018,185,12,"Stony",42108.8681610585,89.1110584087296,11.3940717166001,208
2018,188,13,"Stony",44564.18829967,94.3070227231132,11.322577236627,227
2018,191,14,"Stony",46012.1583176639,97.3712262147394,11.339399751707,233
2018,194,15,"Stony",46410.1709318273,98.2135030760521,11.3250107655633,236
2018,197,16,"Stony",47029.4037765794,99.5239276162284,11.2759575686759,239
2018,198,17,"Stony",47254.3687764496,100,11.2597464216406,240
2018,152,1,"Holitna",63.6986397663552,0.163194250460744,6.98902535037783,2
2018,155,2,"Holitna",563.990761517996,1.44492959237927,16.5730755709258,5
2018,158,3,"Holitna",580.910574177604,1.48827771025194,5.23387992440609,10
2018,161,4,"Holitna",865.294107579472,2.21686089110361,4.07307488684173,16
2018,164,5,"Holitna",2340.17657007171,5.99547121727338,4.14757824338827,37
2018,167,6,"Holitna",5132.0600076202,13.1482036246794,5.04072714061059,65
2018,170,7,"Holitna",8154.5517347614,20.8917484435931,6.3650734580897,77
2018,173,8,"Holitna",10125.8851613636,25.9422531661833,6.77552918449443,92
2018,176,9,"Holitna",20517.6034178642,52.5655637751579,8.59392792379832,138
2018,179,10,"Holitna",24855.7504695938,63.6797831539747,8.57826450708535,168
2018,182,11,"Holitna",30114.0677618057,77.1514546423277,8.89462698445202,196
2018,185,12,"Holitna",33943.79614173,86.9631186703579,9.18471724514775,208
2018,188,13,"Holitna",36835.3886702328,94.3713031631159,9.35889442112814,227
2018,191,14,"Holitna",37816.0848136096,96.8838210541597,9.31953028122475,233
2018,194,15,"Holitna",38039.9967776868,97.45747765469,9.28252071430876,236
2018,197,16,"Holitna",38889.5757737833,99.6340768408535,9.32431991637048,239
2018,198,17,"Holitna",39032.4043809851,100,9.30062102058715,240
2018,152,1,"Hoholitna",0,0,0,2
2018,155,2,"Hoholitna",489.919251762509,1.36968982613362,14.3964570647535,5
2018,158,3,"Hoholitna",1112.4686235107,3.11017978990159,10.023104164298,10
2018,161,4,"Hoholitna",1139.5679219157,3.18594254710529,5.36412468771952,16
2018,164,5,"Hoholitna",3088.18968125751,8.63379418622984,5.47330850895892,37
2018,167,6,"Hoholitna",7326.73480690689,20.4836900932076,7.1963443409458,65
2018,170,7,"Hoholitna",10379.1946857373,29.017592824472,8.10152890794865,77
2018,173,8,"Hoholitna",11982.4233652102,33.4998131155498,8.01779379463321,92
2018,176,9,"Hoholitna",21468.1217722954,60.0194172242176,8.99205854665247,138
2018,179,10,"Hoholitna",24385.4565000091,68.1755443443512,8.41595574589466,168
2018,182,11,"Hoholitna",29033.1469818609,81.169306775831,8.5753613437754,196
2018,185,12,"Hoholitna",32909.8701431007,92.0076403452593,8.9049513076502,208
2018,188,13,"Hoholitna",34724.8098461925,97.0817509000652,8.82265236980905,227
2018,191,14,"Hoholitna",35362.3972240125,98.8642833103134,8.71483479504141,233
2018,194,15,"Hoholitna",35362.3972240125,98.8642833103134,8.62913282190534,236
2018,197,16,"Hoholitna",35768.6274961582,100,8.57602889997322,239
2018,198,17,"Hoholitna",35768.6274961582,100,8.52292996150611,240
2018,152,1,"Middle Kusko Main",111.063540432851,0.336444030434451,12.1859101298722,2
2018,155,2,"Middle Kusko Main",164.254370972544,0.49757465295184,4.82667498959731,5
2018,158,3,"Middle Kusko Main",480.10082414741,1.45436617328723,4.32560565583319,10
2018,161,4,"Middle Kusko Main",1162.56327075476,3.52174503823127,5.4723673962392,16
2018,164,5,"Middle Kusko Main",3626.57080959777,10.9859463788182,6.42750054861619,37
2018,167,6,"Middle Kusko Main",6124.92103676579,18.554181792432,6.01591868728728,65
2018,170,7,"Middle Kusko Main",7817.49383997011,23.6814811158143,6.10198134343302,77
2018,173,8,"Middle Kusko Main",9130.92737574859,27.6602564255413,6.10977350917858,92
2018,176,9,"Middle Kusko Main",16486.5969192538,49.9427363295298,6.90551536391528,138
2018,179,10,"Middle Kusko Main",22170.5137404605,67.1609870401415,7.65153043181274,168
2018,182,11,"Middle Kusko Main",25931.8383989624,78.5551423403137,7.65934484189491,196
2018,185,12,"Middle Kusko Main",27691.6843831831,83.8862318550865,7.49298310770635,208
2018,188,13,"Middle Kusko Main",29894.9400686931,90.5605393733017,7.59551067408579,227
2018,191,14,"Middle Kusko Main",30993.0270779936,93.8869669096195,7.63803169428658,233
2018,194,15,"Middle Kusko Main",31435.958313664,95.2287355004052,7.67100312668526,236
2018,197,16,"Middle Kusko Main",32502.048101231,98.458234069748,7.79282078560088,239
2018,198,17,"Middle Kusko Main",33011.0004595516,100,7.86584402508103,240
2018,152,1,"George",0,0,0,2
2018,155,2,"George",207.918424135284,1.71816218677932,6.10975922106821,5
2018,158,3,"George",207.918424135284,1.71816218677932,1.87330049472143,10
2018,161,4,"George",207.918424135284,1.71816218677932,0.978704586612885,16
2018,164,5,"George",214.790811061066,1.77495309118282,0.380681400809553,37
2018,167,6,"George",865.938253264742,7.1557985735653,0.850527555960633,65
2018,170,7,"George",2121.50009535942,17.5313046847814,1.65594681198035,77
2018,173,8,"George",2771.74503266242,22.9046921951243,1.85465656201978,92
2018,176,9,"George",6219.45615942791,51.3953221793744,2.6050585378217,138
2018,179,10,"George",7275.75990003501,60.1242318583156,2.51102427942765,168
2018,182,11,"George",8993.19498250532,74.3164903328639,2.65627066394813,196
2018,185,12,"George",10748.2558867703,88.8196749051016,2.9083279544304,208
2018,188,13,"George",11462.9643989677,94.7257659373608,2.91243495551289,227
2018,191,14,"George",11697.1872688826,96.6612984907668,2.88269638421892,233
2018,194,15,"George",11697.1872688826,96.6612984907668,2.8543478527906,236
2018,197,16,"George",12101.2105687779,100,2.90143454829648,239
2018,198,17,"George",12101.2105687779,100,2.8834701621752,240
2018,152,1,"Oskakawlik",29.966107997955,0.522859285765459,3.28788635390119,2
2018,155,2,"Oskakawlik",63.7286811662876,1.1119606429922,1.87269069117654,5
2018,158,3,"Oskakawlik",63.7286811662876,1.1119606429922,0.574181775632702,10
2018,161,4,"Oskakawlik",166.825054710109,2.91082275213931,0.785271660680222,16
2018,164,5,"Oskakawlik",550.138242664099,9.59900727352534,0.975029591916456,37
2018,167,6,"Oskakawlik",804.062202667695,14.0295626321084,0.789752684440188,65
2018,170,7,"Oskakawlik",1040.87124353967,18.1614908084859,0.812456912536469,77
2018,173,8,"Oskakawlik",1287.85995482583,22.4710374864873,0.861745177869374,92
2018,176,9,"Oskakawlik",2752.00167338544,48.0179017398542,1.15269330172621,138
2018,179,10,"Oskakawlik",3683.22710026029,64.2662534315602,1.27116243560414,168
2018,182,11,"Oskakawlik",4450.84485987655,77.659920489065,1.31462162825039,196
2018,185,12,"Oskakawlik",4691.52742502619,81.859435291552,1.26946180877356,208
2018,188,13,"Oskakawlik",5193.64665245243,90.6205897477499,1.31956774275136,227
2018,191,14,"Oskakawlik",5431.70567850717,94.7743281091513,1.33860884327534,233
2018,194,15,"Oskakawlik",5522.38631955217,96.3565561119595,1.34757281140799,236
2018,197,16,"Oskakawlik",5641.75286950638,98.4393060325566,1.35268918720995,239
2018,198,17,"Oskakawlik",5731.19935205607,100,1.36562720160984,240
2018,152,1,"Holokuk",32.9749567651119,0.598975637461908,3.61801774110579,2
2018,155,2,"Holokuk",32.9749567651119,0.598975637461908,0.96898120980794,5
2018,158,3,"Holokuk",32.9749567651119,0.598975637461908,0.297097301878881,10
2018,161,4,"Holokuk",153.561097489231,2.78937003354248,0.722836136639003,16
2018,164,5,"Holokuk",527.80399345595,9.58732821659684,0.935445806965009,37
2018,167,6,"Holokuk",709.527653814184,12.8882588616416,0.696900522652579,65
2018,170,7,"Holokuk",835.615464720562,15.1785886853256,0.652243555337228,77
2018,173,8,"Holokuk",1026.04252948529,18.6376128569093,0.686555396617186,92
2018,176,9,"Holokuk",2261.53898335979,41.0798644514398,0.947259902827251,138
2018,179,10,"Holokuk",3498.49588266623,63.5486443971614,1.20740764175166,168
2018,182,11,"Holokuk",4249.36829381247,77.1879126552695,1.2551126002631,196
2018,185,12,"Holokuk",4391.30838682539,79.7661922357227,1.18822672929185,208
2018,188,13,"Holokuk",4852.97402019136,88.1521461282296,1.23301187046119,227
2018,191,14,"Holokuk",5058.01483633856,91.8766226888,1.24651514461319,233
2018,194,15,"Holokuk",5178.27790343075,94.0611485939524,1.26360346936828,236
2018,197,16,"Holokuk",5375.49615746808,97.6435317422486,1.2888504151604,239
2018,198,17,"Holokuk",5505.22503800648,100,1.31178215955585,240
2018,152,1,"Aniak",272.127576370969,0.729596576566102,29.8578829433363,2
2018,155,2,"Aniak",301.058417511553,0.8071625584296,8.84671211856914,5
2018,158,3,"Aniak",301.058417511553,0.8071625584296,2.71247189762023,10
2018,161,4,"Aniak",1130.29218780245,3.03040699416619,5.32046235448186,16
2018,164,5,"Aniak",4196.14724106695,11.2502183816765,7.4369811345345,37
2018,167,6,"Aniak",6226.08958293148,16.6926619700909,6.11528678424568,65
2018,170,7,"Aniak",7283.03125024807,19.5264101421358,5.68480407178976,77
2018,173,8,"Aniak",8829.86268998896,23.6735933788001,5.90832222543616,92
2018,176,9,"Aniak",16344.7815136733,43.8217133159649,6.8461150845931,138
2018,179,10,"Aniak",22788.6359033016,61.0982207734604,7.86485794397248,168
2018,182,11,"Aniak",27908.5061764771,74.8250171297371,8.24318235903958,196
2018,185,12,"Aniak",29018.6800918226,77.801485368755,7.85204961631038,208
2018,188,13,"Aniak",32770.7963330963,87.8612198543902,8.32618940778517,227
2018,191,14,"Aniak",35128.3493652893,94.1820148443701,8.6571552092943,233
2018,194,15,"Aniak",36196.694813813,97.0463374985738,8.8327181351345,236
2018,197,16,"Aniak",36763.2473029534,98.5653116578053,8.8145029149037,239
2018,198,17,"Aniak",37298.3625624666,100,8.88743443770406,240
2018,152,1,"Tuluksak",113.791028945211,0.516091997206531,12.4851706231209,2
2018,155,2,"Tuluksak",245.416033505696,1.1130688601071,7.21164023797041,5
2018,158,3,"Tuluksak",248.421605265826,1.12670044026602,2.23822548665128,10
2018,161,4,"Tuluksak",649.332956774822,2.94500845646886,3.05651192614334,16
2018,164,5,"Tuluksak",2232.36396827318,10.1247452418479,3.95649813118589,37
2018,167,6,"Tuluksak",3247.81459716633,14.7302571876308,3.19001476274615,65
2018,170,7,"Tuluksak",3971.11458091385,18.0107384052797,3.09967204086263,77
2018,173,8,"Tuluksak",4942.16055027026,22.4148558330762,3.30694576416704,92
2018,176,9,"Tuluksak",10153.121087117,46.0488369628235,4.2526989652363,138
2018,179,10,"Tuluksak",13965.7220541075,63.3406469222278,4.81987691174818,168
2018,182,11,"Tuluksak",17088.3627614937,77.503185869031,5.04729595950716,196
2018,185,12,"Tuluksak",17991.2098356568,81.5979915316223,4.86817015246801,208
2018,188,13,"Tuluksak",19994.5300949078,90.6839235530207,5.08007931811323,227
2018,191,14,"Tuluksak",20819.282739147,94.4245368800315,5.13077799770091,233
2018,194,15,"Tuluksak",21220.4991874367,96.2442286433398,5.17822660255577,236
2018,197,16,"Tuluksak",21640.386660694,98.1486016566086,5.18858548398706,239
2018,198,17,"Tuluksak",22048.5939640862,100,5.25372750536142,240
2018,152,1,"Kisaralik",89.9675972368607,0.302588614441389,9.87125973344753,2
2018,155,2,"Kisaralik",89.9675972368607,0.302588614441389,2.64373087234254,5
2018,158,3,"Kisaralik",89.9675972368607,0.302588614441389,0.810588792761577,10
2018,161,4,"Kisaralik",809.471201625873,2.72249984275256,3.81030772552802,16
2018,164,5,"Kisaralik",3102.84604197529,10.4358226017131,5.49928449881272,37
2018,167,6,"Kisaralik",4978.54101394066,16.7443598986183,4.88994025252069,65
2018,170,7,"Kisaralik",6875.7310132067,23.1251915629185,5.36688396868779,77
2018,173,8,"Kisaralik",8324.6948345291,27.9985011603211,5.57029947550446,92
2018,176,9,"Kisaralik",15242.0935548661,51.2638339980402,6.38424726078196,138
2018,179,10,"Kisaralik",20081.7312578965,67.5410194729711,6.93064579567511,168
2018,182,11,"Kisaralik",23065.4749004699,77.5762641875503,6.81272278065097,196
2018,185,12,"Kisaralik",24401.5776124822,82.0699872700374,6.60272615857025,208
2018,188,13,"Kisaralik",26979.0233294479,90.7387274859315,6.85465363718288,227
2018,191,14,"Kisaralik",27845.8937147772,93.6542783826226,6.86244096822094,233
2018,194,15,"Kisaralik",28334.395900733,95.297261013478,6.91415980955752,236
2018,197,16,"Kisaralik",29416.4237660477,98.9364524847203,7.05299917864002,239
2018,198,17,"Kisaralik",29732.6445685838,100,7.08467908799725,240
2018,152,1,"Kwethluk",82.5817151705423,0.311644408088014,9.06087952461197,2
2018,155,2,"Kwethluk",82.5817151705423,0.311644408088014,2.42669401643097,5
2018,158,3,"Kwethluk",82.5817151705423,0.311644408088014,0.744043576356003,10
2018,161,4,"Kwethluk",376.442878193064,1.42060888068444,1.77197558618272,16
2018,164,5,"Kwethluk",1634.48151198107,6.16815747021252,2.89684976980404,37
2018,167,6,"Kwethluk",3904.11630643797,14.7332374111386,3.83463657804889,65
2018,170,7,"Kwethluk",5213.31294023376,19.6738445318254,4.06927577430697,77
2018,173,8,"Kwethluk",6547.89718944256,24.7102586766435,4.38139163116509,92
2018,176,9,"Kwethluk",11110.7208578947,41.9293062397532,4.65379568410281,138
2018,179,10,"Kwethluk",15503.2172013624,58.5055776354465,5.35050020021605,168
2018,182,11,"Kwethluk",19020.2733579486,71.778139023498,5.6179137936269,196
2018,185,12,"Kwethluk",21367.1945161013,80.6348799334113,5.78166446478251,208
2018,188,13,"Kwethluk",23815.1598636102,89.872938384594,6.05079991909879,227
2018,191,14,"Kwethluk",25126.2360895347,94.8206386538692,6.19219888160785,233
2018,194,15,"Kwethluk",25908.4641202804,97.772587413085,6.32218389181085,236
2018,197,16,"Kwethluk",26265.80195961,99.1210982692151,6.29759351853193,239
2018,198,17,"Kwethluk",26498.6994880459,100,6.31409633573083,240
2018,152,1,"Johnson",0,NA,0,2
2018,155,2,"Johnson",0,NA,0,5
2018,158,3,"Johnson",0,NA,0,10
2018,161,4,"Johnson",0,NA,0,16
2018,164,5,"Johnson",0,NA,0,37
2018,167,6,"Johnson",0,NA,0,65
2018,170,7,"Johnson",0,NA,0,77
2018,173,8,"Johnson",0,NA,0,92
2018,176,9,"Johnson",0,NA,0,138
2018,179,10,"Johnson",0,NA,0,168
2018,182,11,"Johnson",0,NA,0,196
2018,185,12,"Johnson",0,NA,0,208
2018,188,13,"Johnson",0,NA,0,227
2018,191,14,"Johnson",0,NA,0,233
2018,194,15,"Johnson",0,NA,0,236
2018,197,16,"Johnson",0,NA,0,239
2018,198,17,"Johnson",0,NA,0,240
2018,152,1,"Lower Kusko",4.2153885944481,0.407122651537324,0.462513137742895,2
2018,155,2,"Lower Kusko",4.82174744884824,0.465684850265965,0.14168881887107,5
2018,158,3,"Lower Kusko",13.8384627292365,1.33652011274771,0.124681586947751,10
2018,161,4,"Lower Kusko",23.6414571094808,2.2832942892369,0.111284041342126,16
2018,164,5,"Lower Kusko",110.460310171684,10.6682677905331,0.195772740008228,37
2018,167,6,"Lower Kusko",244.017452837316,23.567229970531,0.239674788578729,65
2018,170,7,"Lower Kusko",277.814971650641,26.8313977136392,0.216849774191196,77
2018,173,8,"Lower Kusko",338.35742149823,32.6785935676534,0.226404955973529,92
2018,176,9,"Lower Kusko",523.240617217771,50.5346310786835,0.219162640957281,138
2018,179,10,"Lower Kusko",693.807679379699,67.0080149806455,0.239448243497891,168
2018,182,11,"Lower Kusko",814.763329007843,78.6899237042888,0.240652174573595,196
2018,185,12,"Lower Kusko",897.434799409633,86.67434257395,0.242833324950356,208
2018,188,13,"Lower Kusko",948.466909065119,91.6030288221997,0.240980263391316,227
2018,191,14,"Lower Kusko",995.938900380578,96.1878784855406,0.245442720633155,233
2018,194,15,"Lower Kusko",1009.85803340287,97.5321897432501,0.246425575910453,236
2018,197,16,"Lower Kusko",1025.33061659563,99.0265333736012,0.245837361271297,239
2018,198,17,"Lower Kusko",1035.40998726809,100,0.246716953393799,240
2018,152,1,"E. Fork Kuskokwim",0,0,0,2
2018,155,2,"E. Fork Kuskokwim",48.7477865137466,3.98373402162812,1.43247160225319,5
2018,158,3,"E. Fork Kuskokwim",69.2244481663435,5.65711407657307,0.623697459886733,10
2018,161,4,"E. Fork Kuskokwim",206.436404379579,16.8702578361706,0.971728487508671,16
2018,164,5,"E. Fork Kuskokwim",374.155176331389,30.5764591977791,0.66312853861092,37
2018,167,6,"E. Fork Kuskokwim",594.996647543473,48.6239182758625,0.584407771029839,65
2018,170,7,"E. Fork Kuskokwim",704.140733044916,57.5433182684955,0.549620339222136,77
2018,173,8,"E. Fork Kuskokwim",729.313871827258,59.6005006878471,0.488005477494156,92
2018,176,9,"E. Fork Kuskokwim",839.512247460146,68.6060586738101,0.35163501306087,138
2018,179,10,"E. Fork Kuskokwim",1029.2893701085,84.1148978250554,0.355230331183248,168
2018,182,11,"E. Fork Kuskokwim",1090.42644183169,89.1111007303446,0.322073275878643,196
2018,185,12,"E. Fork Kuskokwim",1110.38422423485,90.7420772821375,0.300454465684582,208
2018,188,13,"E. Fork Kuskokwim",1222.72559225245,99.9227634591752,0.310662114260508,227
2018,191,14,"E. Fork Kuskokwim",1223.6707131824,100,0.301565757585964,233
2018,194,15,"E. Fork Kuskokwim",1223.6707131824,100,0.298600149968239,236
2018,197,16,"E. Fork Kuskokwim",1223.6707131824,100,0.293392174509079,239
2018,198,17,"E. Fork Kuskokwim",1223.6707131824,100,0.291575621276494,240
2019,152,1,"N. Fork Kusko",0,0,0,2
2019,155,2,"N. Fork Kusko",41.9926525373405,3.03019287034879,0.398273939701197,7
2019,158,3,"N. Fork Kusko",123.874033166833,8.9387592696058,0.418703158944434,18
2019,161,4,"N. Fork Kusko",360.916972210043,26.043795042627,0.442127592958481,58
2019,164,5,"N. Fork Kusko",657.655718092379,47.4564845918127,0.569810234898843,77
2019,167,6,"N. Fork Kusko",909.433163936649,65.6247634504422,0.614897628057202,101
2019,170,7,"N. Fork Kusko",1011.18708617864,72.9673339021069,0.507241837610722,127
2019,173,8,"N. Fork Kusko",1168.27230606607,84.3026148281408,0.402524798344329,152
2019,176,9,"N. Fork Kusko",1177.48386088935,84.9673212961474,0.330649885165209,171
2019,179,10,"N. Fork Kusko",1328.787994707,95.8854386296701,0.320041065135159,196
2019,182,11,"N. Fork Kusko",1385.80791170916,100,0.303854168732386,225
2019,185,12,"N. Fork Kusko",1385.80791170916,100,0.302647822557559,229
2019,152,1,"S. Fork Kusko",56.1620486062599,0.85973747003225,2.37744434510821,2
2019,155,2,"S. Fork Kusko",258.669987092588,3.95976083129327,2.45332239372625,7
2019,158,3,"S. Fork Kusko",743.503252689189,11.3816646880026,2.51309457380109,18
2019,161,4,"S. Fork Kusko",1735.90230376104,26.5734653897993,2.12650101344166,58
2019,164,5,"S. Fork Kusko",2313.57443187119,35.4165611502735,2.00454182061153,77
2019,167,6,"S. Fork Kusko",3091.14825579813,47.3197834994622,2.0900268495111,101
2019,170,7,"S. Fork Kusko",3853.00630451356,58.9824262908312,1.93278377952098,127
2019,173,8,"S. Fork Kusko",4871.42655657937,74.5725636285756,1.67843573981409,152
2019,176,9,"S. Fork Kusko",5537.90664230169,84.7751455668333,1.55510258454809,171
2019,179,10,"S. Fork Kusko",6131.95071660714,93.8688656537123,1.4768917588934,196
2019,182,11,"S. Fork Kusko",6532.46491677897,100,1.43231733654435,225
2019,185,12,"S. Fork Kusko",6532.46491677897,100,1.42663082400681,229
2019,152,1,"Upper Kusko Main",240.554545161935,0.748577460611667,10.1831228966526,2
2019,155,2,"Upper Kusko Main",1027.04493229551,3.19604307137203,9.74087624190333,7
2019,158,3,"Upper Kusko Main",3003.80764428017,9.34749620718025,10.1530863036297,18
2019,161,4,"Upper Kusko Main",7294.16089979355,22.6985710870051,8.93543404603529,58
2019,164,5,"Upper Kusko Main",10324.2696713202,32.1279133097414,8.94521915454191,77
2019,167,6,"Upper Kusko Main",13710.0383574836,42.6640273690311,9.26980717318242,101
2019,170,7,"Upper Kusko Main",17101.3374943722,53.2173515407178,8.57854493477385,127
