year,doy,cpue,total_annual_cpue,cumulative_cpue,cumulative_proportion,remaining_cpue,remaining_proportion
2020,170,0.038324682,1,0.280726725,0.280726725,0.719273275,0.719273275
2020,171,0.002721031,1,0.283447756,0.283447756,0.716552244,0.716552244
2020,172,0.038806095,1,0.322253851,0.322253851,0.677746149,0.677746149
2020,173,0.045420295,1,0.367674146,0.367674146,0.632325854,0.632325854
2020,174,0.013479571,1,0.381153717,0.381153717,0.618846283,0.618846283
2020,175,0.03104069,1,0.412194407,0.412194407,0.587805593,0.587805593
2020,176,0.012579538,1,0.424773945,0.424773945,0.575226055,0.575226055
2020,177,0.057204454,1,0.481978399,0.481978399,0.518021601,0.518021601
2020,178,0.067293202,1,0.549271601,0.549271601,0.450728399,0.450728399
2020,179,0.024300904,1,0.573572505,0.573572505,0.426427495,0.426427495
2020,180,0.017351808,1,0.590924313,0.590924313,0.409075687,0.409075687
2020,181,0.031856999,1,0.622781313,0.622781313,0.377218687,0.377218687
2020,182,0.027628935,1,0.650410248,0.650410248,0.349589752,0.349589752
2020,183,0.017268084,1,0.667678332,0.667678332,0.332321668,0.332321668
2020,184,0.023317147,1,0.690995479,0.690995479,0.309004521,0.309004521
2020,185,0.038659578,1,0.729655057,0.729655057,0.270344943,0.270344943
2020,186,0.028068486,1,0.757723543,0.757723543,0.242276457,0.242276457
2020,187,0.017058774,1,0.774782317,0.774782317,0.225217683,0.225217683
2020,188,0.028298727,1,0.803081045,0.803081045,0.196918955,0.196918955
2020,189,0.010465506,1,0.813546551,0.813546551,0.186453449,0.186453449
2020,190,0.037508372,1,0.851054923,0.851054923,0.148945077,0.148945077
2020,191,0.016514568,1,0.867569491,0.867569491,0.132430509,0.132430509
2020,192,0.010465506,1,0.878034997,0.878034997,0.121965003,0.121965003
2020,193,0.030203449,1,0.908238446,0.908238446,0.091761554,0.091761554
2020,194,0.024133456,1,0.932371902,0.932371902,0.067628098,0.067628098
2020,195,0.005337408,1,0.93770931,0.93770931,0.06229069,0.06229069
2020,196,0.018565807,1,0.956275117,0.956275117,0.043724883,0.043724883
2020,197,0.010570161,1,0.966845278,0.966845278,0.033154722,0.033154722
2020,198,0.014337743,1,0.981183021,0.981183021,0.018816979,0.018816979
2020,199,0.011679504,1,0.992862525,0.992862525,0.007137475,0.007137475
2020,200,0.003641996,1,0.996504521,0.996504521,0.003495479,0.003495479
2020,201,0.003495479,1,1,1,0,0
2020,206,0,1,1,1,0,0
2020,210,0,1,1,1,0,0
2020,211,0,1,1,1,0,0
2020,214,0,1,1,1,0,0
2021,152,0,1,0,0,1,1
2021,153,0.003350475,1,0.003350475,0.003350475,0.996649525,0.996649525
2021,154,0,1,0.003350475,0.003350475,0.996649525,0.996649525
2021,155,0.008992181,1,0.012342656,0.012342656,0.987657344,0.987657344
2021,156,0.003253662,1,0.015596318,0.015596318,0.984403682,0.984403682
2021,157,0.005176626,1,0.020772944,0.020772944,0.979227056,0.979227056
2021,158,0.005937839,1,0.026710783,0.026710783,0.973289217,0.973289217
2021,159,0.008542287,1,0.03525307,0.03525307,0.96474693,0.96474693
2021,160,0.03717983,1,0.0724329,0.0724329,0.9275671,0.9275671
2021,161,0.046331467,1,0.118764368,0.118764368,0.881235632,0.881235632
2021,162,0.022086558,1,0.140850926,0.140850926,0.859149074,0.859149074
2021,163,0.024958665,1,0.165809591,0.165809591,0.834190409,0.834190409
2021,164,0.021141212,1,0.186950802,0.186950802,0.813049198,0.813049198
2021,165,0.023398274,1,0.210349076,0.210349076,0.789650924,0.789650924
2021,166,0.014802835,1,0.22515191,0.22515191,0.77484809,0.77484809
2021,167,0.021184872,1,0.246336783,0.246336783,0.753663217,0.753663217
2021,168,0.010480437,1,0.25681722,0.25681722,0.74318278,0.74318278
2021,169,0.03653821,1,0.293355429,0.293355429,0.706644571,0.706644571
2021,170,0.027650434,1,0.321005864,0.321005864,0.678994136,0.678994136
2021,171,0.030691489,1,0.351697352,0.351697352,0.648302648,0.648302648
2021,172,0.020850774,1,0.372548126,0.372548126,0.627451874,0.627451874
2021,173,0.020241424,1,0.39278955,0.39278955,0.60721045,0.60721045
2021,174,0.048529683,1,0.441319233,0.441319233,0.558680767,0.558680767
2021,175,0.027826975,1,0.469146208,0.469146208,0.530853792,0.530853792
2021,176,0.036376855,1,0.505523063,0.505523063,0.494476937,0.494476937
2021,177,0.01249262,1,0.518015684,0.518015684,0.481984316,0.481984316
2021,178,0.038444089,1,0.556459772,0.556459772,0.443540228,0.443540228
2021,179,0.081098576,1,0.637558349,0.637558349,0.362441651,0.362441651
2021,180,0.035423916,1,0.672982264,0.672982264,0.327017736,0.327017736
2021,181,0.041447177,1,0.714429442,0.714429442,0.285570558,0.285570558
2021,182,0.046517499,1,0.760946941,0.760946941,0.239053059,0.239053059
2021,183,0.005201304,1,0.766148245,0.766148245,0.233851755,0.233851755
2021,184,0.018800625,1,0.78494887,0.78494887,0.21505113,0.21505113
2021,185,0.015603911,1,0.800552781,0.800552781,0.199447219,0.199447219
2021,186,0.012655873,1,0.813208654,0.813208654,0.186791346,0.186791346
2021,187,0.01250401,1,0.825712664,0.825712664,0.174287336,0.174287336
2021,188,0.016936508,1,0.842649172,0.842649172,0.157350828,0.157350828
2021,189,0.020435049,1,0.863084221,0.863084221,0.136915779,0.136915779
2021,190,0.019438449,1,0.88252267,0.88252267,0.11747733,0.11747733
2021,191,0.020548946,1,0.903071617,0.903071617,0.096928383,0.096928383
2021,192,0.030503558,1,0.933575175,0.933575175,0.066424825,0.066424825
2021,193,0.015173,1,0.948748175,0.948748175,0.051251825,0.051251825
2021,194,0.009442075,1,0.95819025,0.95819025,0.04180975,0.04180975
2021,195,0.013155122,1,0.971345372,0.971345372,0.028654628,0.028654628
2021,196,0.009966002,1,0.981311374,0.981311374,0.018688626,0.018688626
2021,197,0.011993371,1,0.993304745,0.993304745,0.006695255,0.006695255
2021,198,0.006695255,1,1,1,0,0
2021,204,0,1,1,1,0,0
2021,208,0,1,1,1,0,0
2022,152,0.004602419,0.966547786,0.004602419,0.004761709,0.961945367,0.995238291
2022,157,0.005439222,0.966547786,0.010041641,0.010389182,0.956506145,0.989610818
2022,158,0.014942918,0.966547786,0.024984559,0.025849274,0.941563227,0.974150726
2022,161,0.012432508,0.966547786,0.037417067,0.038712072,0.929130719,0.961287928
2022,162,0.035703612,0.966547786,0.073120679,0.075651385,0.893427107,0.924348615
2022,163,0.02488494,0.966547786,0.098005619,0.101397593,0.868542167,0.898602407
2022,164,0.017333785,0.966547786,0.115339404,0.1193313,0.851208382,0.8806687
2022,165,0.011117531,0.966547786,0.126456935,0.130833609,0.840090851,0.869166391
2022,166,0.023410572,0.966547786,0.149867507,0.155054421,0.816680279,0.844945579
2022,167,0.01085852,0.966547786,0.160726027,0.166288754,0.805821759,0.833711246
2022,168,0.010738977,0.966547786,0.171465004,0.177399407,0.795082782,0.822600593
2022,169,0.013349007,0.966547786,0.184814011,0.191210423,0.781733775,0.808789577
2022,170,0.046641828,0.966547786,0.231455839,0.239466524,0.735091947,0.760533476
2022,171,0.061823833,0.966547786,0.293279672,0.30343008,0.673268114,0.69656992
2022,172,0.090753322,0.966547786,0.384032994,0.397324374,0.582514792,0.602675626
2022,173,0.005259907,0.966547786,0.389292901,0.402766326,0.577254885,0.597233674
2022,174,0.044410352,0.966547786,0.433703253,0.44871372,0.532844533,0.55128628
2022,175,0.057221414,0.966547786,0.490924667,0.507915567,0.475623119,0.492084433
2022,176,0.041760475,0.966547786,0.532685142,0.551121372,0.433862644,0.448878628
2022,177,0.045008069,0.966547786,0.577693211,0.59768717,0.388854575,0.40231283
2022,178,0.059771672,0.966547786,0.637464883,0.659527539,0.329082903,0.340472461
2022,179,0.049112391,0.966547786,0.686577274,0.71033971,0.279970512,0.28966029
2022,180,0.051343866,0.966547786,0.73792114,0.763460587,0.228626646,0.236539413
2022,181,0.018150664,0.966547786,0.756071804,0.782239445,0.210475982,0.217760555
2022,182,0.031220737,0.966547786,0.787292541,0.814540732,0.179255245,0.185459268
2022,183,0.011516009,0.966547786,0.79880855,0.82645531,0.167739236,0.17354469
2022,184,0.009563468,0.966547786,0.808372018,0.836349769,0.158175768,0.163650231
2022,185,0.025901058,0.966547786,0.834273076,0.863147263,0.13227471,0.136852737
2022,186,0.00537945,0.966547786,0.839652526,0.868712896,0.12689526,0.131287104
2022,187,0.022015899,0.966547786,0.861668425,0.891490765,0.104879361,0.108509235
2022,188,0.00537945,0.966547786,0.867047875,0.897056398,0.099499911,0.102943602
2022,189,0.019565261,0.966547786,0.886613136,0.917298812,0.07993465,0.082701188
2022,190,0.012830986,0.966547786,0.899444122,0.930573879,0.067103664,0.069426121
2022,191,0.018250284,0.966547786,0.917694406,0.949455805,0.04885338,0.050544195
2022,192,0.010619434,0.966547786,0.92831384,0.960442777,0.038233946,0.039557223
2022,193,0.013129844,0.966547786,0.941443684,0.974027045,0.025104102,0.025972955
2022,194,0.002709649,0.966547786,0.944153333,0.976830475,0.022394453,0.023169525
2022,195,0,0.966547786,0.944153333,0.976830475,0.022394453,0.023169525
2022,196,0,0.966547786,0.944153333,0.976830475,0.022394453,0.023169525
2022,197,0,0.966547786,0.944153333,0.976830475,0.022394453,0.023169525
2022,198,0.005598613,0.966547786,0.949751946,0.982622856,0.01679584,0.017377144
2022,199,0.007092905,0.966547786,0.956844851,0.989961246,0.009702935,0.010038754
2022,200,0,0.966547786,0.956844851,0.989961246,0.009702935,0.010038754
2022,201,8.37E-04,0.966547786,0.957681654,0.990827011,0.008866132,0.009172989
2022,202,0.00332729,0.966547786,0.961008944,0.994269459,0.005538842,0.005730541
2022,203,0.005538842,0.966547786,0.966547786,1,0,0
