"segment_id","stream_order","stream_length_m","basin_assign_norm","year","watershed","analysis_type","quartile"
809,4,1480.75220308249,0,2018,"Kusko","DOY","Q1"
810,3,730.094337668293,0,2018,"Kusko","DOY","Q1"
818,4,1031.62098969034,0,2018,"Kusko","DOY","Q1"
822,4,3673.46312400414,0,2018,"Kusko","DOY","Q1"
823,4,365.041736622075,0,2018,"Kusko","DOY","Q1"
825,4,1368.66275498971,0,2018,"Kusko","DOY","Q1"
827,4,2440.11612834907,0,2018,"Kusko","DOY","Q1"
828,3,1115.39198693668,0,2018,"Kusko","DOY","Q1"
829,4,2896.18169890675,0,2018,"Kusko","DOY","Q1"
830,6,3522.44924974346,0,2018,"Kusko","DOY","Q1"
832,3,1292.24512635993,0,2018,"Kusko","DOY","Q1"
834,4,1524.96383367901,0,2018,"Kusko","DOY","Q1"
836,5,2480.69009092757,0,2018,"Kusko","DOY","Q1"
837,3,468.66965236996,0,2018,"Kusko","DOY","Q1"
840,4,1046.86168395122,0,2018,"Kusko","DOY","Q1"
841,4,156.400790669749,0,2018,"Kusko","DOY","Q1"
842,3,7179.74842295218,0,2018,"Kusko","DOY","Q1"
843,3,1837.33254775749,0,2018,"Kusko","DOY","Q1"
955,3,495.895635114745,0,2018,"Kusko","DOY","Q1"
956,4,689.120567431194,0,2018,"Kusko","DOY","Q1"
854,5,705.857486084279,0,2018,"Kusko","DOY","Q1"
855,4,999.31489184333,0,2018,"Kusko","DOY","Q1"
862,6,4983.27098330768,0,2018,"Kusko","DOY","Q1"
864,7,2312.26831177719,0,2018,"Kusko","DOY","Q1"
870,4,1421.36787942446,0,2018,"Kusko","DOY","Q1"
873,4,2102.80530296699,0,2018,"Kusko","DOY","Q1"
898,4,2407.50142400604,0,2018,"Kusko","DOY","Q1"
900,4,200.899129304006,0,2018,"Kusko","DOY","Q1"
901,4,6179.00158475041,0,2018,"Kusko","DOY","Q1"
903,4,690.809171966966,0,2018,"Kusko","DOY","Q1"
905,4,3096.3252321659,0,2018,"Kusko","DOY","Q1"
910,4,1546.55945129392,0,2018,"Kusko","DOY","Q1"
915,3,3870.96618053864,0,2018,"Kusko","DOY","Q1"
938,7,571.255269728225,0,2018,"Kusko","DOY","Q1"
940,4,1383.7128516671,0,2018,"Kusko","DOY","Q1"
941,7,6891.00579361144,0,2018,"Kusko","DOY","Q1"
942,4,2366.22073189305,0,2018,"Kusko","DOY","Q1"
1063,7,688.251076057022,0,2018,"Kusko","DOY","Q1"
4969,3,2541.57660323187,0,2018,"Kusko","DOY","Q1"
7421,5,7359.41406072374,0.0649114672693198,2018,"Kusko","DOY","Q1"
12368,4,5329.5633335988,0.0712914218306548,2018,"Kusko","DOY","Q1"
11514,3,12937.9726605846,0,2018,"Kusko","DOY","Q1"
1094,4,111.665021690683,0,2018,"Kusko","DOY","Q1"
1185,5,1448.38691129638,0,2018,"Kusko","DOY","Q1"
1187,3,1429.95674230907,0,2018,"Kusko","DOY","Q1"
1260,3,4143.01555997589,0,2018,"Kusko","DOY","Q1"
945,3,1124.47343711233,0,2018,"Kusko","DOY","Q1"
959,4,357.163957333855,0,2018,"Kusko","DOY","Q1"
1219,3,1900.20565739208,0,2018,"Kusko","DOY","Q1"
963,7,435.283693227836,0,2018,"Kusko","DOY","Q1"
967,7,1886.8441270566,0,2018,"Kusko","DOY","Q1"
973,3,1071.81675625066,0,2018,"Kusko","DOY","Q1"
974,3,33.0809755426019,0,2018,"Kusko","DOY","Q1"
979,7,411.144464109736,0,2018,"Kusko","DOY","Q1"
981,3,2992.80448873895,0,2018,"Kusko","DOY","Q1"
1107,3,230.539318339523,0.145530454649193,2018,"Kusko","DOY","Q1"
1257,3,707.818146922797,0,2018,"Kusko","DOY","Q1"
1352,3,564.593643894636,0,2018,"Kusko","DOY","Q1"
1353,7,2047.53834667265,0,2018,"Kusko","DOY","Q1"
1434,3,17.2867307125037,0,2018,"Kusko","DOY","Q1"
995,7,456.618584625103,0,2018,"Kusko","DOY","Q1"
997,6,2643.20458002388,0,2018,"Kusko","DOY","Q1"
1231,3,11199.7314631702,0,2018,"Kusko","DOY","Q1"
1232,3,289.030959602322,0,2018,"Kusko","DOY","Q1"
1298,3,1206.78804937669,0,2018,"Kusko","DOY","Q1"
1303,3,719.534715272253,0,2018,"Kusko","DOY","Q1"
1304,3,3797.70444607236,0,2018,"Kusko","DOY","Q1"
1006,4,2809.05684919106,0,2018,"Kusko","DOY","Q1"
1009,7,773.090146870081,0,2018,"Kusko","DOY","Q1"
1011,7,236.798625038827,0,2018,"Kusko","DOY","Q1"
1014,3,2664.9953278394,0,2018,"Kusko","DOY","Q1"
1031,3,1274.92182656901,0,2018,"Kusko","DOY","Q1"
1033,4,577.101364963269,0,2018,"Kusko","DOY","Q1"
1044,3,7589.94030148919,0,2018,"Kusko","DOY","Q1"
1092,3,1117.67794170971,0,2018,"Kusko","DOY","Q1"
1102,6,2180.75532327615,0,2018,"Kusko","DOY","Q1"
1117,3,2008.8634501999,0.146334700609635,2018,"Kusko","DOY","Q1"
1120,7,946.347868875488,0,2018,"Kusko","DOY","Q1"
1123,7,618.393305095773,0,2018,"Kusko","DOY","Q1"
1308,3,606.513333374142,0,2018,"Kusko","DOY","Q1"
1175,5,856.078959746302,0,2018,"Kusko","DOY","Q1"
1198,7,1096.92911168864,0,2018,"Kusko","DOY","Q1"
1202,6,2639.54820813024,0,2018,"Kusko","DOY","Q1"
1208,6,196.17282124143,0,2018,"Kusko","DOY","Q1"
1216,7,1353.06316900445,0,2018,"Kusko","DOY","Q1"
1225,6,2988.78657287025,0,2018,"Kusko","DOY","Q1"
1227,3,776.915906356636,0,2018,"Kusko","DOY","Q1"
1228,3,2077.76479307952,0,2018,"Kusko","DOY","Q1"
1229,3,60.2882733348058,0,2018,"Kusko","DOY","Q1"
1233,5,1156.75366447504,0,2018,"Kusko","DOY","Q1"
1239,3,1498.4861627342,0,2018,"Kusko","DOY","Q1"
1240,3,175.093125251191,0,2018,"Kusko","DOY","Q1"
1250,3,1031.22737181846,0,2018,"Kusko","DOY","Q1"
1324,3,2206.63870093155,0,2018,"Kusko","DOY","Q1"
1325,3,1947.9863222277,0,2018,"Kusko","DOY","Q1"
4922,3,3412.84393925796,0,2018,"Kusko","DOY","Q1"
11509,5,422.960375770002,0.879587876119864,2018,"Kusko","DOY","Q1"
12436,3,7562.18178889501,0,2018,"Kusko","DOY","Q1"
12438,7,2999.82658204601,0.864526660995827,2018,"Kusko","DOY","Q1"
12439,7,7536.59797615846,0.782046421216044,2018,"Kusko","DOY","Q1"
6310,5,3366.67800264596,0.0539691955961503,2018,"Kusko","DOY","Q1"
6311,3,9918.54750476677,0,2018,"Kusko","DOY","Q1"
6315,3,276.770322231012,0,2018,"Kusko","DOY","Q1"
8419,4,317.400072924081,0.154260385100551,2018,"Kusko","DOY","Q1"
8421,3,889.299691315064,0,2018,"Kusko","DOY","Q1"
8423,3,3776.74499911211,0,2018,"Kusko","DOY","Q1"
8428,4,3309.16994058297,0,2018,"Kusko","DOY","Q1"
11749,5,6702.28864176808,0.769672919032214,2018,"Kusko","DOY","Q1"
11754,3,1341.17942486113,0.715468509808274,2018,"Kusko","DOY","Q1"
2111,3,2068.42731034098,0,2018,"Kusko","DOY","Q1"
2114,3,889.211901755948,0,2018,"Kusko","DOY","Q1"
2115,4,67.4023560799795,0,2018,"Kusko","DOY","Q1"
1333,5,3108.48183523642,0,2018,"Kusko","DOY","Q1"
1337,6,324.81513330502,0,2018,"Kusko","DOY","Q1"
11490,4,1513.58322149835,0.280704530365784,2018,"Kusko","DOY","Q1"
1261,4,3691.26939967176,0,2018,"Kusko","DOY","Q1"
1262,3,1097.67919815182,0,2018,"Kusko","DOY","Q1"
1263,3,7175.67712776456,0,2018,"Kusko","DOY","Q1"
1266,3,46.0603192234869,0,2018,"Kusko","DOY","Q1"
1285,3,1072.40498572406,0,2018,"Kusko","DOY","Q1"
1289,5,1033.10195345912,0,2018,"Kusko","DOY","Q1"
1294,7,964.753779274646,0,2018,"Kusko","DOY","Q1"
1295,3,396.846646711083,0,2018,"Kusko","DOY","Q1"
1770,3,13353.4270755122,0,2018,"Kusko","DOY","Q1"
13434,3,4869.77643681131,0.377106273235837,2018,"Kusko","DOY","Q1"
13436,4,12837.6446915276,0,2018,"Kusko","DOY","Q1"
1345,4,6555.13364167467,0,2018,"Kusko","DOY","Q1"
1435,3,2226.1924087624,0,2018,"Kusko","DOY","Q1"
1436,3,3969.12829061131,0,2018,"Kusko","DOY","Q1"
1310,3,1218.2473383159,0,2018,"Kusko","DOY","Q1"
1805,7,461.500879850874,0,2018,"Kusko","DOY","Q1"
1809,3,3155.2307458834,0.15819496442736,2018,"Kusko","DOY","Q1"
4958,4,3974.46541527461,0,2018,"Kusko","DOY","Q1"
1312,6,6782.57546107698,0,2018,"Kusko","DOY","Q1"
1314,6,2193.75933775987,0,2018,"Kusko","DOY","Q1"
1315,6,108.75286878683,0,2018,"Kusko","DOY","Q1"
1365,3,6827.88570191753,0,2018,"Kusko","DOY","Q1"
1447,3,10184.7142817911,0,2018,"Kusko","DOY","Q1"
1783,3,1088.09049400514,0,2018,"Kusko","DOY","Q1"
4951,3,1701.71075819694,0.296284074759353,2018,"Kusko","DOY","Q1"
4952,3,8015.93000883584,0.0529055584238167,2018,"Kusko","DOY","Q1"
12335,5,2245.39409996735,0.563569330957453,2018,"Kusko","DOY","Q1"
12336,4,1221.10246953254,0.0726582126204637,2018,"Kusko","DOY","Q1"
12337,7,11270.5864263473,0,2018,"Kusko","DOY","Q1"
1400,3,1846.15585856611,0,2018,"Kusko","DOY","Q1"
1401,3,430.800779680907,0,2018,"Kusko","DOY","Q1"
7427,3,22932.6635417046,0,2018,"Kusko","DOY","Q1"
11506,5,1913.40252679557,0.969492541226866,2018,"Kusko","DOY","Q1"
1424,3,2757.91258264391,0,2018,"Kusko","DOY","Q1"
1427,3,965.979041443058,0.159976058880358,2018,"Kusko","DOY","Q1"
1440,7,2034.49617181195,0,2018,"Kusko","DOY","Q1"
1452,7,131.999698493969,0,2018,"Kusko","DOY","Q1"
1453,3,196.65742928876,0,2018,"Kusko","DOY","Q1"
1459,4,1883.02158039335,0,2018,"Kusko","DOY","Q1"
1756,3,334.774322177533,0,2018,"Kusko","DOY","Q1"
1758,7,444.480656035885,0,2018,"Kusko","DOY","Q1"
1760,3,3976.24998104941,0,2018,"Kusko","DOY","Q1"
1814,3,15.8587308602363,0,2018,"Kusko","DOY","Q1"
1817,3,1178.25387329368,0,2018,"Kusko","DOY","Q1"
1819,3,673.581645758814,0,2018,"Kusko","DOY","Q1"
11535,3,5301.58329649214,0,2018,"Kusko","DOY","Q1"
12352,3,2073.54268489521,0,2018,"Kusko","DOY","Q1"
1767,4,11111.8609989251,0,2018,"Kusko","DOY","Q1"
1772,5,2853.75310765005,0,2018,"Kusko","DOY","Q1"
1775,4,83.6071034484428,0,2018,"Kusko","DOY","Q1"
1784,3,913.448905660436,0,2018,"Kusko","DOY","Q1"
1785,3,524.642147702608,0,2018,"Kusko","DOY","Q1"
1787,4,3802.21176724146,0,2018,"Kusko","DOY","Q1"
1788,6,329.269528681403,0,2018,"Kusko","DOY","Q1"
1789,3,791.721080042744,0,2018,"Kusko","DOY","Q1"
1790,6,1997.90844424045,0,2018,"Kusko","DOY","Q1"
1793,3,1021.30603247134,0,2018,"Kusko","DOY","Q1"
4904,3,2899.06487416245,0.0527679305273202,2018,"Kusko","DOY","Q1"
4905,3,703.16331816165,0,2018,"Kusko","DOY","Q1"
4906,3,1631.64310744318,0,2018,"Kusko","DOY","Q1"
