threshold,cluster,doy,cum_pct
0.8,Group 1,161,18.962020820421625
0.8,Group 1,164,33.4741779863931
0.8,Group 1,167,47.02957643779288
0.8,Group 1,170,55.03282466053969
0.8,Group 1,173,65.66291642653138
0.8,Group 1,176,73.38852979585089
0.8,Group 1,179,81.9531021267678
0.8,Group 1,182,88.88159639565828
0.8,Group 1,185,92.08786505368947
0.8,Group 1,188,94.42688910504309
0.8,Group 1,191,96.28823134760006
0.8,Group 1,194,98.218452123855
0.8,Group 1,197,99.19707112505984
0.8,Group 1,200,99.88751437545665
0.8,Group 1,203,100.0
0.8,Group 2,149,
0.8,Group 2,152,0.7151435616825563
0.8,Group 2,155,1.7683399545119578
0.8,Group 2,158,6.036696224253917
0.8,Group 2,161,14.484105456498021
0.8,Group 2,164,23.476680856364528
0.8,Group 2,167,33.846345271692726
0.8,Group 2,170,42.43938830973921
0.8,Group 2,173,54.57413171571154
0.8,Group 2,176,67.88533719439847
0.8,Group 2,179,77.94699316003047
0.8,Group 2,182,85.56286442379628
0.8,Group 2,185,89.90507347151758
0.8,Group 2,188,92.64252608669973
0.8,Group 2,191,95.8455624862547
0.8,Group 2,194,98.07914864504527
0.8,Group 2,197,99.2182877104563
0.8,Group 2,200,99.75086614525924
0.8,Group 2,203,100.0
0.8,Group 3,149,
0.8,Group 3,152,0.2999562965770905
0.8,Group 3,155,0.9895694356122723
0.8,Group 3,158,3.1803669869557925
0.8,Group 3,161,7.664844412418223
0.8,Group 3,164,13.76610647569962
0.8,Group 3,167,20.816605525942645
0.8,Group 3,170,29.073468708034625
0.8,Group 3,173,40.362680361337105
0.8,Group 3,176,53.45109089757589
0.8,Group 3,179,67.68605770011227
0.8,Group 3,182,78.35382664060164
0.8,Group 3,185,83.97716921792636
0.8,Group 3,188,88.405761519032
0.8,Group 3,191,92.8635294530712
0.8,Group 3,194,96.15185750601346
0.8,Group 3,197,98.20588931383152
0.8,Group 3,200,99.67052838802147
0.8,Group 3,203,100.0
0.8,Group 4,149,
0.8,Group 4,152,0.3314442948157602
0.8,Group 4,155,0.946773076233925
0.8,Group 4,158,2.243204787636435
0.8,Group 4,161,4.796495793854476
0.8,Group 4,164,9.255368086427362
0.8,Group 4,167,14.52603731444656
0.8,Group 4,170,23.409026554932527
0.8,Group 4,173,34.05902381830659
0.8,Group 4,176,50.555647361641235
0.8,Group 4,179,65.68896311970452
0.8,Group 4,182,76.75662907965449
0.8,Group 4,185,82.43611563327717
0.8,Group 4,188,87.11585810757721
0.8,Group 4,191,91.64877480547675
0.8,Group 4,194,95.76078546126142
0.8,Group 4,197,98.42892945934015
0.8,Group 4,200,99.90101500278683
0.8,Group 4,203,100.0
