"k","wss","between_ss","silhouette","wss_decrease","wss_pct_decrease"
2,5048.96794291031,9031.03205708987,0.554632987836969,NA,NA
3,2527.89826948608,11552.1017305141,0.556154211029283,2521.06967342423,49.9323763179024
4,1302.05302268554,12777.9469773146,0.595394485333016,1225.84524680053,48.4926652942307
5,781.67988528027,13298.3201147199,0.596460036068423,520.373137405274,39.9655872947463
6,598.744195621488,13481.2558043787,0.554995716730526,182.935689658781,23.4028907617586
7,456.48515211201,13623.5148478882,0.543161812326929,142.259043509478,23.7595695373406
8,332.531708724159,13747.468291276,0.561801070491408,123.953443387851,27.153882840298
9,253.396007751742,13826.6039922484,0.562367332671527,79.135700972417,23.7979413379978
10,203.184432468373,13876.8155675318,0.570594873670417,50.2115752833691,19.8154563400078
