"Row","X87.86_final","X88Sr"
963.2,0.710339377884537,7.92603388257895
963.3,0.708826015645392,7.82496088257895
963.4,0.708847324680219,7.72357488257895
963.5,0.708230328807715,7.79773288257895
963.6,0.708253607722056,8.04678488257895
963.7,0.70791944740574,8.12777088257895
963.8,0.708451364750237,8.24707888257895
963.9,0.709315037392164,8.12280888257895
964,0.709555591813591,8.16576988257895
964.1,0.709239181555977,8.16908388257895
964.2,0.70929928160076,8.21516488257895
964.3,0.708530042397133,8.18878488257895
964.4,0.708998365509284,8.14502488257895
964.5,0.709497098713727,8.22862688257895
964.6,0.708893941173228,8.40010988257895
964.7,0.709097552685042,8.40214788257895
964.8,0.709700332505506,8.40655288257895
964.9,0.708969541594426,8.21066588257895
965,0.708323547715223,7.90527288257895
965.1,0.709445699214489,7.66922788257895
965.2,0.708281356051097,7.89932788257895
965.3,0.707566399417395,8.16400488257895
965.4,0.71000993772091,8.37435988257895
965.5,0.710059735811135,8.27918488257895
965.6,0.70907451614378,8.31977088257895
965.7,0.709191517752183,8.47437988257895
965.8,0.70945720811359,8.54004788257895
965.9,0.708944968670035,8.56282788257895
966,0.708813362381486,8.38675488257895
966.1,0.709000260448149,8.14863488257895
966.2,0.709554917131154,8.05919088257895
966.3,0.709289281172917,7.95715088257895
966.4,0.707970587121575,7.97068388257895
966.5,0.708867724049692,8.09430088257895
966.6,0.708955001423896,8.09950888257895
966.7,0.708458095269232,7.87481388257895
966.8,0.708584633719873,7.91714288257895
966.9,0.708942063978327,7.99575288257895
967,0.708591039423205,7.83526888257895
967.1,0.70864814192508,7.65449788257895
967.2,0.709281316923346,7.58535588257895
967.3,0.708865022421252,8.00497088257895
967.4,0.708780159517713,8.28624888257895
967.5,0.708735891439869,8.17183388257895
967.6,0.70923349964419,7.90105088257895
967.7,0.709371199054425,7.99437388257895
967.8,0.708566449344857,8.17700688257895
967.9,0.709127694964749,8.49036388257895
968,0.70849693377321,8.51665288257895
968.1,0.708108770793883,8.44711588257895
968.2,0.708016658568257,8.33723088257895
968.3,0.709801406452619,8.20693288257895
968.4,0.708485146957198,7.96732188257895
968.5,0.708172152186822,7.86519788257895
968.6,0.708275799719111,7.83115488257895
968.7,0.709612509762742,7.93522188257895
968.8,0.70889753263941,8.17316888257895
968.9,0.70758327241834,8.28777088257895
969,0.707747551098899,8.38765988257895
969.1,0.708128306501722,8.35099788257895
969.2,0.709201728471837,8.31181688257895
969.3,0.708258157744554,8.27235288257895
969.4,0.708206093794868,8.14760388257895
969.5,0.709319521978735,7.99730588257895
969.6,0.709184050900494,7.88294388257895
969.7,0.708560903570365,7.92675888257895
969.8,0.709188660665329,7.88073588257895
969.9,0.707841312742291,7.81576088257895
970,0.708636094531751,7.67299588257895
970.1,0.708766226127659,7.57138688257895
970.2,0.708173201292908,7.54194688257895
970.3,0.708967924027831,7.59464388257895
970.4,0.708479424865776,7.71089588257895
970.5,0.707562231274824,7.91101688257895
970.6,0.708024689925308,7.81708188257895
970.7,0.707521003463217,7.71949588257895
970.8,0.708704268574232,7.69341288257895
970.9,0.70893988191687,7.54649088257895
971,0.70837334285367,7.45308588257895
971.1,0.707816748356883,7.40052088257895
971.2,0.708412635926631,7.36454888257895
971.3,0.707783847151081,7.31470588257895
971.4,0.708843400051437,7.38164588257895
971.5,0.70885848715497,7.56641088257895
971.6,0.708980635719303,7.65068188257895
971.7,0.708205067803007,7.54130788257895
971.8,0.708491973094996,7.37045288257895
971.9,0.708488651808632,7.31263088257895
972,0.708326950704654,7.32026188257895
972.1,0.70856010012585,7.41507188257895
972.2,0.707612031562817,7.49080488257895
972.3,0.707434476042961,7.56918488257895
972.4,0.708601385651754,7.72235688257895
972.5,0.708354970009604,7.58694188257895
972.6,0.708276943667208,7.53026488257895
972.7,0.70821993133353,7.37435388257895
972.8,0.708203987795845,7.16937988257895
972.9,0.709240921056254,6.88097488257895
973,0.709881921964206,6.68074488257895
973.1,0.708746629210122,6.74136488257895
973.2,0.70787434714626,6.98077788257895
973.3,0.707615239331289,7.17020288257895
973.4,0.709550322297994,7.18074388257895
973.5,0.709627138965227,7.16538888257895
973.6,0.708037721942721,7.14337088257895
973.7,0.708390184286339,7.21991188257895
973.8,0.708193329850874,7.32755988257895
973.9,0.708203679237527,7.29731388257895
974,0.708296351577791,7.04048088257895
974.1,0.708516982460416,6.91927388257895
974.2,0.707918105441048,6.87190288257895
974.3,0.708404437325761,6.90208188257895
974.4,0.706815841179631,6.89828688257895
974.5,0.708063143314693,6.80076788257895
974.6,0.708873524086492,6.65683388257895
974.7,0.707845558643241,6.55727488257895
974.8,0.708393495491536,6.58128588257895
974.9,0.70827465732286,6.49126588257895
975,0.707824506513074,6.32161088257895
975.1,0.707931730982465,6.26741788257895
975.2,0.707797378500414,6.20943288257895
975.3,0.708330070278899,6.21077788257895
975.4,0.708565808954666,6.12025188257895
975.5,0.70844980283729,6.05399188257895
975.6,0.707315489479198,6.19711788257895
975.7,0.708078247240257,6.19749588257895
975.8,0.707332950276151,5.93656888257895
975.9,0.708153306318479,5.66109388257895
976,0.70885708171669,5.56326888257895
976.1,0.708413709269354,5.68504888257895
976.2,0.709044618162958,5.76256588257895
976.3,0.707635537137045,5.72383788257895
976.4,0.707834054258583,5.72569188257895
976.5,0.709529297907688,5.74301288257895
976.6,0.707531663874769,5.68712588257895
976.7,0.708750852974902,5.67715788257895
976.8,0.70753509241058,5.79996888257895
976.9,0.709167485084142,5.87748088257895
977,0.707627384132514,5.92073788257895
977.1,0.707602787780059,5.87836288257895
977.2,0.70674585341248,5.96065788257895
