"Row","X87.86_final"
172.8,0.709546222921464
172.9,0.705178019923509
173,0.70797512497605
173.1,0.708644934600572
173.2,0.709428607141726
173.3,0.708025464154904
173.4,0.70997750462822
173.5,0.706840277589269
173.6,0.707723629824065
173.7,0.708026996275746
173.8,0.707066361451981
173.9,0.708212100015261
174,0.70765853075638
174.1,0.707264288758782
174.2,0.708377403884328
174.3,0.707251535970365
174.4,0.707776548466138
174.5,0.707272791093445
174.6,0.707640021209604
174.7,0.709311260774041
174.8,0.708118624561121
174.9,0.708144493144128
175,0.70822522314273
175.1,0.707207288371177
175.2,0.708212684444884
175.3,0.708526748190249
175.4,0.706722861891725
175.5,0.707312350954274
175.6,0.709101118122174
175.7,0.707582967061187
175.8,0.709440775098307
175.9,0.707693061892838
176,0.707465202600456
176.1,0.708478160780253
176.2,0.707747141650518
176.3,0.708272547402846
176.4,0.707969353899384
176.5,0.709530122568754
176.6,0.707369123269756
176.7,0.707282522903222
176.8,0.708776441156362
176.9,0.707750705322977
177,0.706439743385979
177.1,0.708192228619831
177.2,0.70761932000672
177.3,0.708345728870392
177.4,0.707115959057667
177.5,0.708907080769271
177.6,0.707948099340149
177.7,0.708239516162385
177.8,0.707274807160286
177.9,0.707818391141048
178,0.708203331635543
178.1,0.707822961259632
178.2,0.707546658839712
178.3,0.707736632058123
178.4,0.707248636252894
178.5,0.708942715742857
178.6,0.709056909531632
178.7,0.707103608491152
178.8,0.707844402134693
178.9,0.708503805053425
179,0.70806681464217
179.1,0.70928573671352
179.2,0.708812855256466
179.3,0.707934414809883
179.4,0.70863946231025
179.5,0.707497471175538
179.6,0.707463862920461
179.7,0.708084985335723
179.8,0.708394337895726
179.9,0.707892381305792
180,0.708229953682654
180.1,0.707392823550091
180.2,0.708756482938616
180.3,0.707991941726867
180.4,0.707743433017718
180.5,0.708321363668775
180.6,0.70772450485244
180.7,0.70832562644536
180.8,0.70870622227756
180.9,0.707910230810634
181,0.707358972716072
181.1,0.708616755292609
181.2,0.706166501119789
181.3,0.708502154595765
181.4,0.707696003062481
181.5,0.708015664118157
181.6,0.70777382858306
181.7,0.707476043232586
181.8,0.708092703134805
181.9,0.707990015311622
182,0.708290556306319
182.1,0.707673636561041
182.2,0.707865328885457
182.3,0.707461597844268
182.4,0.708699171674353
182.5,0.70768483066445
182.6,0.708129145830764
182.7,0.708102365739648
182.8,0.708076706975246
182.9,0.708131031441792
183,0.708229637497904
183.1,0.707812239697383
183.2,0.708320485243469
183.3,0.70754963051914
183.4,0.708406623021372
183.5,0.707829667166989
183.6,0.707123463830575
183.7,0.706986165317274
183.8,0.707977410585871
183.9,0.708137376052926
184,0.706892006735815
184.1,0.706769418747111
184.2,0.707703868691913
184.3,0.707529702475743
184.4,0.707890959855318
184.5,0.708074748594291
184.6,0.70711537637277
184.7,0.70700362434638
184.8,0.708853918530143
184.9,0.706968369318827
185,0.707180324978195
185.1,0.707220191803454
185.2,0.707368614202613
185.3,0.708057052502274
185.4,0.709102092415295
185.5,0.706649861615112
185.6,0.707087803665341
185.7,0.708708413224963
185.8,0.708674469909555
185.9,0.707705403816408
186,0.70736421543913
186.1,0.707337650513519
186.2,0.707419805557345
186.3,0.706643182841002
186.4,0.708322859469417
186.5,0.707043089714958
186.6,0.708179112953038
186.7,0.707828605991739
186.8,0.707695430454552
186.9,0.707948410524891
187,0.707031875236275
187.1,0.707232296502526
187.2,0.706733459521332
187.3,0.707685330137335
187.4,0.708709929780244
187.5,0.708255787456141
187.6,0.7068324264268
187.7,0.710005355406664
187.8,0.709216877120992
187.9,0.70681526281775
188,0.708788732417457
188.1,0.707549159117839
188.2,0.706240093152788
188.3,0.707300335885397
188.4,0.706579093984524
188.5,0.707880558176458
188.6,0.707521910467808
188.7,0.707777039784381
188.8,0.708302213844929
188.9,0.708770298417048
189,0.7073496621811
189.1,0.707256971427993
189.2,0.7077428802899
189.3,0.708460722537106
189.4,0.707725730757264
189.5,0.707932939698619
189.6,0.706713100181991
189.7,0.707557362286279
189.8,0.707460871340599
189.9,0.708789322263038
190,0.709199451812584
190.1,0.707821530754951
190.2,0.707988540328462
190.3,0.706694612366945
190.4,0.707858142444543
190.5,0.707331406735351
190.6,0.707681740118749
190.7,0.708078255729195
190.8,0.705937880810177
190.9,0.708163451498576
