"Row","X87.86_final"
2139,0.707469633794332
2139.1,0.707987621832116
2139.2,0.70923500241168
2139.3,0.707377581129551
2139.4,0.7103075290014
2139.5,0.708215677808396
2139.6,0.708776829328006
2139.7,0.710190398546206
2139.8,0.709400762158249
2139.9,0.709923044939749
2140,0.708841221592201
2140.1,0.708913730544104
2140.2,0.710139998651742
2140.3,0.709456721145043
2140.4,0.709300809299883
2140.5,0.709814445063865
2140.6,0.710230318745289
2140.7,0.710098790509146
2140.8,0.708861652640413
2140.9,0.709148131629136
2141,0.710365251852776
2141.1,0.709239309971188
2141.2,0.710022558538147
2141.3,0.709516468945064
2141.4,0.709284136768148
2141.5,0.709868469597
2141.6,0.708561344106761
2141.7,0.710009978892988
2141.8,0.709395283124413
2141.9,0.710040655905952
2142,0.709497391874745
2142.1,0.709396044618503
2142.2,0.709367356259873
2142.3,0.708130454515962
2142.4,0.708388268904116
2142.5,0.708969870829704
2142.6,0.709813169162595
2142.7,0.709322824603318
2142.8,0.709378910014812
2142.9,0.710023027285794
2143,0.708618594595112
2143.1,0.709100520331838
2143.2,0.709074491584459
2143.3,0.70745984599802
2143.4,0.710100983245596
2143.5,0.708487891279023
2143.6,0.70942401173756
2143.7,0.709206606428483
2143.8,0.709269147347566
2143.9,0.710075076252806
2144,0.70988845474039
2144.1,0.708887221324934
2144.2,0.708333449372781
2144.3,0.70939462761329
2144.4,0.709384325423929
2144.5,0.709595359829934
2144.6,0.709558057320039
2144.7,0.708969700368799
2144.8,0.708735140747832
2144.9,0.709072246733364
2145,0.708385942146716
2145.1,0.70895979469237
2145.2,0.709070540670898
2145.3,0.708916258034317
2145.4,0.709617842522382
2145.5,0.710102732348686
2145.6,0.708651736111858
2145.7,0.709491930440961
2145.8,0.710990358380314
2145.9,0.707869795063018
2146,0.708884613861766
2146.1,0.709538068701418
2146.2,0.70937536514584
2146.3,0.710749907435525
2146.4,0.70865384496597
2146.5,0.709961492075017
2146.6,0.70998880048879
2146.7,0.709301790134492
2146.8,0.709968969537466
2146.9,0.709289882656009
2147,0.70803184053689
2147.1,0.708016974731675
2147.2,0.70994174780322
2147.3,0.709410739727719
2147.4,0.708494079357385
2147.5,0.709285675677026
2147.6,0.710126211511733
2147.7,0.710371211791629
2147.8,0.710391739139658
2147.9,0.709565314739005
2148,0.709080696252644
2148.1,0.709496444686796
2148.2,0.709417332712521
2148.3,0.70900029034335
2148.4,0.709575308439791
2148.5,0.709915341307837
2148.6,0.709497226351367
2148.7,0.708784236506226
2148.8,0.709342388687243
2148.9,0.709044882071153
2149,0.709402986619552
2149.1,0.708807790661344
2149.2,0.708742685074206
2149.3,0.709916973706877
2149.4,0.710090624683403
2149.5,0.708657713799692
2149.6,0.709254515288427
2149.7,0.710678919765927
2149.8,0.710317524843476
2149.9,0.708089034188698
2150,0.709476097189062
2150.1,0.707600931321112
2150.2,0.710203329983676
2150.3,0.710304562810192
2150.4,0.709221983237197
2150.5,0.709434459170506
2150.6,0.709804642610571
2150.7,0.70867499975371
2150.8,0.70981057732271
2150.9,0.708513991796659
2151,0.709251706470729
2151.1,0.708937361962654
2151.2,0.709144387577288
2151.3,0.709260454944012
2151.4,0.708943575423767
2151.5,0.709526326709809
2151.6,0.709567522816268
2151.7,0.710588351663306
2151.8,0.708483854861654
2151.9,0.708997338824016
2152,0.708378305612519
2152.1,0.70776800448892
2152.2,0.710522289048148
2152.3,0.709551678101407
2152.4,0.708883008008209
2152.5,0.710485434654029
2152.6,0.709080985778523
2152.7,0.709041458555152
2152.8,0.710073866385424
2152.9,0.708931657591816
2153,0.710693777553856
2153.1,0.70808410645387
2153.2,0.708371511535517
2153.3,0.709790857358462
2153.4,0.709650259486681
2153.5,0.709084033404664
2153.6,0.709484037022512
2153.7,0.707856359253297
