year,fish_id,oto_num,DOY,total_assigned_km,dominant_group,Group 1,Group 2,Group 3,Group 4,Group 5,Group 6,Outside groups
2017,2017_kk_003,3.0,158,8468.202902840216,Group 5,0.0,0.0,10.11566028228089,4.0893196616417224,55.93510162486419,29.637192515362187,0.2227259158510151
2017,2017_kk_004,4.0,160,5221.371773221804,Group 2,18.34871275858718,81.04576407845431,0.6055231629585961,0.0,0.0,0.0,-8.526512829121202e-14
2017,2017_kk_005,5.0,161,13324.632307116062,Group 4,0.0,10.421449361252078,8.415121879416287,65.85388237085618,12.777843177122689,2.4582423284237644,0.07346088292899822
2017,2017_kk_006,6.0,161,12251.039759089901,Group 2,2.315953104748944,84.5789630478225,7.003544118078669,4.296797358518776,1.8047423708311428,0.0,-2.842170943040401e-14
2017,2017_kk_007,7.0,162,8871.484930612796,Group 5,0.0,0.0,5.390322686153773,7.285998539392173,66.04035345046539,21.070724134684056,0.21260118930460692
2017,2017_kk_008,8.0,162,2521.853367223583,Group 1,52.64100328655815,47.35899671344187,0.0,0.0,0.0,0.0,-2.842170943040401e-14
2017,2017_kk_009,9.0,162,8468.829173973518,Group 5,0.0,0.0,10.11491222775069,4.089017255865633,56.11337606785673,29.459985003289376,0.22270944523756953
2017,2017_kk_012,12.0,162,9992.42435725069,Group 4,0.0,8.703492638610287,10.574349929534934,44.67936401359817,30.754810469297162,5.134381476270692,0.15360147268874869
2017,2017_kk_010,10.0,163,12076.289585188679,Group 4,0.0,22.790547494868605,8.053187081201735,65.5699236445071,3.2126086425878246,0.0,0.37373313683472986
2017,2017_kk_011,11.0,163,7650.485510972564,Group 5,0.0,1.0811834202988355,10.406518101231068,28.540720297131095,49.551451437528385,10.219505346017886,0.20062139779273025
2017,2017_kk_013,13.0,164,10733.678323883327,Group 4,0.0,40.50479685418173,12.594133477487135,43.37328941960336,3.1072990817120316,0.0,0.4204811670157511
2017,2017_kk_014,14.0,164,10903.056793331702,Group 2,0.32946917817111604,52.925653280302875,11.916881564944685,31.043708076944643,3.3703388875799876,0.0,0.41394901205669044
2017,2017_kk_015,15.0,165,2341.9895090294426,Group 1,66.83031108611029,33.16968891388976,0.0,0.0,0.0,0.0,-4.263256414560601e-14
2017,2017_kk_016,16.0,165,12532.156059960289,Group 2,2.2640025731180464,83.60327815282906,7.157966930728299,4.981064235248903,1.993688108075688,0.0,0.0
2017,2017_kk_017,17.0,165,13736.627150827484,Group 4,0.0,10.49048419987528,8.099630816271896,66.97505373046523,12.190876730008194,2.1726969109220255,0.07125761245735873
2017,2017_kk_019,19.0,166,13527.435489890446,Group 2,1.6744983520106556,79.50278629254635,7.676991612662501,8.912131295308685,2.1305499876623997,0.0,0.10304245980940152
2017,2017_kk_020,20.0,166,3738.415553043177,Group 6,0.0,0.0,7.524725716988826,2.28939183224054,24.120619473428302,65.82107477532125,0.24418820202107838
2017,2017_kk_021,21.0,166,11953.816962785835,Group 2,1.144361550129842,62.739768719324495,10.572641949526918,22.137497997000917,3.0281675708730296,0.0,0.3775622131447989
2017,2017_kk_022,22.0,166,13099.56765085607,Group 2,1.8689302565239299,81.63575526780458,7.182637936221747,7.203321395820225,2.002947034221418,0.0,0.10640810940809331
2017,2017_kk_023,23.0,166,10694.882835670109,Group 2,0.33588223606069284,49.567970878379256,12.140803738284696,34.09739476896836,3.4359419236925697,0.0,0.42200645461443287
2017,2017_kk_024,24.0,167,6578.819292269051,Group 5,0.0,0.0,12.120383458075063,5.689162894070009,49.046643003891205,32.857119649218994,0.28669099474473114
2017,2017_kk_025,25.0,167,12095.236813745627,Group 2,1.130981453290435,64.74560717458681,10.707119691469776,20.05038234875872,2.9927616492570546,0.0,0.3731476826372244
2017,2017_kk_026,26.0,167,16523.020245947577,Group 4,0.0,12.002675229817042,6.035479959654006,72.38282435408556,9.146664620699001,0.37311489556438815,0.05924094018001824
2017,2017_kk_027,27.0,167,1613.7010786748965,Group 1,97.94534550780453,2.0546544921954384,0.0,0.0,0.0,0.0,2.842170943040401e-14
2017,2017_kk_028,28.0,167,7597.844566508809,Group 5,0.0,1.0886742969395558,10.478618673522675,29.361034232968258,48.579351194279674,10.290310218196783,0.20201138409306907
2017,2017_kk_029,29.0,167,12733.483194982726,Group 2,2.2282067783029342,83.25002804500534,7.232220664160695,5.327378299036821,1.9621662134942166,0.0,0.0
2017,2017_kk_030,30.0,169,15159.740482179555,Group 4,0.0,15.780305409067138,6.044596040592112,73.18452803622661,4.784801202701939,0.0,0.20576931141219745
