year,fish_id,oto_num,DOY,natal_iso,total_assigned_km,dominant_group,dominant_group_km,prop_km_in_dominant_group_of_all,prop_km_in_dominant_group_of_grouped,prop_km_outside_regional_groups,n_groups_covered,n_stream_edges_retained
2017,2017_kk_041redo,41.0,170,0.705397665096392,5336.210209744363,Group 6,2978.4978930533894,0.5581672715243498,0.5591237766099316,0.0017107215353660797,4,1495
2017,2017_kk_041redoa,41.0,170,0.705468563445446,5615.099984929647,Group 6,2935.8634088101894,0.5228514927053385,0.5237029046539607,0.0016257537261223844,4,1505
2017,2017_kk_042redo,42.0,170,0.709445688573054,12891.007339559825,Group 2,10634.421322152897,0.8249488222319187,0.8258418021564693,0.001081296589999203,5,2505
2017,2017_kk_043,43.0,170,0.706077631879752,8831.990137299827,Group 5,4974.226536398984,0.5632056262598745,0.5644109365210777,0.002135518968913746,4,2285
2017,2017_kk_045,45.0,170,0.707986517549233,16713.017728845796,Group 4,12393.877536391923,0.7415702979241587,0.7420048714443934,0.0005856747535751121,4,3385
2017,2017_kk_047,47.0,170,0.707777744046661,15932.102704242256,Group 4,11055.746498367935,0.6939288996313155,0.6943554989517007,0.0006143817122917302,5,3365
2017,2017_kk_048,48.0,170,0.707420982785751,11361.278022164415,Group 4,6045.000171249504,0.5320704378025495,0.5327902103820809,0.0013509493333504646,5,2795
2017,2017_kk_048redo,48.0,170,0.705914290825491,7924.217146544649,Group 5,4317.005813874,0.5447864103214825,0.5460861812759961,0.0023801571969401416,4,2060
2017,2017_kk_049redo,49.0,170,0.705347921524726,4862.071913654033,Group 6,3025.9066860830785,0.6223492247380179,0.6235199128321195,0.0018775472442959832,4,1455
2017,2017_kk_050,50.0,171,0.709229498061172,13380.058820225553,Group 2,9488.744294819571,0.709170596505615,0.709910162714415,0.0010417743647620184,5,2580
2017,2017_kk_051,51.0,171,0.708897043373624,11035.046857805833,Group 2,5918.899504625834,0.5363728474282823,0.5385756096769054,0.004089977728372404,5,2200
2017,2017_kk_052,52.0,171,0.707993304844912,16773.377204774595,Group 4,12415.946737915325,0.7402174640406397,0.7406496828921058,0.0005835671862820771,4,3390
2017,2017_kk_053redo,53.0,171,0.707801375502199,16444.00138524927,Group 4,11510.144871359913,0.6999601010545301,0.70037700475624,0.0005952561247423842,5,3440
2017,2017_kk_054,54.0,171,0.709794831136504,9586.624191758112,Group 2,8582.956248324706,0.8953053834845965,0.8953053834845965,0.0,5,1825
2017,2017_kk_055,55.0,171,0.705803147875354,6512.643674968843,Group 5,3147.581298800543,0.48330316471914175,0.4847068957152549,0.002896040903321024,4,1795
2017,2017_kk_056,56.0,171,0.709891857006149,8542.704924961588,Group 2,7565.91697982205,0.8856582366218239,0.8856582366218239,0.0,5,1660
2017,2017_kk_057redo,57.0,172,0.708780142514614,10306.307301454619,Group 2,4436.898432065651,0.4305032153892241,0.43239675530069366,0.004379172341736782,4,2155
2017,2017_kk_058,58.0,172,0.706113776307571,8944.609003849811,Group 5,5151.927289188942,0.5759812739686578,0.5771983725206625,0.002108631295492837,4,2340
2017,2017_kk_059,59.0,172,0.706126269898569,8860.962824960165,Group 5,5151.927289188942,0.58141845203059,0.5826586622387301,0.002128536463141014,4,2315
2017,2017_kk_060redo,60.0,172,0.705888905152053,7457.898501735283,Group 5,3939.4380401073677,0.5282236060454228,0.5295628603767193,0.0025289808472287764,4,1975
2017,2017_kk_061,61.0,172,0.70804833437811,16455.67963690551,Group 4,12216.891755412198,0.7424118617387951,0.743821882469447,0.0018956429810463552,4,3340
2017,2017_kk_062redo,62.0,172,0.709930954001571,7716.251591010787,Group 2,6773.444885370096,0.8778154529410325,0.8778154529410325,0.0,5,1550
2017,2017_kk_063,63.0,172,0.707240663309564,8843.429652756551,Group 5,3536.2876608380257,0.39987740047615383,0.4005726277366773,0.0017355835431183014,5,2265
2017,2017_kk_064,64.0,172,0.707863617958114,16503.642110377277,Group 4,11870.00806324013,0.7192356683362894,0.7196625037606096,0.0005931049930901875,5,3410
2017,2017_kk_066,66.0,172,0.706146820821452,8794.58772984224,Group 5,5130.968315690472,0.5834234046332621,0.584677304219846,0.0021446010945421396,4,2315
2017,2017_kk_067redo,67.0,173,0.705088677025595,3541.3388771549835,Group 6,2350.7048343400093,0.6637898591135403,0.665505381289187,0.002577773559582029,4,1090
2017,2017_kk_068,68.0,173,0.708454324081284,11833.784514785555,Group 4,7869.054622292757,0.6649651776623849,0.667511010604069,0.0038139190234183023,4,2315
2017,2017_kk_069,69.0,173,0.709167379027486,13098.77890095484,Group 2,9085.490976287747,0.6936135837536319,0.6943524755856151,0.001064145168287759,5,2465
2017,2017_kk_070,70.0,173,0.709771175129829,10079.224980424284,Group 2,9003.596932594028,0.8932826631095819,0.8932826631095819,0.0,5,1895
2017,2017_kk_071,71.0,173,0.707257299167951,9031.061109455568,Group 4,3721.981747342532,0.4121311662309092,0.41283278572652815,0.0016995246498753632,5,2315
2017,2017_kk_072,72.0,173,0.737036610913975,33.85467010915,Group 1,33.85467010914999,0.9999999999999998,0.9999999999999998,0.0,1,10
2017,2017_kk_073,73.0,173,0.705708837262608,5793.361215899792,Group 5,2464.7888819422733,0.4254505787033782,0.4268402008176741,0.0032556027094774124,4,1595
2017,2017_kk_074redo,74.0,173,0.709909233461346,8148.7479446836405,Group 2,7200.86860901275,0.8836779168891461,0.8836779168891461,0.0,5,1620
2017,2017_kk_075,75.0,173,0.709473910120995,12733.483194982726,Group 2,10600.628330929161,0.8325002804500534,0.8325002804500534,0.0,5,2475
2017,2017_kk_076,76.0,174,0.706398947932956,8605.155192958016,Group 5,5429.521695800649,0.6309615078463511,0.6323474946775939,0.002191812006702824,4,2370
2017,2017_kk_077,77.0,174,0.709194685254219,13264.623065243468,Group 2,9236.253925552726,0.6963073040314243,0.6970397816190647,0.0010508404354468606,5,2525
2017,2017_kk_078,78.0,174,0.709456148808902,12818.085108676622,Group 2,10609.887704879011,0.8277279808118241,0.8286290719204509,0.0010874480985060351,5,2485
2017,2017_kk_079,79.0,174,0.709385225638134,13147.451583006741,Group 2,10668.726130739342,0.8114672309977407,0.8123284662165603,0.0010602056368047086,5,2565
2017,2017_kk_080,80.0,174,0.709161566672724,13110.46504709649,Group 2,9071.04527630175,0.6918934792714061,0.6926298810279206,0.0010631966316866784,5,2465
2017,2017_kk_081,81.0,174,0.709662953306928,11253.9479037508,Group 2,9854.554860718777,0.8756531436789731,0.8756531436789731,0.0,5,2210
2017,2017_kk_082redo,82.0,174,0.709198314618158,13208.654584103715,Group 2,9255.218370807677,0.7006934969702441,0.7014337151424224,0.0010552931177937046,5,2525
2017,2017_kk_083,83.0,174,0.70824502070702,13893.500560946664,Group 4,10050.722864583153,0.7234118443004061,0.7250397246850375,0.002245229232561784,4,2785
2017,2017_kk_084,84.0,174,0.709046986583303,12124.876512389426,Group 2,7860.774212907552,0.6483178781140794,0.6507401640803221,0.003722355096470938,5,2355
2017,2017_kk_085redo,85.0,175,0.705909986389429,7783.321945385363,Group 5,4211.68277515835,0.5411163516954872,0.5424307934616343,0.00242324326345605,4,2040
2017,2017_kk_086,86.0,175,0.709629695328747,11705.729492013603,Group 2,10124.301590258703,0.8649013798897497,0.8649013798897497,0.0,5,2300
2017,2017_kk_087,87.0,175,0.705727297915573,5933.677947959482,Group 5,2558.542069328764,0.43118991151324865,0.4325648690400647,0.003178615798983621,4,1650
2017,2017_kk_088redo,88.0,175,0.710018641768085,6273.995299610204,Group 2,5430.672101957007,0.8655843434078454,0.8655843434078454,0.0,4,1215
2017,2017_kk_089redo,89.0,175,0.708855831031363,10800.47630060526,Group 2,5385.78966376274,0.49866223617016964,0.5007547933381177,0.004178806065936414,5,2165
2017,2017_kk_090,90.0,175,0.709817195283127,9629.271967749,Group 2,8469.827527838956,0.8795916821340872,0.8795916821340872,0.0,5,1800
2017,2017_kk_091,91.0,175,0.708040014620614,16559.089879951054,Group 4,12253.4139671734,0.7399811255333085,0.7410099174226944,0.0013883645349364573,4,3370
2017,2017_kk_092,92.0,175,0.707711501794986,15285.434179651089,Group 4,10434.298857414726,0.6826301912513225,0.6830676098956558,0.0006403738634307799,5,3330
2017,2017_kk_093,93.0,175,0.706625916319604,8531.656980921349,Group 5,5746.753863678373,0.6735800415475413,0.6740193028958031,0.000651704404272493,4,2340
2017,2017_kk_094,94.0,175,0.709317111121566,13975.77903011139,Group 2,10607.58550915694,0.7589977979976974,0.7597555542829818,0.0009973685365151084,5,2660
2017,2017_kk_095,95.0,175,0.706978891183215,6690.533525450035,Group 5,3676.84853539329,0.5495598402439765,0.5508234644309296,0.002294063830883812,5,1870
2017,2017_kk_096,96.0,175,0.708897744073429,11035.046857805833,Group 2,5918.899504625834,0.5363728474282823,0.5385756096769054,0.004089977728372404,5,2200
2017,2017_kk_097,97.0,175,0.706930511887207,7158.667650193695,Group 5,3972.285996248815,0.554891802546712,0.555323120561213,0.0007766973830751844,5,1965
2017,2017_kk_098redo,98.0,175,0.707986465931134,16713.017728845796,Group 4,12393.877536391923,0.7415702979241587,0.7420048714443934,0.0005856747535751121,4,3385
2017,2017_kk_099,99.0,175,0.708820919315509,10467.441387356854,Group 2,4936.35352432475,0.4715912267048514,0.4736334203778622,0.00431176007677331,5,2150
2017,2017_kk_100,100.0,175,0.706509274945621,8743.849589494885,Group 5,5924.813497396379,0.6775978288229731,0.6790625978262914,0.0021570456214302603,4,2385
2017,2017_kk_101,101.0,175,0.706356668620406,8555.435977595602,Group 5,5402.488092239628,0.6314684729553584,0.6328636522304344,0.0022045495426367685,4,2360
2017,2017_kk_102redo,102.0,175,0.708991494616074,11884.84915889505,Group 2,7360.173276651189,0.6192904241567567,0.6216511643926079,0.0037975320743712476,5,2360
2017,2017_kk_102redoa,102.0,175,0.70879498424211,10316.324450064927,Group 2,4574.5285202224795,0.44342619722411786,0.44537467587521923,0.004374920166424765,4,2180
2017,2017_kk_103,103.0,175,0.708991181088188,11884.84915889505,Group 2,7360.173276651189,0.6192904241567567,0.6216511643926079,0.0037975320743712476,5,2360
2017,2017_kk_105,105.0,175,0.708135500415216,15496.602401994349,Group 4,11397.091596916973,0.7354574442363065,0.7369408792609986,0.00201296340919455,4,3195
2017,2017_kk_107,107.0,175,0.709625851757984,11763.231526394207,Group 2,10179.135953985817,0.8653350000929579,0.8653350000929579,0.0,5,2305
2017,2017_kk_108,108.0,175,0.706077219552191,8831.990137299827,Group 5,4974.226536398984,0.5632056262598745,0.5644109365210777,0.002135518968913746,4,2285
2017,2017_kk_104redo,104.0,176,0.70564432356158,5846.836205707196,Group 5,2415.7994149826886,0.4131806211066056,0.4151680909207573,0.004787144912182192,4,1500
2017,2017_kk_106,106.0,176,0.705661699586683,5564.523750998208,Group 6,2228.1079994511447,0.40041306303193497,0.4024373298689849,0.00503001756250832,4,1505
2017,2017_kk_111,111.0,176,0.707130163597423,7591.3098540245555,Group 5,3711.7458077715105,0.4889466876133,0.48993726864437703,0.002021852784985904,5,1985
2017,2017_kk_112,112.0,176,0.70771300459706,15268.172604577738,Group 4,10434.298857414726,0.683401945186701,0.6838403537631937,0.000641097844080259,5,3325
2017,2017_kk_113,113.0,176,0.705033987222969,3300.5486429718476,Group 6,2195.101620211655,0.6650717373567211,0.666916317195648,0.002765834020501025,4,1020
2017,2017_kk_114,114.0,176,0.709178276021225,13212.318781312824,Group 2,9170.688784491133,0.6941013864623011,0.6948344371070762,0.0010550004513694851,5,2490
2017,2017_kk_115,115.0,176,0.709980173495489,6742.716429679091,Group 2,5819.087120469019,0.8630182184223888,0.8630182184223888,0.0,4,1330
2017,2017_kk_116redo,116.0,176,0.705431975919623,5424.139326390393,Group 6,2968.985772532669,0.5473653226581927,0.5482880857687423,0.0016829895350650881,4,1490
2017,2017_kk_110redo,110.0,177,0.707248213153075,8890.835149606237,Group 4,3535.443576128487,0.39765033505149033,0.3983379976865974,0.0017263294968111345,5,2275
2017,2017_kk_118,118.0,177,0.708882877072902,10876.579219843552,Group 2,5698.827906096596,0.5239540659713567,0.52613730806346,0.004149567154131474,5,2170
2017,2017_kk_119,119.0,177,0.707005636245077,6803.973453424729,Group 5,3560.4659584004494,0.5232921590263283,0.5244752786582774,0.0022558158221979725,5,1865
2017,2017_kk_120redo,120.0,177,0.707941173615175,16659.95011156463,Group 4,12266.276004011805,0.7362732734413818,0.7367061179950056,0.0005875403272092366,5,3400
2017,2017_kk_121,121.0,177,0.705904917851463,7751.858302219146,Group 5,4134.518990622083,0.5333584321888962,0.5346593004238953,0.0024330788484698386,4,2040
2017,2017_kk_124redo,124.0,178,0.707361261608133,10489.204046124007,Group 4,4965.517301468748,0.4733931459083034,0.4740868617867336,0.0014632674607681121,5,2660
2017,2017_kk_125redo,125.0,178,0.705367339171648,4948.454089628262,Group 6,3071.8991600384393,0.6207795615355919,0.6219268748423702,0.0018447720354086983,4,1470
2017,2017_kk_126,126.0,178,0.708121109970878,15666.228267585006,Group 4,11558.960790351824,0.7378266544391205,0.739298722454102,0.0019911680762749193,4,3230
2017,2017_kk_127,127.0,178,0.710255631374378,3727.387111992774,Group 2,2574.6245517000048,0.690731730926529,0.690731730926529,0.0,2,660
2017,2017_kk_129,129.0,178,0.706086542381775,8805.932025127438,Group 5,5020.663948511493,0.570145662513087,0.5713694434700968,0.0021418382991876582,4,2290
2017,2017_kk_130,130.0,178,0.706028795951234,8515.290993204768,Group 5,4812.813106797524,0.5651965517840982,0.5664512088103485,0.0022149427995489467,4,2220
2017,2017_kk_133,133.0,178,0.707042415936285,7301.264242571791,Group 5,3596.69403577384,0.49261250055879957,0.49365023811264147,0.002102171687001447,5,1950
2017,2017_kk_134redo,134.0,178,0.708152878515618,15209.254651727124,Group 4,11144.098692947457,0.7327182658278367,0.7342241553372794,0.0020509942345208008,4,3110
2017,2017_kk_135,135.0,178,0.708459545909164,11814.283903082978,Group 4,7849.554010590182,0.6644121704694953,0.6669601009603907,0.0038202142635316455,4,2305
2017,2017_kk_136,136.0,178,0.70574627431377,6109.652587932832,Group 5,2711.988617178458,0.4438858966440913,0.4452604436869393,0.0030870630039941762,4,1705
2017,2017_kk_137,137.0,178,0.705466325548112,5618.060226425377,Group 6,2935.8634088101894,0.5225759942908625,0.5234265085022591,0.0016248970917240439,4,1510
2017,2017_kk_138,138.0,178,0.709440928415107,12897.181516196475,Group 2,10634.421322152897,0.8245539003074455,0.8254460249943973,0.0010807789485180097,5,2510
2017,2017_kk_139,139.0,178,0.705619796309606,5924.2459858678,Group 6,2470.3951335195998,0.41699739332443153,0.41897688867617094,0.004724593182201507,4,1485
2017,2017_kk_140,140.0,178,0.709610668999144,11818.672603446057,Group 2,10211.884679755802,0.8640466677093879,0.8640466677093879,0.0,5,2325
2017,2017_kk_141,141.0,178,0.709324243968889,14020.690693311739,Group 2,10692.298970611238,0.7626085764599146,0.7633674963664652,0.0009941737238786696,5,2675
2017,2017_kk_142redo,142.0,178,0.71020896254555,4181.657563983273,Group 2,3264.748763379604,0.7807307780290217,0.7807307780290217,0.0,2,850
2017,2017_kk_142redoa,142.0,178,0.710335771842826,2888.927254680289,Group 2,1568.663953909595,0.5429918497837688,0.5429918497837688,0.0,2,515
2017,2017_kk_143,143.0,178,0.707043675761315,7301.163814947886,Group 5,3598.8217464246845,0.49291069720374053,0.49394907725149656,0.002102200602406045,5,1950
2017,2017_kk_144,144.0,178,0.709205133050897,13173.21899399511,Group 2,9227.07541586017,0.7004419663915288,0.7011839114045711,0.001058131826721677,5,2530
2017,2017_kk_145,145.0,179,0.705901706337929,7682.091829487296,Group 5,4128.891891466934,0.5374697391169426,0.5387925693502401,0.002455175346780969,4,2030
2017,2017_kk_146,146.0,179,0.709294151618093,13935.713619887578,Group 2,10316.577535263194,0.7402977570190926,0.7410389708660957,0.0010002359877737774,5,2700
2017,2017_kk_147,147.0,179,0.705618250765112,5874.030011384349,Group 6,2470.3951335195998,0.42056222537708743,0.4225757917726651,0.0047649828380630695,4,1475
2017,2017_kk_148,148.0,179,0.708082116350587,16260.525742441352,Group 4,11934.473739540703,0.7339537434752625,0.7353644621831508,0.001918393912727442,4,3290
2017,2017_kk_149,149.0,179,0.706438886532487,8693.720709966125,Group 5,5647.867864578934,0.649649103416038,0.6510615706640259,0.0021694833662925677,4,2390
2017,2017_kk_150,150.0,179,0.705977615671762,8166.367347946773,Group 5,4625.365950083049,0.566392099817305,0.5677032561658992,0.0023095804618937224,4,2160
2017,2017_kk_151,151.0,179,0.708666971730023,11469.304372175504,Group 4,6111.715759379665,0.5328758886377336,0.5349811037988468,0.00393512059802534,4,2245
2017,2017_kk_152,152.0,179,0.707418409811758,11441.091838083717,Group 4,6039.789629756454,0.5279032556711009,0.5286124024354576,0.001341525021148788,5,2800
2017,2017_kk_153redo,153.0,179,0.709374436238532,13314.995123534973,Group 2,10669.889158073922,0.8013438276980152,0.8021836056327786,0.001046864993084586,5,2580
2017,2017_kk_154redo,154.0,179,0.709155841270406,13027.219440319896,Group 2,8964.603542967005,0.6881440497748206,0.6888811461221265,0.0010699905948292395,5,2440
2017,2017_kk_155,155.0,179,0.70627011676231,8923.298053781462,Group 5,5417.958099540824,0.6071699126137375,0.6084559860782026,0.00211366720665279,4,2405
2017,2017_kk_156,156.0,179,0.708020097647214,16616.034094942766,Group 4,12288.656294172535,0.7395661458056766,0.740590832110075,0.0013836065205924477,4,3365
2017,2017_kk_158,158.0,179,0.708723493230083,10960.04652924642,Group 4,5301.120577468226,0.4836768314187727,0.48567683196303824,0.004117965718442359,4,2220
2017,2017_kk_159,159.0,179,0.70796586842515,16567.943635862048,Group 4,12254.052659419005,0.7396242363412298,0.7400614669536318,0.0005908031047770365,4,3380
2017,2017_kk_161,161.0,180,0.705682660318084,5693.081778940478,Group 5,2285.0730839142234,0.40137717542843576,0.4033602689576687,0.0049164324844325185,4,1525
2017,2017_kk_162,162.0,180,0.709261067260132,13626.224358718859,Group 2,9842.59534818301,0.722327409931801,0.723067074370857,0.001022954114871881,5,2665
2017,2017_kk_163,163.0,180,0.705557099371768,5807.5792435311205,Group 6,2644.59000108803,0.45536873285607865,0.457574012703631,0.00481950413775079,4,1460
2017,2017_kk_164,164.0,180,0.710146527790235,5095.245446788865,Group 2,4137.19093806245,0.8119708817304961,0.8119708817304961,0.0,2,995
2017,2017_kk_165redo,165.0,180,0.7084849601326,12076.289585188679,Group 4,7918.41386009778,0.655699236445071,0.6581589947013281,0.0037373313683471726,4,2320
2017,2017_kk_166redo,166.0,180,0.707795829645874,16220.151635710095,Group 4,11286.295121820734,0.6958193348188534,0.6962394952238885,0.0006034710870575371,5,3425
2017,2017_kk_167,167.0,180,0.705177061702406,3738.415553043177,Group 6,2460.6652965807893,0.6582107477532125,0.6598219551219647,0.0024418820202101255,4,1160
2017,2017_kk_168redo,168.0,180,0.706772817405588,8161.778041058692,Group 5,5368.290440701321,0.6577354117810562,0.6581837920009005,0.0006812386225451925,5,2200
2017,2017_kk_169redo,169.0,180,0.70554560870311,5751.610090091747,Group 6,2644.59000108803,0.4597999446526885,0.4620484586255358,0.0048664029299783735,4,1450
2017,2017_kk_170,170.0,180,0.709224124623206,13350.211986072954,Group 2,9458.89746066697,0.7085203943229191,0.7092609361071507,0.0010441034413880613,5,2565
2017,2017_kk_171,171.0,180,0.707060276961532,7249.593792070499,Group 5,3736.4364244042854,0.5153994184461956,0.5164929138034302,0.0021171546172474467,5,1925
2017,2017_kk_172a,172.0,181,0.707837940852602,16480.580042104797,Group 4,11789.45464180018,0.715354351101741,0.7157794775524086,0.0005939349534319017,5,3435
2017,2017_kk_173,173.0,181,0.708817214633763,10495.8582855885,Group 2,4940.89468420286,0.4707470842081616,0.4727800793258311,0.004300086248491046,5,2155
2017,2017_kk_174,174.0,181,0.708785255653754,10347.048497070467,Group 2,4436.898432065651,0.42880812178679345,0.43068674700560244,0.004361929480928627,4,2160
2017,2017_kk_175,175.0,181,0.707835787793533,16487.990163696344,Group 4,11789.45464180018,0.7150328526856163,0.7154575969834569,0.0005936680239770474,5,3440
2017,2017_kk_176redo,176.0,181,0.706337433912371,8645.349414329254,Group 5,5318.835361797228,0.6152250310417197,0.6165701539107907,0.0021816217676758915,4,2385
2017,2017_kk_177redo,177.0,181,0.710934264365243,1609.5686183585462,Group 1,1576.412636654946,0.9794007031912606,0.9794007031912606,0.0,2,220
2017,2017_kk_178,178.0,181,0.710351116876842,2692.044040726488,Group 2,1371.780739955795,0.5095684614378001,0.5095684614378001,0.0,2,475
2017,2017_kk_179,179.0,181,0.707538791642859,12536.151991828936,Group 4,7932.008266655015,0.6327307033151081,0.6335063303869463,0.0012243398915436445,5,2925
2017,2017_kk_180,180.0,181,0.705084595703749,3514.4240589395786,Group 6,2323.7900161246043,0.6612150318666357,0.6629370208191495,0.0025975151461387637,4,1080
2017,2017_kk_182,182.0,182,0.708108105948146,15809.399169292787,Group 4,11564.298709577624,0.7314824925187172,0.7329286603958888,0.0019731359343902522,4,3245
2017,2017_kk_183redo,183.0,182,0.705942052920602,8168.054584104243,Group 5,4536.074958119679,0.5553433698823808,0.5566286830574204,0.0023091033828507544,4,2155
2017,2017_kk_184,184.0,182,0.705097277624275,3579.5736417309836,Group 6,2378.998652383559,0.6646039138988465,0.6663031464327488,0.0025502393962862024,4,1100
2017,2017_kk_185,185.0,182,0.705833038475227,6661.419213348608,Group 5,3344.939274868348,0.5021361316167476,0.5035618971262616,0.002831360985909728,4,1795
2017,2017_kk_186redo,186.0,182,0.707275036752229,9049.704692053663,Group 4,3783.022758631122,0.41802720501508817,0.41873739343508737,0.001696023405440805,5,2340
