"Time","Trend 1","Trend 2","Trend 3","Trend 4"
"2017-Q0",-0.967405119976838,-0.663619995844714,0.208254927998439,0.123265015006002
"2017-Q1",-0.483640366416518,-0.0033701938559451,-0.572768335303008,0.247587827121763
"2017-Q2",0.994001318841114,1.35263242349027,0.755311099847182,-0.501507540456834
"2017-Q3",0.777791268773987,-0.15436498763281,-0.905697902359515,0.121204575315063
"2017-Q4",-0.011321784919017,-0.908610683914579,-0.609429104885114,-0.44590642614626
"2018-Q0",-0.960564911739028,-0.665089865429134,0.203207158055125,0.0506148547493967
"2018-Q1",-0.589882555503858,0.252553162007542,-0.721783066080696,-0.415968824589778
"2018-Q2",0.300076763415397,1.38890892545319,-0.322120077194051,0.200950078201053
"2018-Q3",2.28103484987777,-0.825815847455935,-1.25699284484568,-1.31609900581954
"2018-Q4",-0.212666140548336,-0.968601539292714,-0.0653432891133935,-1.26201533766224
"2019-Q0",-0.964064672024783,-0.642792175589859,0.281623332502592,-0.0857393536023433
"2019-Q1",-0.537331350055904,0.730685422302097,1.11553940569656,-0.993168956775881
"2019-Q2",-0.159199808375616,0.774493892457031,-0.268220467744231,0.331792164049023
"2019-Q3",1.15574859612165,-0.480132451233263,0.52958348262614,1.43669743963707
"2019-Q4",0.33457003073075,-0.71470994647002,-0.020208125259229,0.497475158651771
"2020-Q0",-0.963394124416702,-0.664687299358689,0.202751731889084,0.0924657182687768
"2020-Q1",-0.362942506931387,0.585581902285713,-0.907095951143086,-0.624324259967684
"2020-Q2",0.113603454644306,0.806764092441078,0.844896371938851,-1.17945639317299
"2020-Q3",0.65482233745872,0.70576720120647,1.4622645054233,0.388214795979887
"2020-Q4",-0.163769047589513,-0.0719489333079648,0.904545334188023,1.4282828351522
"2021-Q0",-0.974438191582255,-0.666788725131639,0.183111939093667,0.262446539540079
"2021-Q1",-0.694842703734988,1.41387141979679,-1.45655815589019,0.996877041177432
"2021-Q2",0.334203119256602,0.504637067609899,-0.688972981620147,0.287330142766031
"2021-Q3",1.02579031421013,-0.561665760784782,0.750184631650276,1.13476065360903
"2021-Q4",0.0740744216807026,-0.523576983855509,0.353728588323234,-0.777911732173853
