"mgmt_river","doy","avg_cumulative_percent","sd_cumulative_percent","n_years","min_cumulative_percent","max_cumulative_percent"
"Aniak",152,0.364798288283051,0.515902686820381,2,0,0.729596576566102
"Aniak",153,0.438024388947985,0.386869805945705,2,0.164466125727453,0.711582652168517
"Aniak",155,0.798139992439877,0.0127598351900718,2,0.789117426450155,0.8071625584296
"Aniak",156,1.23940203276396,1.52018893841285,2,0.164466125727453,2.31433793980047
"Aniak",158,1.58200630866956,0.737158416870665,3,0.8071625584296,2.27457635042146
"Aniak",159,2.29423862549582,0.0284247228840371,2,2.27413931119116,2.31433793980047
"Aniak",161,5.45108930463148,4.6928035562212,3,2.46290356568651,10.8599573540417
"Aniak",162,8.67370064133956,6.81723092769435,2,3.85319042345223,13.4942108592269
"Aniak",164,10.251302261106,4.75835211493492,3,5.07279090044531,14.4308975011961
"Aniak",165,12.4470334961216,6.7423586915985,2,7.67946594410028,17.214601048143
"Aniak",167,13.6987159369168,5.49248102308597,3,7.3597843133412,17.0437015273183
"Aniak",168,16.6984673657386,10.0730324641648,2,9.57575780321548,23.8211769282617
"Aniak",170,21.9191483337588,6.29030225286947,3,17.1763251113996,29.0547097477408
"Aniak",171,22.1262331162005,6.41639343597895,2,17.5891578068589,26.663308425542
"Aniak",173,35.1438876883143,17.9193418658103,3,23.6735933788001,55.7930240560093
"Aniak",174,34.3532880073203,6.89073681065548,2,29.4808012811341,39.2257747335066
"Aniak",176,49.5509068930166,16.2084124160654,3,36.9851800048736,67.8458273582112
"Aniak",177,40.3095171683258,5.92462691447837,2,36.1201733010978,44.4988610355538
"Aniak",179,65.7356719238837,16.4689383402478,3,52.0826579202184,84.0261370779721
"Aniak",180,55.7039322195128,1.94110997427647,2,54.3313601936731,57.0765042453526
"Aniak",182,78.6001728578851,18.3977397352511,3,62.3828349036735,98.5926665402448
"Aniak",183,65.994968946236,2.54065296529728,2,64.1984560058326,67.7914818866394
"Aniak",185,82.7024973003708,15.4417696679973,3,70.3060065323573,100
"Aniak",186,72.9090977380872,3.55368465696625,2,70.3962632189478,75.4219322572266
"Aniak",188,82.1480381749883,8.07965901531165,2,76.4348564955864,87.8612198543902
"Aniak",189,80.6266711786761,4.72493538454632,2,77.2856373275951,83.9677050297571
"Aniak",191,88.2054649834455,8.45211786951849,2,82.228915122521,94.1820148443701
"Aniak",192,87.4305545664286,6.00507279423819,2,83.1843268721039,91.6767822607533
"Aniak",194,93.9568130765388,4.36924733892473,2,90.8672886545039,97.0463374985738
"Aniak",195,91.7212474069414,3.66190178444131,2,89.1318918231238,94.310602990759
"Aniak",197,97.4014486584177,1.64595083847812,2,96.2375856590302,98.5653116578053
"Aniak",198,98.7240298092944,2.21004519924552,3,96.1720894278831,100
"Aniak",200,100,NA,1,100,100
"Aniak",201,100,NA,1,100,100
"Big River",152,0.168079864199337,0.23770082351253,2,0,0.336159728398673
"Big River",153,0,0,2,0,0
"Big River",155,2.60868538789856,3.37848711444795,2,0.219734239121048,4.99763653667608
