"year","doy","mgmt_Aniak","mgmt_Big River","mgmt_E. Fork Kuskokwim","mgmt_George","mgmt_Hoholitna","mgmt_Holitna and Hoholitna","mgmt_Holokuk","mgmt_Johnson","mgmt_Kisaralik","mgmt_Kwethluk","mgmt_Lower Kusko","mgmt_Middle Kusko Main","mgmt_N. Fork Kusko","mgmt_Oskakawlik","mgmt_S. Fork Kusko","mgmt_Stony","mgmt_Swift","mgmt_Takotna and Nixon Fork","mgmt_Tatlawiksuk","mgmt_Tuluksak","mgmt_Upper Kusko Main"
2017,158,2.27457635042146,0,0,0,0,0.447785838175622,3.38012311751516,NA,1.52737068267559,0,1.3892468313359,1.76715870231043,0,1.97158816663286,0,0.695939573545433,1.27149505314197,0,0,2.35581915343471,0
2017,161,2.46290356568651,2.31551739256294,4.02686614237294,1.52463734439147,1.58427290914882,1.77500334828707,3.38012311751516,NA,1.83102104599047,2.47516377703035,1.47383966694,2.06831896369369,2.89760539853432,2.76820930304181,2.21966270426607,1.71328234909489,1.27149505314197,0.677776055691351,2.91435540160988,3.20117455732245,2.28200175792575
2017,164,5.07279090044531,3.98305517955067,9.97038435364453,3.3586885802275,4.7056076208617,4.75365651691282,7.57157769806026,NA,6.96938193856678,4.81987815412756,6.27877728795846,6.35536192635671,5.97636991882098,6.23921321447031,4.99965840556939,5.35214080724643,3.06698764338901,4.65565827834603,4.44976722651966,7.01662180133233,4.28870656997009
2017,167,7.3597843133412,16.4582549196063,23.0806894284689,7.37359795755938,11.0843664789639,8.82996739573361,8.92390290709968,NA,9.56963947583603,14.8069078078801,11.0605905148401,10.1017983708498,20.8959693970884,8.99508385674862,13.6791614573459,11.6001415420513,6.40233273602503,10.0138481997471,15.4067850100579,9.90514507181575,12.5448739896923
2017,170,17.1763251113996,21.503868602723,23.3506108431614,19.0790574019574,21.863241409606,19.9340190441471,15.6640088610347,NA,19.1131795224823,20.0750318385433,18.681099280402,17.7092236014637,23.4809542892549,18.5715661609461,19.763982121471,20.3229122210103,17.8868027041137,19.9245240798669,20.0300155411171,18.7783559252175,20.1698624393526
2017,173,25.9650456301336,35.6821120005337,31.798135863918,31.0773083479276,33.7031944089837,31.0484662905208,25.6980948025786,NA,26.9530913556232,34.815820977333,28.4775839764253,27.0684820953994,36.3690521143207,29.5098568089771,34.013345207649,31.0095205609979,25.4180877228245,30.7146026720602,35.3472688297225,29.7722318759333,34.1332856144596
2017,176,36.9851800048736,61.6741163954191,39.1734021737361,43.7110119259061,48.8264650449338,42.87336641839,38.3260067336485,NA,39.9262638602104,57.5384715500958,43.2349646005655,42.7708678028742,52.5119707079113,41.3618521318481,54.6145044050037,46.999480858897,36.8008803492957,46.333524852544,58.5507949385622,41.1674982719634,53.7875370285256
2017,179,52.0826579202184,76.4873844204801,54.0500769853677,60.348100046243,65.794247390736,59.5193858863628,53.4572041240497,NA,55.973378692602,72.2281613466891,58.6096971480154,58.1190417728976,65.3192160646662,58.1333788786326,69.9960515256008,62.7791325142343,48.507973893141,63.1241028734887,73.4122987271232,56.8593565719621,69.6414538329185
2017,182,62.3828349036735,83.1515055970328,70.0093062142316,74.1118534295927,79.1616696287666,72.3692442455009,64.265648646994,NA,67.132009920846,79.5251538371014,69.249866245436,69.1759729839367,78.0430807076075,69.5335922225175,77.941196612902,73.6812297062988,63.0295711709389,74.1433120507276,79.2934779776821,68.4418237919104,78.5192248024598
2017,185,70.3060065323573,90.9697375016783,79.2465895405774,78.9951111584816,82.8110591525619,77.2580147485927,72.5606467973037,NA,74.730088950593,87.6728350609491,75.8942234472656,77.3105978507891,86.4564313969176,75.5451842552852,85.8222887096605,79.3121487057799,71.8432403153069,79.627635792872,88.3805108475906,74.9623557544207,85.6273922852178
2017,188,76.4348564955864,95.3936795361044,79.4434543300795,85.0204981040923,88.6277266947935,83.5851723503526,77.39794602138,NA,79.402476226165,92.3209856400126,83.104885201405,82.5364814021116,88.6241851786685,80.7193684356467,90.8283080952821,85.6231505559801,76.6811974815283,87.1461890751108,92.5961218931041,80.1129633383068,90.5831353973444
2017,191,82.228915122521,97.7561001263582,84.0035202318223,87.9701714307573,92.4266726212857,87.9256696322768,82.8416011798248,NA,84.2470883842549,94.9466746746965,87.3723763302497,86.7500727001869,91.166767496922,85.9017758198068,93.6260253149254,89.6170391060628,81.6897263677484,90.0969396595504,95.6317221407849,85.7408282217984,93.6812004082724
2017,194,90.8672886545039,98.0792328562454,88.8568429171921,91.5605627958093,95.8511149907414,93.0014334514005,90.1936858494698,NA,92.5524594712605,95.8071926114434,91.8805444447827,92.7233610980806,93.9040079379061,92.4055140455427,94.8717347094618,94.0620177282537,92.8468194305654,93.0273802496685,95.9858524598727,92.04817677881,95.3131639810886
2017,197,96.2375856590302,99.7599683309654,94.197644663894,95.3919802187825,97.1801526268551,96.063337975011,96.8570583725885,NA,96.8376326637258,98.8873146054807,96.909683025256,97.2357892712974,97.0763091231814,96.7372744311948,98.4141777738068,97.1979686555798,95.9130728023025,96.6036965872095,99.2075620486106,96.9107623130466,98.1462133962933
2017,200,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100
2018,152,0.729596576566102,0,0,0,0,0.162394562728703,0.598975637461908,NA,0.302588614441389,0,0.407122651537324,0.336444030434451,0,0.522859285765459,0,0.23494744281316,0.311644408088014,0,0,0.516091997206531,0
