"year","doy","mgmt_Aniak","mgmt_Big River","mgmt_E. Fork Kuskokwim","mgmt_George","mgmt_Hoholitna","mgmt_Holitna and Hoholitna","mgmt_Holokuk","mgmt_Johnson","mgmt_Kisaralik","mgmt_Kwethluk","mgmt_Lower Kusko","mgmt_Middle Kusko Main","mgmt_N. Fork Kusko","mgmt_Oskakawlik","mgmt_S. Fork Kusko","mgmt_Stony","mgmt_Swift","mgmt_Takotna and Nixon Fork","mgmt_Tatlawiksuk","mgmt_Tuluksak","mgmt_Upper Kusko Main"
2018,155,0.8071625584296,0.219734239121048,3.98373402162812,1.71816218677932,1.3693770045325,1.44484462772047,0.598975637461908,NA,0.302588614441389,0.622307692430292,0.465684850265965,0.49757465295184,1.32290035091057,1.1119606429922,0.68465834221549,0.731585425133717,0.311644408088014,0.691728366490591,0.563521597807981,1.1130688601071,0.933197293574699
2018,158,0.8071625584296,6.7228902097588,5.65711407657307,1.71816218677932,3.11927033895077,1.48798033027844,0.598975637461908,NA,0.302588614441389,5.88552325041267,1.33652011274771,1.45436617328723,4.0511736193641,1.1119606429922,5.06167544481892,2.85726094702344,0.311644408088014,2.23335515693454,7.02991539301201,1.12670044026602,4.82164749837285
2018,161,3.03040699416619,12.3078504816931,16.8702578361706,1.71816218677932,3.19544242071381,2.21299329324649,2.78937003354248,NA,2.72249984275256,11.8094679757762,2.2832942892369,3.52174503823127,11.8800374162708,2.91082275213931,9.94356094600308,4.45739081367265,1.42060888068444,3.03012845171399,13.9021926070144,2.94500845646886,9.26129122083803
2018,164,11.2502183816765,29.1408625003226,30.5764591977791,1.77495309118282,8.67272724777792,5.97308759747634,9.58732821659684,NA,10.4358226017131,26.804606684159,10.6682677905331,10.9859463788182,32.6970906778458,9.59900727352534,22.7677234426097,13.2711713629368,6.16815747021252,7.75668220097551,30.7996244077946,10.1247452418479,20.1941364362499
2018,167,16.6926619700909,48.9387556610807,48.6239182758625,7.1557985735653,20.5513622449794,13.1227710090461,12.8882588616416,NA,16.7443598986183,45.4963694170893,23.567229970531,18.554181792432,54.8551144896533,14.0295626321084,40.1858663668129,26.0368790853805,14.7332374111386,21.2555070528133,49.7501755550873,14.7302571876308,34.8385309732426
2018,170,19.5264101421358,55.9244689120138,57.5433182684955,17.5313046847814,29.0781248599844,20.8766647853114,15.1785886853256,NA,23.1251915629185,52.0106671230588,26.8313977136392,23.6814811158143,62.5556473563849,18.1614908084859,47.1788449076518,31.9217590043566,19.6738445318254,29.76035198628,56.10714948659,18.0107384052797,42.7058189615514
2018,173,23.6735933788001,61.2162123550276,59.6005006878471,22.9046921951243,33.5477984222942,25.9357645741771,18.6376128569093,NA,27.9985011603211,58.2120423109271,32.6785935676534,27.6602564255413,66.0763885722329,22.4710374864873,53.864680149222,37.432822779496,24.7102586766435,36.0689539642062,62.6133028199439,22.4148558330762,48.6828694680846
2018,176,43.8217133159649,77.5260545811187,68.6060586738101,51.3953221793744,60.0748928990829,52.5517732930874,41.0798644514398,NA,51.2638339980402,74.2154069100924,50.5346310786835,49.9427363295298,77.6743265409421,48.0179017398542,70.1579945544823,57.8611574798527,41.9293062397532,57.0669598071725,77.3341686450114,46.0488369628235,68.5882673529988
2018,179,61.0982207734604,83.2868907705385,84.1148978250554,60.1242318583156,68.2127207697387,63.668094645403,63.5486443971614,NA,67.5410194729711,81.4656759645157,67.0080149806455,67.1609870401415,85.3785558673346,64.2662534315602,78.8081701537005,69.348908007813,58.5055776354465,68.3379898212085,84.1400956275578,63.3406469222278,76.3032449201269
2018,182,74.8250171297371,91.5677983419295,89.1111007303446,74.3164903328639,81.1975232761162,77.1455508563341,77.1879126552695,NA,77.5762641875503,89.8122225478455,78.6899237042888,78.5551423403137,93.5474513461522,77.659920489065,87.7258112811116,81.066735808636,71.778139023498,80.0607137853578,91.850058869922,77.503185869031,86.3944390196197
2018,185,77.801485368755,97.8883062126672,90.7420772821375,88.8196749051016,92.0136068492232,86.9824263639181,79.7661922357227,NA,82.0699872700374,96.8682638821721,86.67434257395,83.8862318550865,95.5711983608142,81.859435291552,95.7945800686033,89.1110584087296,80.6348799334113,92.1172067369429,97.8674935270643,81.5979915316223,94.8125935481296
2018,188,87.8612198543902,98.3377709338562,99.9227634591752,94.7257659373608,97.0959057580391,94.3717466077076,88.1521461282296,NA,90.7387274859315,97.9741741095008,91.6030288221997,90.5605393733017,99.6397849353743,90.6205897477499,97.4281184904082,94.3070227231132,89.872938384594,95.0274075009214,98.6746737171391,90.6839235530207,97.4306301538315
2018,191,94.1820148443701,99.9453074103921,100,96.6612984907668,98.8778983716946,96.881177000584,91.8766226888,NA,93.6542783826226,99.3914792809675,96.1878784855406,93.8869669096195,100,94.7743281091513,98.8109292594475,97.3712262147394,94.8206386538692,97.0851564402765,99.8587611919872,94.4245368800315,98.9977413408156
2018,194,97.0463374985738,99.9453074103921,100,96.6612984907668,98.8778983716946,97.4520225575601,94.0611485939524,NA,95.297261013478,99.3914792809675,97.5321897432501,95.2287355004052,100,96.3565561119595,98.8109292594475,98.2135030760521,97.772587413085,97.0851564402765,99.8587611919872,96.2442286433398,98.9977413408156
2018,197,98.5653116578053,100,100,100,100,99.635869944841,97.6435317422486,NA,98.9364524847203,100,99.0265333736012,98.458234069748,100,98.4393060325566,100,99.5239276162284,99.1210982692151,100,100,98.1486016566086,100
2018,198,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100
2019,152,0,0.336159728398673,0,1.10584139978935,0.792527578751103,0.657868278742135,0,NA,0,0.581750955678275,1.10890093456747,0.312149176281505,0,0.132166760129791,0.85973747003225,0.65053926807944,0,1.48506917840101,0.319321972355425,0.0180948745533516,0.750493224740468
2019,155,0.789117426450155,4.99763653667608,0.412187665709001,1.10584139978935,1.80157162665556,0.991098762490755,1.81804437215448,NA,1.92855707314805,4.40670440073244,2.76044673865605,2.49326876132704,3.03019287034879,0.994403735777167,3.95976083129327,2.49079952679439,0.950461651248208,2.90708499265321,4.38447851106657,0.84967890326762,3.19423541240302
2019,158,1.66428001715763,15.6276239067329,1.23594319927944,2.04911724478072,5.96638106263297,2.78182556432415,3.08503891630362,NA,4.02734012206829,13.1581174964013,6.3486719013679,5.64106443910285,8.9387592696058,2.48444275573004,11.3816646880026,7.52914342313242,1.66639517193254,6.88588103003625,14.103898719604,2.3892593951213,9.33966669203154
2019,161,10.8599573540417,34.4626844520035,20.6030223217687,6.71313302588171,15.3495939284215,9.92984398741193,11.8964617032992,NA,16.5321448339916,30.3410243108986,16.3097472290725,16.3340651928636,26.043795042627,11.096655812027,26.5734653897993,19.0075649668478,15.179836309663,15.4801105254035,32.996060252,11.2876270439919,22.6774435046474
2019,164,14.4308975011961,44.726011191813,46.5950141089544,15.5934083916486,23.8715219296758,17.5640771271438,17.359479479868,NA,21.0032140552446,39.9611451040863,21.0657760855227,22.7532221504457,47.4564845918127,17.1532395015708,35.4165611502735,26.0196465707828,18.0846745412549,22.9342822283221,42.8430099952934,17.5671873326403,32.1021977400239
2019,167,17.0437015273183,57.9364199061329,73.4574170881176,21.8341510221616,30.7028746152876,23.2449973518098,19.174455074375,NA,24.4249587604247,52.9105754965838,26.8228490045228,27.4400841013461,65.6247634504422,20.8074280390067,47.3197834994622,33.2215612443277,21.1050675601322,30.5119128792109,57.0101468637702,21.1225175742238,42.6338258467894
2019,170,29.0547097477408,69.7406249922515,82.0428828993654,31.324620837951,40.9585959893778,33.0873819493516,27.5827208771215,NA,37.9253821232926,64.5018509615417,39.2864848855102,38.5921737938375,72.9673339021069,30.4740127624011,58.9824262908312,45.3889385560435,35.8171062723692,42.7164167857151,68.2542064894427,30.1438613390386,53.1871878357956
2019,173,55.7930240560093,84.017523720041,89.3451758881746,49.3633645622473,57.1746879499895,52.4521903454142,59.1099006861203,NA,65.1320526943752,79.3303824775352,58.4032504383023,63.740476012378,84.3026148281408,55.5761600476844,74.5725636285756,63.2163615263198,61.9079973573301,58.7802969965345,83.5176935106275,56.0532164614283,69.7149667626596
2019,176,67.8458273582112,88.0485990143563,89.4373679680483,75.3522967681018,77.388520727436,73.9176003562422,73.1564487351683,NA,75.1383798907717,86.4072004759958,75.0701554267914,76.7688583411075,84.9673212961474,71.294918658783,84.7751455668333,77.7502105002959,74.4339049772993,80.1057995810564,87.5503352324481,71.412989291455,82.8576903655223
2019,179,84.0261370779721,95.541688851522,96.0450778126749,90.7259065847575,92.4145428959722,90.0089597212956,86.1249242408448,NA,88.1710827821839,94.5931613904365,88.7931445204555,89.3004899679525,95.8854386296701,87.1177871943473,93.8688656537123,91.3638942405558,86.2739328611529,92.2477772309778,94.8047858564272,87.2923948687763,93.0534695105704
2019,182,98.5926665402448,100,100,100,100,99.8148258799764,99.8093374528107,NA,99.1684633263134,100,99.7872174866458,99.708405250783,100,99.7542981452137,100,99.668600589993,96.4852327325125,100,100,99.7377433866171,100
2019,185,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100
2020,153,0.164466125727453,0,0,1.80544932197741,1.35847993216625,1.4365103992594,0,NA,0.054132073617542,0.108059657970471,0.0748808992456601,0.202938067061612,0,0.748808140607548,0.188309315165813,0.56554794445485,0,0.684296158363741,0,0.762194872511204,0.5542744369071
2020,156,0.164466125727453,0.890200928215073,0.902811431473251,1.80544932197741,1.36389809494318,1.4365103992594,0,NA,0.054132073617542,1.05870041461954,0.0748808992456601,0.276465955044659,1.09107938654321,0.748808140607548,0.968807192848213,0.681461421210478,0,0.800799109240179,1.07748924548185,0.762194872511204,1.29328349801674
2020,159,2.27413931119116,9.03260747824324,21.4176285871602,1.80544932197741,2.63081746916146,1.94362888806277,2.45754180902423,NA,2.45184263839324,9.09285071331911,2.01272571705072,3.21576956079261,12.056081118183,2.41291398902007,8.41079057363367,3.46516665412746,1.5096529152776,2.40597033245281,11.1991886094822,2.59384909847299,7.41683662764634
2020,162,13.4942108592269,18.0372112014564,43.776783668296,2.22092400412127,4.50009956286452,4.42953845780343,11.3923109072224,NA,9.29093172784198,18.0983519496397,9.29668053306573,10.5244234731907,28.2837421729428,8.76856226261036,16.5853745828214,8.9084101576581,8.58763593723601,5.54522642054066,21.7670020033699,9.32491887072628,14.5403871455664
2020,165,17.214601048143,21.3564768602879,52.3223941411133,6.0722722270507,6.91851175678849,7.45897064042514,14.7941498504661,NA,11.6808606568413,21.7478091604454,12.5489202774924,13.5512788084233,33.9335582762713,12.0120154792392,20.4394865472851,11.4811034183216,12.179422496494,8.80169284419675,25.9668992681366,12.2582344097817,18.4298900402644
2020,168,23.8211769282617,31.4580118402134,62.6056139302684,7.38578375068172,10.3862862348593,9.68631590127762,20.8961006463683,NA,16.3977142803642,31.019784610086,19.7569213981295,19.7143705658828,42.6876410164576,16.0049003415863,29.0380196657199,17.9405260260963,20.9679465551158,13.9889715389071,35.953954275809,16.4910072138117,25.4685634750026
2020,171,26.663308425542,41.8832562566003,72.6963992845607,12.6724084320836,17.7954718869508,15.3756034017418,24.341463037599,NA,19.7603195285849,41.3106902355535,24.6956555578979,24.4195928671299,57.7556018270078,20.499065046124,38.5322227732094,25.0001470716767,22.7388082490286,20.5846944340916,46.181394256415,20.7138619356402,34.5687859446939
2020,174,39.2257747335066,51.1040936735311,73.6255647202895,22.8891852429624,27.9555534891925,27.2440970941759,47.3101275074478,NA,42.4028326906449,50.1339066147431,32.2779023929036,43.7866795366025,64.2519255056975,37.269422122952,46.5362930029298,34.4528563840017,34.4006898190876,29.2426787990739,54.5346446809771,36.707220188645,43.7531381728249
2020,177,44.4988610355538,58.0937021860322,79.9414371176426,31.7526016960917,37.642387034298,36.330261806158,51.4469230408764,NA,48.9054167490764,57.3684561896717,38.1604931104591,49.4741732103215,70.1135954942571,44.5931623217028,53.5618327686578,41.9825113546947,41.7018981827927,36.291721763067,61.7044883396159,44.0241063007079,51.4686669790744
2020,180,57.0765042453526,67.378157554168,80.7688740492179,48.4130839059518,53.5895625110767,52.1686788488888,66.1339666048822,NA,61.6903521823143,67.0010093449014,54.5362322838062,63.3956701655855,74.8930486130213,60.2323067928295,63.8333310496768,56.230407286532,48.8797172704712,49.8802489432006,69.9089459524909,60.9343126378189,61.7441141577361
2020,183,64.1984560058326,77.2575484190271,89.2655293316774,49.5849483352902,59.089727548116,55.8741545082038,76.2731044778638,NA,72.1705803234539,75.1723015593382,60.9750363544127,72.7281345785425,85.4630791093508,67.522053579293,70.7643677455793,63.7896790251342,62.914436081677,54.083284858836,78.0688024148473,68.7044296338715,68.1903534411975
2020,186,70.3962632189478,82.8565776507121,94.1156567079907,61.4958393974678,68.3149575536577,65.245435392359,80.4511736163233,NA,78.385530819992,81.4902535441544,71.6951571866974,78.822519962542,89.8531747671999,72.8942735757654,78.5667271474291,72.6726160544153,72.494358484592,67.4641447098469,83.2085802746365,73.8724857474733,75.7121169819242
2020,189,77.2856373275951,86.5752494265016,94.3476008190716,69.6025750229795,74.8453745085192,72.0446968850557,85.5588178797647,NA,82.8115296260783,85.3628489442531,79.9202568637683,83.7515203511886,91.130756260154,78.6232742072031,83.5064120127903,79.0521488364138,80.1804662879751,75.2985049142931,86.6079720009025,79.1253500759149,80.7605121864325
2020,192,83.1843268721039,94.284742787071,95.0876940341842,82.4935504551288,85.251930697355,82.88663042123,89.4027851272712,NA,85.2181605919035,92.3642713392322,84.5694541271506,88.6221926705899,96.3921221556234,85.962595376146,90.7522492547647,86.4814989439049,85.8895893548543,84.4893798051529,93.8776658320107,85.477144992078,89.9870224855447
2020,195,89.1318918231238,96.2045405717808,99.759765872668,95.8007379179556,94.5337983558739,93.8266332104766,94.0539503652878,NA,90.4507955001799,96.3285215741439,93.2446994436627,93.8454225277478,98.3827236606628,93.0603590037862,96.5154591309932,93.5145381497448,89.0304263523791,95.3856637852471,96.8130481693051,92.6103650473051,96.2201501001387
2020,198,96.1720894278831,97.3812990899331,99.822337758941,100,99.0559380560636,99.4595422189723,98.1596787020355,NA,98.0703217851861,97.8839259130111,98.1852935559537,98.2686949809175,98.8040919275841,98.6883320697595,98.4912064537412,98.0496773938733,95.7635779761896,99.3242846730866,97.9639195320766,98.366413241671,98.6898143775415
2020,201,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100
2021,153,0.711582652168517,0,0,0,0,0.223176853246999,1.78739475137048,NA,1.73466636251119,0,0.0797282064080058,1.21304128122365,0,0.764904183044746,0,0.173098669476235,0.699706440933296,0.0776810954116938,0,0.732925895343,0
2021,156,2.31433793980047,2.63035477961841,0.173481766994159,0,0.50071030846277,0.467484485841687,2.0427805225425,NA,2.46965233582067,2.0876288292766,0.651364932775498,2.00816336858607,1.39680593193274,0.999915373259986,1.72799912593872,1.36496344836295,3.56413532964031,0.730534759524949,2.41998603082701,1.01313663858995,1.60539069795652
2021,159,2.31433793980047,8.41487532831447,2.89000866304991,0,0.901387987597643,0.467484485841687,2.0427805225425,NA,2.46965233582067,7.58965954214016,0.886305467080088,2.62160635093844,6.06520646308642,0.999915373259986,6.47810559943426,2.49245024428638,3.56413532964031,1.49496213165283,9.14162270166175,1.01644964374267,5.72529285841169
2021,162,3.85319042345223,28.3960170489331,52.0022274671929,7.13339327940763,8.63600949280841,4.6921575727451,3.97925965013828,NA,3.1079624757107,26.231392709164,7.57904520155902,7.71078251936982,52.1020820011931,3.32098905859783,23.1782956272144,11.5651181830731,4.27955641610047,11.3967295408468,28.2647237134002,3.14720730552394,20.052804799841
2021,165,7.67946594410028,39.6375036693392,52.5998190724197,12.5702923588782,14.9423824056652,9.09222474725892,6.20794120955626,NA,6.32124305192259,35.3536678112569,12.537358523007,12.6400636218372,56.5797768541902,6.74830262556463,31.3206398144388,18.632333909467,7.16435695056077,18.2240301978405,37.3863929127912,6.26467098004589,27.6969109003738
2021,168,9.57575780321548,46.7182623688421,68.8845452652992,13.6535986053508,18.3439218978543,11.4516036740207,10.6799549789154,NA,11.0567781007802,42.9004988655604,18.6814191199855,18.0461684600259,66.457781739854,9.22066131691839,38.8338730945919,23.1932218577918,8.93502038161106,24.1578541765982,45.4917201987094,8.81098870756343,33.2391061476871
2021,171,17.5891578068589,54.740367342234,80.7666315688766,25.0432587230288,27.9523344062671,21.8066623441647,17.9780689357429,NA,19.0756534364091,52.690720468197,27.1311714115394,25.5423400754173,74.4336356181906,18.312704227943,49.2915457015961,31.3907020489425,15.6629489973742,33.2275218565146,56.1322170177015,17.6554685584168,43.7223681564768
2021,174,29.4808012811341,65.9966416746621,92.3801955341333,32.6834736069389,36.1501700839627,29.8902762185154,29.313190646999,NA,29.8863708982306,63.2146833272219,37.4769857204685,36.2415338447083,83.324467207138,28.1348494053013,59.599975352444,41.3445815508523,24.0069472165085,42.4322659437347,66.8247152522285,26.8566512451118,53.1615983454997
2021,177,36.1201733010978,74.3159182567785,92.9160929533268,41.9962006903548,46.2471021681149,39.6528965740041,32.8150878700965,NA,38.3654745015862,71.4475475202625,45.4501357770455,42.5855494142886,87.5266821940005,35.8670726422541,68.1162073052599,50.4831075890945,34.8573741950356,52.5140030951426,74.6902676122164,33.4809670688448,62.2811122191745
2021,180,54.3313601936731,83.6491480209136,95.5351100813898,68.7340776177213,68.7185739205584,62.8743267002793,48.586610232357,NA,50.2693663402622,82.8097603140155,67.2655430510594,58.9826668641012,90.9893270780418,54.961653012737,81.912573018911,68.7466210220235,50.0284780397099,75.6380475434151,83.6858241701329,52.4818609285291,77.7567700589394
2021,183,67.7914818866394,86.336463231919,95.6777587184451,76.8527684530429,79.7105637150403,75.3274939831063,66.1887484673763,NA,69.4705235191398,85.9275687246224,76.3958443527771,72.6352109086122,91.7507217196888,70.457484112569,85.1201789391446,78.9790522644396,66.8703100647414,81.5143219659508,85.7951938392208,69.5393075989897,82.6772747100522
2021,186,75.4219322572266,87.8502366947152,95.7901847274192,81.920772182202,83.9386850487647,80.9775585251151,74.2022220267605,NA,76.2412097190213,87.6657993923525,81.830792801745,78.1106086623948,92.79143058512,77.4118504430701,87.3900218699983,83.3311219534866,74.369209443904,85.5709294600643,87.4014804173604,76.7796224369825,85.8382437948753
2021,189,83.9677050297571,92.060753678944,98.1424685448866,83.7422536842939,85.9954044307946,83.7291776576269,84.3247179966872,NA,83.3202966373142,91.6126125959224,88.4351308745359,84.8342712395027,95.3788558080717,83.7629264904076,90.9590606670859,87.5827646601364,82.7765821059759,88.2625254336672,91.7852865808817,83.4094741262248,89.1130956477655
2021,192,91.6767822607533,96.8015173826357,99.7735147700803,88.7105356425281,91.0309572287425,89.8249777885908,89.296591738873,NA,93.1533081743152,96.4876670156915,94.1505548402389,91.6678360293988,98.3057846250509,89.8546959099673,96.093116385835,93.5721784622338,92.1701343217542,93.4762646961143,96.8453796615315,89.3700558359198,94.0677759219828
2021,195,94.310602990759,100,100,97.3267225034176,97.7790057804461,96.61832451956,92.3187305280879,NA,94.6435466169328,99.7954960464774,96.530413842595,95.0110064725797,100,94.743067859127,99.6782980256951,97.5268177301557,94.4591408206692,98.7172725580424,100,94.0793041771577,99.0850646559587
2021,198,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100
