year,doy,cpue,total_annual_cpue,cumulative_cpue,cumulative_proportion,remaining_cpue,remaining_proportion
2017,152,0.00364883401920439,0.9999999999999994,0.00364883401920439,0.003648834019204392,0.9963511659807951,0.99635116598079565
2017,153,0,0.9999999999999994,0.00364883401920439,0.003648834019204392,0.9963511659807951,0.99635116598079565
2017,154,0.00373113854595336,0.9999999999999994,0.00737997256515775,0.007379972565157754,0.9926200274348417,0.9926200274348422
2017,155,0.0074074074074074,0.9999999999999994,0.01478737997256515,0.014787379972565158,0.9852126200274343,0.9852126200274348
2017,156,0,0.9999999999999994,0.01478737997256515,0.014787379972565158,0.9852126200274343,0.9852126200274348
2017,157,0,0.9999999999999994,0.01478737997256515,0.014787379972565158,0.9852126200274343,0.9852126200274348
2017,158,0.0074074074074074,0.9999999999999994,0.02219478737997255,0.022194787379972564,0.9778052126200268,0.9778052126200274
2017,159,0,0.9999999999999994,0.02219478737997255,0.022194787379972564,0.9778052126200268,0.9778052126200274
2017,160,0.00373113854595336,0.9999999999999994,0.025925925925925908,0.02592592592592592,0.9740740740740735,0.9740740740740741
2017,161,0.00732510288065843,0.9999999999999994,0.03325102880658434,0.033251028806584364,0.9667489711934151,0.9667489711934156
2017,162,0.0155555555555555,0.9999999999999994,0.04880658436213984,0.04880658436213987,0.9511934156378596,0.9511934156378601
2017,163,0.00765432098765432,0.9999999999999994,0.05646090534979416,0.05646090534979419,0.9435390946502052,0.9435390946502058
2017,164,0.00732510288065843,0.9999999999999994,0.06378600823045259,0.06378600823045263,0.9362139917695469,0.9362139917695473
2017,165,0.0110562414266118,0.9999999999999994,0.07484224965706439,0.07484224965706443,0.925157750342935,0.9251577503429356
2017,166,0.0226611796982167,0.9999999999999994,0.09750342935528108,0.09750342935528114,0.9024965706447183,0.9024965706447189
2017,167,0.0212620027434842,0.9999999999999994,0.11876543209876529,0.11876543209876536,0.8812345679012341,0.8812345679012347
2017,168,0,0.9999999999999994,0.11876543209876529,0.11876543209876536,0.8812345679012341,0.8812345679012347
2017,169,0.0108916323731139,0.9999999999999994,0.1296570644718792,0.12965706447187927,0.8703429355281203,0.8703429355281207
2017,170,0.0656241426611797,0.9999999999999994,0.19528120713305888,0.195281207133059,0.8047187928669406,0.804718792866941
2017,171,0.025679012345679,0.9999999999999994,0.2209602194787379,0.220960219478738,0.7790397805212615,0.779039780521262
2017,172,0.0367352537722908,0.9999999999999994,0.2576954732510287,0.2576954732510289,0.7423045267489707,0.7423045267489712
2017,173,0.0409876543209876,0.9999999999999994,0.2986831275720163,0.2986831275720165,0.7013168724279831,0.7013168724279835
2017,174,0.0334430727023319,0.9999999999999994,0.3321262002743482,0.33212620027434836,0.6678737997256512,0.6678737997256516
2017,175,0.0736351165980795,0.9999999999999994,0.4057613168724277,0.40576131687242795,0.5942386831275717,0.5942386831275721
2017,176,0.0352537722908093,0.9999999999999994,0.441015089163237,0.44101508916323723,0.5589849108367624,0.5589849108367628
2017,177,0.021042524005487,0.9999999999999994,0.462057613168724,0.4620576131687243,0.5379423868312754,0.5379423868312757
2017,178,0.0762688614540466,0.9999999999999994,0.5383264746227706,0.538326474622771,0.46167352537722883,0.46167352537722905
2017,179,0.0529766803840878,0.9999999999999994,0.5913031550068584,0.5913031550068587,0.4086968449931411,0.4086968449931413
2017,180,0.0342661179698217,0.9999999999999994,0.6255692729766801,0.6255692729766804,0.37443072702331937,0.3744307270233196
2017,181,0.0370919067215363,0.9999999999999994,0.6626611796982164,0.6626611796982167,0.3373388203017831,0.3373388203017833
2017,182,0.0328395061728395,0.9999999999999994,0.6955006858710558,0.6955006858710562,0.3044993141289436,0.3044993141289438
2017,183,0.00858710562414266,0.9999999999999994,0.7040877914951985,0.704087791495199,0.29591220850480093,0.29591220850480104
2017,184,0.0243347050754458,0.9999999999999994,0.7284224965706444,0.7284224965706448,0.27157750342935505,0.27157750342935516
2017,185,0.0344855967078189,0.9999999999999994,0.7629080932784632,0.7629080932784637,0.23709190672153624,0.23709190672153635
2017,186,0.0155281207133059,0.9999999999999994,0.7784362139917692,0.7784362139917697,0.22156378600823023,0.22156378600823035
2017,187,0.014320987654321,0.9999999999999994,0.7927572016460902,0.7927572016460906,0.20724279835390924,0.20724279835390935
2017,188,0.0205212620027435,0.9999999999999994,0.8132784636488336,0.813278463648834,0.18672153635116584,0.18672153635116595
2017,189,0.0196433470507544,0.9999999999999994,0.832921810699588,0.8329218106995885,0.1670781893004114,0.16707818930041152
2017,190,0.0206310013717421,0.9999999999999994,0.8535528120713302,0.8535528120713306,0.1464471879286693,0.1464471879286694
2017,191,0.00304526748971193,0.9999999999999994,0.8565980795610421,0.8565980795610425,0.1434019204389574,0.1434019204389575
2017,192,0.0248559670781893,0.9999999999999994,0.8814540466392314,0.8814540466392319,0.11854595336076801,0.11854595336076812
2017,193,0.018957475994513,0.9999999999999994,0.9004115226337444,0.9004115226337449,0.09958847736625509,0.09958847736625509
2017,194,0.00707818930041152,0.9999999999999994,0.907489711934156,0.9074897119341565,0.0925102880658435,0.0925102880658435
2017,195,0.0210699588477366,0.9999999999999994,0.9285596707818925,0.928559670781893,0.07144032921810695,0.07144032921810695
2017,196,0.0139917695473251,0.9999999999999994,0.9425514403292176,0.9425514403292181,0.057448559670781885,0.057448559670781885
2017,197,0.00488340192043895,0.9999999999999994,0.9474348422496566,0.9474348422496571,0.05256515775034287,0.05256515775034287
2017,198,0,0.9999999999999994,0.9474348422496566,0.9474348422496571,0.05256515775034287,0.05256515775034287
2017,199,0.0128395061728395,0.9999999999999994,0.960274348422496,0.9602743484224966,0.03972565157750341,0.03972565157750341
2017,200,0.0170919067215363,0.9999999999999994,0.9773662551440323,0.9773662551440329,0.02263374485596714,0.02263374485596714
2017,201,0,0.9999999999999994,0.9773662551440323,0.9773662551440329,0.02263374485596714,0.02263374485596714
2017,202,0,0.9999999999999994,0.9773662551440323,0.9773662551440329,0.02263374485596714,0.02263374485596714
2017,203,0.00458161865569273,0.9999999999999994,0.981947873799725,0.9819478737997256,0.01805212620027441,0.01805212620027441
2017,204,0.00477366255144033,0.9999999999999994,0.9867215363511654,0.986721536351166,0.013278463648834005,0.013278463648834005
2017,205,0.00861454046639231,0.9999999999999994,0.9953360768175578,0.9953360768175583,0.004663923182441687,0.004663923182441687
2017,206,0,0.9999999999999994,0.9953360768175578,0.9953360768175583,0.004663923182441687,0.004663923182441687
2017,207,0.0046639231824417,0.9999999999999994,0.9999999999999994,1,0,0
2018,152,0.00225190486473147,1,0.00225190486473147,0.00225190486473147,0.9977480951352685,0.9977480951352685
2018,153,0.00271462504241602,1,0.00496652990714749,0.00496652990714749,0.9950334700928525,0.9950334700928525
2018,154,0.00280716907795293,1,0.00777369898510042,0.00777369898510042,0.9922263010148996,0.9922263010148996
2018,155,0.00980966776691242,1,0.01758336675201284,0.01758336675201284,0.9824166332479871,0.9824166332479871
2018,156,0.00205139278773483,1,0.019634759539747672,0.019634759539747672,0.9803652404602523,0.9803652404602523
