mgmt_river,quartile_clean,mean_pct,median_pct,sd_pct,min_pct,max_pct,cv_pct,n_years
N. Fork Kusko,Q1,0.9471743855150662,0.7775896095405466,0.5283081677401775,0.465752206622504,1.781223332754443,0.5577728619137938,6
E. Fork Kuskokwim,Q1,0.6995412520207599,0.7768167569922956,0.30571676659891167,0.299857168853838,1.127238870114883,0.4370246439588656,6
S. Fork Kusko,Q1,2.19406285873031,2.293088261990089,0.5441825037416741,1.195659424279569,2.828705789940631,0.2480250288073282,6
Upper Kusko Main,Q1,9.199382018730223,9.468802605239384,2.0881628199541797,5.369589574687849,11.7719572414674,0.2269894668688197,6
Big River,Q1,12.00801817599529,12.9953555032871,4.645526908321888,3.844003048501791,17.582085870210598,0.38686874388719367,6
Takotna and Nixon Fork,Q1,4.231725206809496,4.094727044449483,1.4751142637394927,2.657620248352608,6.477079785563662,0.34858460595829976,6
Tatlawiksuk,Q1,5.116492251557031,5.425173576316388,1.618764296394613,2.208750874170512,6.8079631925744275,0.3163816569646904,6
Swift,Q1,11.423706646845462,11.9036509061084,3.3613269704312794,5.368763042298744,15.600558559773276,0.2942413591616058,6
Stony,Q1,10.960498532961644,11.010923333217239,0.8421948544040979,9.635396425378225,12.125738492493115,0.07683910105652172,6
Holitna,Q1,6.366316089645953,5.701539552765549,2.3477334192042907,3.88946940902572,10.158801265926906,0.3687742465415119,6
Hoholitna,Q1,7.127884243244226,7.269203729217592,1.8874591302876362,4.525591501685891,9.572546242285092,0.2647993522168322,6
Middle Kusko Main,Q1,6.812270293955155,6.665224016868606,1.532237467580088,4.642141051880088,9.354139117006987,0.22492317560266417,6
George,Q1,1.6123719953037046,1.6612868509165661,0.749388098871555,0.542294465056799,2.531143413125112,0.46477370051965033,6
Oskakawlik,Q1,1.06801861256809,0.9507352254017005,0.5516513978687642,0.386100183161906,2.044367263358618,0.5165185244686871,6
Holokuk,Q1,1.0145275836606196,0.8445185368533485,0.5784690383357021,0.327420270718716,1.9992429932767108,0.5701856190528299,6
Aniak,Q1,6.189067710463727,5.59017462790619,3.0800548137069765,2.643336358040563,10.486215699070623,0.4976605456262165,6
Tuluksak,Q1,4.316377014593715,3.704495464208736,2.482716622923483,1.403118949981858,8.79992033985222,0.5751853034453183,6
Kisaralik,Q1,5.765205885849589,5.227276963003118,2.678809603186449,2.455549596727535,10.429453167696389,0.46465116011926894,6
Kwethluk,Q1,2.754266637577549,2.833475779963119,0.6751572144088835,1.6813393194871091,3.4952661944627983,0.24513139185489405,6
Lower Kusko,Q1,0.19309260397239217,0.202822235732237,0.05466534835916279,0.125604831743057,0.253199048096565,0.28310430971752126,6
N. Fork Kusko,Q2,0.46368754137496815,0.439677386471846,0.14181647464994585,0.275083114112861,0.6897876563882019,0.30584491062541563,6
E. Fork Kuskokwim,Q2,0.28994588014075,0.26520170910568097,0.07372626716847482,0.20190202926572598,0.385159704638834,0.2542759605092008,6
S. Fork Kusko,Q2,1.7886574150209773,1.8136474101416464,0.21242497118064513,1.4152641517469529,2.047915747588213,0.1187622455796846,6
Upper Kusko Main,Q2,7.843252277009299,7.942529072900372,0.5510635201606926,6.819335194578125,8.401811570889175,0.0702595684415264,6
Big River,Q2,9.038314731342243,8.898702725071058,1.5867419228162183,6.555628213945619,10.798200912730348,0.17555727699035079,6
Takotna and Nixon Fork,Q2,5.509613660278669,5.501795278391202,0.46098566968559096,4.797998494309152,6.223852543925549,0.08366932749006487,6
Tatlawiksuk,Q2,3.6511430474209625,3.7181855959837273,0.5687756930692854,2.6385588466597847,4.191354669673808,0.15578017231372196,6
Swift,Q2,8.710567980389445,8.832041178058638,1.2649085459278175,6.509314970941521,9.975622041897916,0.14521539224256924,6
Stony,Q2,11.499228813294838,11.499157337048818,0.5106503881018082,10.76768686927616,12.232127285228719,0.04440735951887657,6
Holitna,Q2,8.75605694343784,8.770885246340491,1.3269429430330646,7.094864939960212,10.313138179326616,0.15154571876414438,6
Hoholitna,Q2,9.091692343630365,9.135593454533083,0.9053507669469111,7.876728762421621,10.428470654498684,0.09958000477009095,6
Middle Kusko Main,Q2,6.97000502968927,6.97364904835139,1.0868518653905015,5.654730577765297,8.573654287897115,0.15593272325643565,6
George,Q2,2.6515300941267856,2.5690431669682834,0.465458635519216,2.0652730017845378,3.302644871397973,0.1755434104067761,6
Oskakawlik,Q2,1.1788132205787671,1.2365283250253185,0.2192696097838334,0.8008456975115991,1.4598056643767,0.18600878065837914,6
Holokuk,Q2,1.0363239941340006,1.0210158880714104,0.3344229608005169,0.611786362766709,1.441306293308992,0.3227011655558317,6
Aniak,Q2,6.761686659946704,6.97523288848082,0.9955741923097962,5.520579156834355,8.153024652532318,0.14723755216389212,6
Tuluksak,Q2,4.488631860984434,4.618594615376804,0.8660492367623233,3.046032254466896,5.663387087894196,0.1929428083176293,6
Kisaralik,Q2,5.869205112766947,6.172025749443054,0.6831174017966926,4.855486629631449,6.599353523724662,0.11639010541832083,6
Kwethluk,Q2,4.17419283087006,4.113122565622,0.525187188454066,3.5159099422317937,4.968175257797762,0.12581766337435757,6
Lower Kusko,Q2,0.22745056356267215,0.227306456373917,0.020925655050936538,0.194717152608776,0.26085975251259796,0.09200089339488773,6
N. Fork Kusko,Q3,0.2461835061124155,0.2645920141470255,0.08563921602860261,0.131171547726823,0.365778413743201,0.3478673993273007,6
E. Fork Kuskokwim,Q3,0.1373099140435065,0.1120295726713755,0.08698439950267217,0.05632348061010964,0.290199332930249,0.6334895780002546,6
S. Fork Kusko,Q3,1.2641569703825464,1.2934217836702824,0.2350702948463417,1.001587633881355,1.533739254687618,0.1859502422196882,6
Upper Kusko Main,Q3,6.424316878220456,6.472231204408173,0.7193591121862959,5.426581087721409,7.2317620021382405,0.11197441312788409,6
Big River,Q3,5.628631402167677,5.629061159014224,1.894594115406723,2.9838999859968447,7.768861283053273,0.3365994288908462,6
Takotna and Nixon Fork,Q3,5.586552543284323,5.431999567862297,0.504125364842554,5.154538904643753,6.487487531869841,0.09023908053072383,6
Tatlawiksuk,Q3,2.1681043213513567,2.233967013101611,0.7314541346200991,1.196742918827595,2.9407431134061213,0.3373703596348129,6
Swift,Q3,5.690879050510083,5.768925659617038,1.4855322954893686,3.7685854334288718,7.226129347318579,0.2610374042927899,6
Stony,Q3,11.557502272887993,11.639051409166644,0.6918269593538661,10.619595418462275,12.490192847470173,0.05985955641789306,6
Holitna,Q3,11.4915866494628,10.937999179599641,1.6498216457528938,9.77851568202886,14.131451124136046,0.14356778537888137,6
Hoholitna,Q3,10.849343940092275,10.708966523645174,1.4860386132384709,9.204141444291682,12.584816397546,0.13697036626767978,6
Middle Kusko Main,Q3,7.355730012970571,7.1975802894728265,0.6853713533717286,6.553801551134487,8.608945711150703,0.093175164417833925,6
George,Q3,3.687109232892557,3.530421263746909,0.6764099429259705,2.9407363801577673,4.841624981634336,0.18345264547405968,6
Oskakawlik,Q3,1.5185264929792546,1.460059835888731,0.15096347540032623,1.363056517396336,1.7355059045174088,0.09941444953268169,6
Holokuk,Q3,1.2248136074811358,1.1503594085300495,0.23621613731649613,0.9673699173703809,1.629559992866826,0.1928588447039557,6
Aniak,Q3,8.071676819751765,8.159490797138092,1.3487520598564458,5.727870643570841,9.708109722843448,0.16709688581138274,6
Tuluksak,Q3,5.818417121646701,5.773889656897452,0.6061084117838081,5.076733452522348,6.594810938248612,0.10417067032352438,6
Kisaralik,Q3,6.262020348229482,6.436032994001385,0.7983238888171129,5.310762643654397,7.4522363593988254,0.12748663281537087,6
Kwethluk,Q3,4.776461161931108,4.705446847162094,0.9174689187336126,3.876352090905282,6.30543938348264,0.19208131033199544,6
Lower Kusko,Q3,0.24067775360199234,0.2409822156643165,0.014975489910089686,0.224478621356558,0.267170945027222,0.0622221609017283,6
N. Fork Kusko,Q4,0.16125931060368034,0.164576604099924,0.10052815350704829,0,0.316453551459563,0.6233944144416674,6
E. Fork Kuskokwim,Q4,0.11610833982891652,0.06372775968738521,0.14227154489492125,0,0.374005995606503,1.2253344170156573,6
S. Fork Kusko,Q4,0.9431863299900998,1.014689289862675,0.5025619922533217,0,1.448836499362057,0.5328342621956754,6
Upper Kusko Main,Q4,4.672106592213652,5.524586638592471,2.490355760493823,0,7.1552230330757265,0.5330263150768332,6
Big River,Q4,3.79513412880114,4.346179316972492,2.0165937345764773,0,5.626052589107238,0.5313629679838239,6
Takotna and Nixon Fork,Q4,4.455982603516324,4.763542838581049,2.5006767329305104,0,7.670980580780632,0.5611953536257448,6
Tatlawiksuk,Q4,1.5688252319490195,1.8784123700538584,0.8465460185576325,0,2.2752483633318508,0.5396050505293899,6
Swift,Q4,4.030052729484256,4.598201506524285,2.122790434866977,0,5.895431992837083,0.526740114176779,6
Stony,Q4,11.144429097448938,11.143951836870297,0.9545498179414836,9.689338633583192,12.551195268288975,0.08565264398873414,6
Holitna,Q4,9.976017529231761,10.807222334966625,2.620433669105518,5.06722193069949,12.498730098651652,0.2626733224382489,6
Hoholitna,Q4,7.509290480299557,8.197387914963528,4.206463833299272,0,12.16030832391923,0.5601679472028455,6
Middle Kusko Main,Q4,7.326953281220982,7.762626257377576,1.58833322650552,5.246291630920646,9.45997143686749,0.2167794942239397,6
George,Q4,2.8073724038776295,2.9836191232456355,1.5452408356034641,0,4.7356917589895975,0.5504224638915485,6
Oskakawlik,Q4,1.4506263640609969,1.5630247304740554,0.3343023851191598,0.880532915724656,1.7721520000678181,0.23045381870993129,6
Holokuk,Q4,1.2224221724256195,1.4032741421315564,0.4432552243584544,0.581706244275007,1.734035871803359,0.3626040449502932,6
Aniak,Q4,13.147956459084265,11.365091250883424,7.00098219228545,6.854173185046933,26.79633034773233,0.5324768312149596,6
Tuluksak,Q4,5.6324880981434635,6.112529279701746,1.2409873979855677,3.611766242210221,6.724744616144067,0.2203266791446239,6
Kisaralik,Q4,8.395628161974296,8.730981152791422,2.5749803779847906,4.156897215828461,12.055707540008148,0.3067049097823866,6
Kwethluk,Q4,11.40909077211046,6.6056207710515356,12.208994334493745,4.310079557507486,35.945787074815605,1.070111070054649,6
Lower Kusko,Q4,0.23506991373493882,0.24665736528826998,0.06472937300866072,0.125317440030715,0.301064709027855,0.2753622187552617,6
