"Year","HUC.Name","Total.HUC.Contribution..","Closure.Window.Contribution..","HUC.Protection","Unprotected_Harvest_Rate","Unprotected_Harvest_Pct","Total_Harvest_Rate","Total_Harvest_Pct"
2019,"South Fork Kuskokwim River",0,0,0,0.4,"40%",0.4,"40%"
2020,"Stony River",43.0014846693282,8.28923489170433,19.2766248780634,0.4,"40%",0.322893500487746,"32.3%"
2020,"Holitna River",25.1795387365497,1.0231832257931,4.06355031558971,0.4,"40%",0.383745798737641,"38.4%"
2020,"Kuskokwim Delta",18.8383160242966,1.14607156824158,6.08372620335833,0.4,"40%",0.375665095186567,"37.6%"
2020,"Aniak",10.8924761019058,2.68470475276976,24.6473320450989,0.4,"40%",0.301410671819604,"30.1%"
2020,"Takotna River",1.77574119124877,0,0,0.4,"40%",0.4,"40%"
2020,"North Fork Kuskokwim River",0.312443276670996,0.07122982499529,22.7976821118463,0.4,"40%",0.308809271552615,"30.9%"
2020,"Middle Fork Kuskokwim River",0,0,0,0.4,"40%",0.4,"40%"
2020,"South Fork Kuskokwim River",0,0,0,0.4,"40%",0.4,"40%"
2021,"Stony River",37.8895490353303,11.4823905796952,30.3049016735152,0.4,"40%",0.278780393305939,"27.9%"
2021,"Holitna River",26.105994088331,1.12901887457768,4.32474959872273,0.4,"40%",0.382701001605109,"38.3%"
2021,"Kuskokwim Delta",20.7317706298025,1.1981791769745,5.77943485083753,0.4,"40%",0.37688226059665,"37.7%"
2021,"Aniak",13.5861516221844,0.564511175979822,4.15504840280194,0.4,"40%",0.383379806388792,"38.3%"
2021,"Takotna River",1.2140179781512,0.35380923255506,29.1436567598337,0.4,"40%",0.283425372960665,"28.3%"
2021,"North Fork Kuskokwim River",0.472516646200613,0.385571162215616,81.5994876193032,0.4,"40%",0.0736020495227872,"7.4%"
2021,"Middle Fork Kuskokwim River",0,0,0,0.4,"40%",0.4,"40%"
2021,"South Fork Kuskokwim River",0,0,0,0.4,"40%",0.4,"40%"
2017,"Stony River",37.0479470451202,0.969466639332313,2.61678909806153,0.5,"50%",0.486916054509692,"48.7%"
2017,"Holitna River",22.9790532126288,0.572159613533514,2.48991813648382,0.5,"50%",0.487550409317581,"48.8%"
2017,"Kuskokwim Delta",20.3378454222647,0.60900451053391,2.99443966599926,0.5,"50%",0.485027801670004,"48.5%"
2017,"Aniak",17.7658413470999,1.40059712164077,7.88365208422513,0.5,"50%",0.460581739578874,"46.1%"
2017,"Takotna River",1.63290917524068,0.183218537491877,11.2203752829591,0.5,"50%",0.443898123585205,"44.4%"
2017,"North Fork Kuskokwim River",0.23361645297643,0,0,0.5,"50%",0.5,"50%"
2017,"South Fork Kuskokwim River",0.00278734466923535,0,0,0.5,"50%",0.5,"50%"
2017,"Middle Fork Kuskokwim River",0,0,0,0.5,"50%",0.5,"50%"
2018,"Stony River",34.9688579629263,6.4349443671257,18.4019288646715,0.5,"50%",0.407990355676642,"40.8%"
