"Year","HUC.Name","Total.HUC.Contribution..","Closure.Window.Contribution..","HUC.Protection","Baseline_Harvest_Rate","Total_Harvest_Rate","Protection_Amount","Protection_Percent"
2021,"North Fork Kuskokwim River",0.472516646200613,0.385571162215616,81.5994876193032,0.1,0.0184005123806968,0.0815994876193032,81.5994876193032
2021,"Middle Fork Kuskokwim River",0,0,0,0.1,0.1,0,0
2021,"South Fork Kuskokwim River",0,0,0,0.1,0.1,0,0
2017,"Stony River",37.0479470451202,0.969466639332313,2.61678909806153,0.2,0.194766421803877,0.00523357819612308,2.61678909806154
2017,"Holitna River",22.9790532126288,0.572159613533514,2.48991813648382,0.2,0.195020163727032,0.00497983627296764,2.48991813648382
2017,"Kuskokwim Delta",20.3378454222647,0.60900451053391,2.99443966599926,0.2,0.194011120668001,0.00598887933199851,2.99443966599926
2017,"Aniak",17.7658413470999,1.40059712164077,7.88365208422513,0.2,0.18423269583155,0.0157673041684502,7.88365208422512
2017,"Takotna River",1.63290917524068,0.183218537491877,11.2203752829591,0.2,0.177559249434082,0.0224407505659182,11.2203752829591
2017,"North Fork Kuskokwim River",0.23361645297643,0,0,0.2,0.2,0,0
2017,"South Fork Kuskokwim River",0.00278734466923535,0,0,0.2,0.2,0,0
2017,"Middle Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2018,"Stony River",34.9688579629263,6.4349443671257,18.4019288646715,0.2,0.163196142270657,0.036803857729343,18.4019288646715
2018,"Kuskokwim Delta",26.3593049612691,1.38749874481999,5.26379108576158,0.2,0.189472417828477,0.0105275821715232,5.26379108576158
2018,"Holitna River",20.6119317539902,0.479874464343521,2.32813920631493,0.2,0.19534372158737,0.00465627841262986,2.32813920631493
2018,"Aniak",15.6675500693668,1.29401986776209,8.25923556671544,0.2,0.183481528866569,0.0165184711334309,8.25923556671544
2018,"Takotna River",1.60230618752088,0,0,0.2,0.2,0,0
2018,"North Fork Kuskokwim River",0.790049064926711,0.164817685387068,20.8617024820297,0.2,0.158276595035941,0.0417234049640594,20.8617024820297
2018,"Middle Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2018,"South Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2019,"Stony River",36.3446260869406,15.0077365581016,41.2928627252934,0.2,0.117414274549413,0.0825857254505868,41.2928627252934
2019,"Holitna River",29.7361922568662,3.66663826513899,12.3305574347447,0.2,0.175338885130511,0.0246611148694894,12.3305574347447
2019,"Kuskokwim Delta",16.535225643096,3.97054827684361,24.012664613993,0.2,0.151974670772014,0.048025329227986,24.012664613993
2019,"Aniak",16.1785582294514,1.37564932678028,8.50291668311984,0.2,0.18299416663376,0.0170058333662397,8.50291668311984
2019,"Takotna River",0.855671781337356,0,0,0.2,0.2,0,0
2019,"North Fork Kuskokwim River",0.349726002308441,0.225651219528601,64.5222883168945,0.2,0.070955423366211,0.129044576633789,64.5222883168945
2019,"Middle Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2019,"South Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2020,"Stony River",43.0014846693282,8.28923489170433,19.2766248780634,0.2,0.161446750243873,0.0385532497561268,19.2766248780634
2020,"Holitna River",25.1795387365497,1.0231832257931,4.06355031558971,0.2,0.191872899368821,0.00812710063117944,4.06355031558972
2020,"Kuskokwim Delta",18.8383160242966,1.14607156824158,6.08372620335833,0.2,0.187832547593283,0.0121674524067167,6.08372620335833
2020,"Aniak",10.8924761019058,2.68470475276976,24.6473320450989,0.2,0.150705335909802,0.0492946640901978,24.6473320450989
2020,"Takotna River",1.77574119124877,0,0,0.2,0.2,0,0
2020,"North Fork Kuskokwim River",0.312443276670996,0.07122982499529,22.7976821118463,0.2,0.154404635776307,0.0455953642236926,22.7976821118463
2020,"Middle Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2020,"South Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2021,"Stony River",37.8895490353303,11.4823905796952,30.3049016735152,0.2,0.13939019665297,0.0606098033470304,30.3049016735152
2021,"Holitna River",26.105994088331,1.12901887457768,4.32474959872273,0.2,0.191350500802555,0.00864949919744545,4.32474959872273
2021,"Kuskokwim Delta",20.7317706298025,1.1981791769745,5.77943485083753,0.2,0.188441130298325,0.0115588697016751,5.77943485083753
2021,"Aniak",13.5861516221844,0.564511175979822,4.15504840280194,0.2,0.191689903194396,0.00831009680560388,4.15504840280194
2021,"Takotna River",1.2140179781512,0.35380923255506,29.1436567598337,0.2,0.141712686480333,0.0582873135196674,29.1436567598337
2021,"North Fork Kuskokwim River",0.472516646200613,0.385571162215616,81.5994876193032,0.2,0.0368010247613936,0.163198975238606,81.5994876193032
2021,"Middle Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2021,"South Fork Kuskokwim River",0,0,0,0.2,0.2,0,0
2017,"Stony River",37.0479470451202,0.969466639332313,2.61678909806153,0.3,0.292149632705815,0.00785036729418459,2.61678909806153
2017,"Holitna River",22.9790532126288,0.572159613533514,2.48991813648382,0.3,0.292530245590549,0.00746975440945147,2.48991813648382
2017,"Kuskokwim Delta",20.3378454222647,0.60900451053391,2.99443966599926,0.3,0.291016681002002,0.00898331899799776,2.99443966599925
2017,"Aniak",17.7658413470999,1.40059712164077,7.88365208422513,0.3,0.276349043747325,0.0236509562526754,7.88365208422513
2017,"Takotna River",1.63290917524068,0.183218537491877,11.2203752829591,0.3,0.266338874151123,0.0336611258488773,11.2203752829591
2017,"North Fork Kuskokwim River",0.23361645297643,0,0,0.3,0.3,0,0
2017,"South Fork Kuskokwim River",0.00278734466923535,0,0,0.3,0.3,0,0
2017,"Middle Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2018,"Stony River",34.9688579629263,6.4349443671257,18.4019288646715,0.3,0.244794213405985,0.0552057865940145,18.4019288646715
2018,"Kuskokwim Delta",26.3593049612691,1.38749874481999,5.26379108576158,0.3,0.284208626742715,0.0157913732572847,5.26379108576158
2018,"Holitna River",20.6119317539902,0.479874464343521,2.32813920631493,0.3,0.293015582381055,0.0069844176189448,2.32813920631494
2018,"Aniak",15.6675500693668,1.29401986776209,8.25923556671544,0.3,0.275222293299854,0.0247777067001463,8.25923556671545
2018,"Takotna River",1.60230618752088,0,0,0.3,0.3,0,0
2018,"North Fork Kuskokwim River",0.790049064926711,0.164817685387068,20.8617024820297,0.3,0.237414892553911,0.0625851074460891,20.8617024820297
2018,"Middle Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2018,"South Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2019,"Stony River",36.3446260869406,15.0077365581016,41.2928627252934,0.3,0.17612141182412,0.12387858817588,41.2928627252934
2019,"Holitna River",29.7361922568662,3.66663826513899,12.3305574347447,0.3,0.263008327695766,0.0369916723042341,12.3305574347447
2019,"Kuskokwim Delta",16.535225643096,3.97054827684361,24.012664613993,0.3,0.227962006158021,0.072037993841979,24.012664613993
2019,"Aniak",16.1785582294514,1.37564932678028,8.50291668311984,0.3,0.27449124995064,0.0255087500493595,8.50291668311985
2019,"Takotna River",0.855671781337356,0,0,0.3,0.3,0,0
2019,"North Fork Kuskokwim River",0.349726002308441,0.225651219528601,64.5222883168945,0.3,0.106433135049316,0.193566864950684,64.5222883168945
2019,"Middle Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2019,"South Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2020,"Stony River",43.0014846693282,8.28923489170433,19.2766248780634,0.3,0.24217012536581,0.0578298746341902,19.2766248780634
2020,"Holitna River",25.1795387365497,1.0231832257931,4.06355031558971,0.3,0.287809349053231,0.0121906509467691,4.06355031558971
2020,"Kuskokwim Delta",18.8383160242966,1.14607156824158,6.08372620335833,0.3,0.281748821389925,0.018251178610075,6.08372620335832
2020,"Aniak",10.8924761019058,2.68470475276976,24.6473320450989,0.3,0.226058003864703,0.0739419961352967,24.6473320450989
2020,"Takotna River",1.77574119124877,0,0,0.3,0.3,0,0
2020,"North Fork Kuskokwim River",0.312443276670996,0.07122982499529,22.7976821118463,0.3,0.231606953664461,0.0683930463355389,22.7976821118463
2020,"Middle Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2020,"South Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2021,"Stony River",37.8895490353303,11.4823905796952,30.3049016735152,0.3,0.209085294979454,0.0909147050205456,30.3049016735152
2021,"Holitna River",26.105994088331,1.12901887457768,4.32474959872273,0.3,0.287025751203832,0.0129742487961682,4.32474959872274
2021,"Kuskokwim Delta",20.7317706298025,1.1981791769745,5.77943485083753,0.3,0.282661695447487,0.0173383045525126,5.77943485083752
2021,"Aniak",13.5861516221844,0.564511175979822,4.15504840280194,0.3,0.287534854791594,0.0124651452084058,4.15504840280193
2021,"Takotna River",1.2140179781512,0.35380923255506,29.1436567598337,0.3,0.212569029720499,0.0874309702795011,29.1436567598337
2021,"North Fork Kuskokwim River",0.472516646200613,0.385571162215616,81.5994876193032,0.3,0.0552015371420904,0.24479846285791,81.5994876193032
2021,"Middle Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2021,"South Fork Kuskokwim River",0,0,0,0.3,0.3,0,0
2017,"Stony River",37.0479470451202,0.969466639332313,2.61678909806153,0.4,0.389532843607754,0.0104671563922462,2.61678909806154
2017,"Holitna River",22.9790532126288,0.572159613533514,2.48991813648382,0.4,0.390040327454065,0.00995967254593527,2.48991813648382
2017,"Kuskokwim Delta",20.3378454222647,0.60900451053391,2.99443966599926,0.4,0.388022241336003,0.011977758663997,2.99443966599926
2017,"Aniak",17.7658413470999,1.40059712164077,7.88365208422513,0.4,0.3684653916631,0.0315346083369005,7.88365208422512
2017,"Takotna River",1.63290917524068,0.183218537491877,11.2203752829591,0.4,0.355118498868164,0.0448815011318364,11.2203752829591
2017,"North Fork Kuskokwim River",0.23361645297643,0,0,0.4,0.4,0,0
2017,"South Fork Kuskokwim River",0.00278734466923535,0,0,0.4,0.4,0,0
2017,"Middle Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2018,"Stony River",34.9688579629263,6.4349443671257,18.4019288646715,0.4,0.326392284541314,0.073607715458686,18.4019288646715
2018,"Kuskokwim Delta",26.3593049612691,1.38749874481999,5.26379108576158,0.4,0.378944835656954,0.0210551643430463,5.26379108576158
2018,"Holitna River",20.6119317539902,0.479874464343521,2.32813920631493,0.4,0.39068744317474,0.00931255682525972,2.32813920631493
2018,"Aniak",15.6675500693668,1.29401986776209,8.25923556671544,0.4,0.366963057733138,0.0330369422668618,8.25923556671544
2018,"Takotna River",1.60230618752088,0,0,0.4,0.4,0,0
2018,"North Fork Kuskokwim River",0.790049064926711,0.164817685387068,20.8617024820297,0.4,0.316553190071881,0.0834468099281188,20.8617024820297
2018,"Middle Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2018,"South Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2019,"Stony River",36.3446260869406,15.0077365581016,41.2928627252934,0.4,0.234828549098826,0.165171450901174,41.2928627252934
2019,"Holitna River",29.7361922568662,3.66663826513899,12.3305574347447,0.4,0.350677770261021,0.0493222297389788,12.3305574347447
2019,"Kuskokwim Delta",16.535225643096,3.97054827684361,24.012664613993,0.4,0.303949341544028,0.096050658455972,24.012664613993
2019,"Aniak",16.1785582294514,1.37564932678028,8.50291668311984,0.4,0.365988333267521,0.0340116667324794,8.50291668311984
2019,"Takotna River",0.855671781337356,0,0,0.4,0.4,0,0
2019,"North Fork Kuskokwim River",0.349726002308441,0.225651219528601,64.5222883168945,0.4,0.141910846732422,0.258089153267578,64.5222883168945
2019,"Middle Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2019,"South Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2020,"Stony River",43.0014846693282,8.28923489170433,19.2766248780634,0.4,0.322893500487746,0.0771064995122536,19.2766248780634
2020,"Holitna River",25.1795387365497,1.0231832257931,4.06355031558971,0.4,0.383745798737641,0.0162542012623589,4.06355031558972
2020,"Kuskokwim Delta",18.8383160242966,1.14607156824158,6.08372620335833,0.4,0.375665095186567,0.0243349048134333,6.08372620335833
2020,"Aniak",10.8924761019058,2.68470475276976,24.6473320450989,0.4,0.301410671819604,0.0985893281803956,24.6473320450989
2020,"Takotna River",1.77574119124877,0,0,0.4,0.4,0,0
2020,"North Fork Kuskokwim River",0.312443276670996,0.07122982499529,22.7976821118463,0.4,0.308809271552615,0.0911907284473852,22.7976821118463
2020,"Middle Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2020,"South Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2021,"Stony River",37.8895490353303,11.4823905796952,30.3049016735152,0.4,0.278780393305939,0.121219606694061,30.3049016735152
2021,"Holitna River",26.105994088331,1.12901887457768,4.32474959872273,0.4,0.382701001605109,0.0172989983948909,4.32474959872273
2021,"Kuskokwim Delta",20.7317706298025,1.1981791769745,5.77943485083753,0.4,0.37688226059665,0.0231177394033501,5.77943485083753
2021,"Aniak",13.5861516221844,0.564511175979822,4.15504840280194,0.4,0.383379806388792,0.0166201936112078,4.15504840280194
2021,"Takotna River",1.2140179781512,0.35380923255506,29.1436567598337,0.4,0.283425372960665,0.116574627039335,29.1436567598337
2021,"North Fork Kuskokwim River",0.472516646200613,0.385571162215616,81.5994876193032,0.4,0.0736020495227872,0.326397950477213,81.5994876193032
2021,"Middle Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2021,"South Fork Kuskokwim River",0,0,0,0.4,0.4,0,0
2017,"Stony River",37.0479470451202,0.969466639332313,2.61678909806153,0.5,0.486916054509692,0.0130839454903077,2.61678909806153
2017,"Holitna River",22.9790532126288,0.572159613533514,2.48991813648382,0.5,0.487550409317581,0.0124495906824191,2.48991813648382
2017,"Kuskokwim Delta",20.3378454222647,0.60900451053391,2.99443966599926,0.5,0.485027801670004,0.0149721983299963,2.99443966599926
2017,"Aniak",17.7658413470999,1.40059712164077,7.88365208422513,0.5,0.460581739578874,0.0394182604211256,7.88365208422512
2017,"Takotna River",1.63290917524068,0.183218537491877,11.2203752829591,0.5,0.443898123585205,0.0561018764147955,11.2203752829591
2017,"North Fork Kuskokwim River",0.23361645297643,0,0,0.5,0.5,0,0
2017,"South Fork Kuskokwim River",0.00278734466923535,0,0,0.5,0.5,0,0
2017,"Middle Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2018,"Stony River",34.9688579629263,6.4349443671257,18.4019288646715,0.5,0.407990355676642,0.0920096443233575,18.4019288646715
2018,"Kuskokwim Delta",26.3593049612691,1.38749874481999,5.26379108576158,0.5,0.473681044571192,0.0263189554288079,5.26379108576158
2018,"Holitna River",20.6119317539902,0.479874464343521,2.32813920631493,0.5,0.488359303968425,0.0116406960315746,2.32813920631493
2018,"Aniak",15.6675500693668,1.29401986776209,8.25923556671544,0.5,0.458703822166423,0.0412961778335772,8.25923556671544
2018,"Takotna River",1.60230618752088,0,0,0.5,0.5,0,0
2018,"North Fork Kuskokwim River",0.790049064926711,0.164817685387068,20.8617024820297,0.5,0.395691487589852,0.104308512410148,20.8617024820297
2018,"Middle Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2018,"South Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2019,"Stony River",36.3446260869406,15.0077365581016,41.2928627252934,0.5,0.293535686373533,0.206464313626467,41.2928627252934
2019,"Holitna River",29.7361922568662,3.66663826513899,12.3305574347447,0.5,0.438347212826277,0.0616527871737235,12.3305574347447
2019,"Kuskokwim Delta",16.535225643096,3.97054827684361,24.012664613993,0.5,0.379936676930035,0.120063323069965,24.012664613993
2019,"Aniak",16.1785582294514,1.37564932678028,8.50291668311984,0.5,0.457485416584401,0.0425145834155992,8.50291668311984
2019,"Takotna River",0.855671781337356,0,0,0.5,0.5,0,0
2019,"North Fork Kuskokwim River",0.349726002308441,0.225651219528601,64.5222883168945,0.5,0.177388558415527,0.322611441584473,64.5222883168945
2019,"Middle Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2019,"South Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2020,"Stony River",43.0014846693282,8.28923489170433,19.2766248780634,0.5,0.403616875609683,0.096383124390317,19.2766248780634
2020,"Holitna River",25.1795387365497,1.0231832257931,4.06355031558971,0.5,0.479682248422051,0.0203177515779486,4.06355031558971
2020,"Kuskokwim Delta",18.8383160242966,1.14607156824158,6.08372620335833,0.5,0.469581368983208,0.0304186310167917,6.08372620335833
2020,"Aniak",10.8924761019058,2.68470475276976,24.6473320450989,0.5,0.376763339774505,0.123236660225495,24.6473320450989
2020,"Takotna River",1.77574119124877,0,0,0.5,0.5,0,0
2020,"North Fork Kuskokwim River",0.312443276670996,0.07122982499529,22.7976821118463,0.5,0.386011589440769,0.113988410559231,22.7976821118463
2020,"Middle Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2020,"South Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2021,"Stony River",37.8895490353303,11.4823905796952,30.3049016735152,0.5,0.348475491632424,0.151524508367576,30.3049016735152
2021,"Holitna River",26.105994088331,1.12901887457768,4.32474959872273,0.5,0.478376252006386,0.0216237479936137,4.32474959872273
2021,"Kuskokwim Delta",20.7317706298025,1.1981791769745,5.77943485083753,0.5,0.471102825745812,0.0288971742541876,5.77943485083753
2021,"Aniak",13.5861516221844,0.564511175979822,4.15504840280194,0.5,0.47922475798599,0.0207752420140097,4.15504840280194
2021,"Takotna River",1.2140179781512,0.35380923255506,29.1436567598337,0.5,0.354281716200831,0.145718283799169,29.1436567598337
2021,"North Fork Kuskokwim River",0.472516646200613,0.385571162215616,81.5994876193032,0.5,0.092002561903484,0.407997438096516,81.5994876193032
2021,"Middle Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
2021,"South Fork Kuskokwim River",0,0,0,0.5,0.5,0,0
