"fish_id","top_mgmt_unit","pct_in_top_unit","total_assignment","n_units_assigned","year","watershed"
125,"Holitna",21.3805692049565,2775.84323317123,12,2018,"Kusko"
126,"Holitna",25.7138043548635,3083.91660753764,13,2018,"Kusko"
127,"Hoholitna",24.0633101946642,2986.725569479,14,2018,"Kusko"
128,"Middle Kusko Main",21.3399796961483,2152.71417165835,10,2018,"Kusko"
129,"Hoholitna",24.2799201366737,2952.14227212669,14,2018,"Kusko"
130,"Big River",21.0031851752621,2093.60075980053,14,2018,"Kusko"
131,"Hoholitna",22.9680298883496,2464.91366310667,15,2018,"Kusko"
132,"Big River",19.1609418087487,2052.16466601938,14,2018,"Kusko"
133,"Kisaralik",24.2843450793537,2128.21652976039,11,2018,"Kusko"
134,"Aniak",26.8503808440191,1872.30656925352,10,2018,"Kusko"
135,"Big River",19.6127522639244,2050.80233422977,14,2018,"Kusko"
136,"Aniak",33.4589553531447,1488.72695358097,10,2018,"Kusko"
137,"Kisaralik",27.1597539973036,1709.064408063,14,2018,"Kusko"
138,"Kwethluk",62.2265414045995,786.268318546895,7,2018,"Kusko"
139,"Takotna and Nixon Fork",19.890323374521,1595.83666764169,13,2018,"Kusko"
140,"Big River",21.6269271231792,1589.02640918712,14,2018,"Kusko"
141,"Holitna",23.5758692776481,2248.35143452414,12,2018,"Kusko"
142,"Stony",21.2276876632705,1432.32856353274,12,2018,"Kusko"
143,"Aniak",26.3698404088236,1436.520451687,10,2018,"Kusko"
144,"Kisaralik",28.2449654956071,1274.22948874141,14,2018,"Kusko"
145,"Aniak",22.5244579528222,1576.59396507149,10,2018,"Kusko"
146,"Big River",26.8982329911276,1721.22969895366,11,2018,"Kusko"
147,"Kwethluk",49.9315490980944,773.866888108787,9,2018,"Kusko"
148,"Stony",18.5903160732074,1440.56536946647,13,2018,"Kusko"
149,"Takotna and Nixon Fork",19.1301009714522,1545.59991880283,13,2018,"Kusko"
150,"Aniak",26.3697162822387,1436.52351374266,10,2018,"Kusko"
151,"Takotna and Nixon Fork",18.806610160233,1551.64695912932,13,2018,"Kusko"
152,"Middle Kusko Main",21.2527918216328,1642.05057058291,10,2018,"Kusko"
153,"Aniak",24.4147583890519,1497.3848196296,10,2018,"Kusko"
154,"Kisaralik",24.2564199862893,2520.46926475764,11,2018,"Kusko"
155,"Aniak",24.9147520726261,2265.55133944507,10,2018,"Kusko"
156,"Swift",30.535203859662,1076.63044484248,8,2018,"Kusko"
157,"Aniak",36.3072054340014,1543.35127424241,10,2018,"Kusko"
158,"Aniak",29.1260732777093,1935.77057362205,10,2018,"Kusko"
159,"Kisaralik",23.8672366365707,2553.40531045713,11,2018,"Kusko"
160,"Kwethluk",68.0985015456862,603.653154779466,4,2018,"Kusko"
161,"Kwethluk",44.9937250275185,1258.35539065184,9,2018,"Kusko"
162,"Stony",21.145080793486,2209.97984363191,12,2018,"Kusko"
163,"Aniak",26.7141002718285,2194.99617264179,10,2018,"Kusko"
164,"E. Fork Kuskokwim",53.2464492925144,216.162723025623,4,2018,"Kusko"
165,"Kisaralik",24.2580101580423,2477.23177571787,11,2018,"Kusko"
166,"Holitna",25.2051926366768,3649.85794357995,13,2018,"Kusko"
167,"Middle Kusko Main",21.3655408470686,2513.03788795002,10,2018,"Kusko"
168,"Kwethluk",46.9539098128807,1227.11105600179,9,2018,"Kusko"
169,"Holitna",25.6580326890458,2663.92727933385,13,2018,"Kusko"
170,"Aniak",22.9352446892744,1759.04078568837,10,2018,"Kusko"
171,"Holitna",25.5175239897564,2666.60868279264,13,2018,"Kusko"
172,"Big River",27.0292539461497,1972.56564875951,11,2018,"Kusko"
173,"Big River",24.322807097296,1953.23851627459,13,2018,"Kusko"
174,"Kwethluk",56.9993557817191,758.511785123305,8,2018,"Kusko"
175,"Big River",24.6838932352747,2067.79397514463,13,2018,"Kusko"
176,"Kwethluk",44.3809762863967,936.078343452808,9,2018,"Kusko"
177,"Holitna",25.5603303656644,2646.30865739755,12,2018,"Kusko"
178,"Kwethluk",67.5842784774321,437.840652047044,4,2018,"Kusko"
179,"N. Fork Kusko",64.3555002196822,159.262434776057,2,2018,"Kusko"
180,"Aniak",26.720281981261,1701.14162801907,10,2018,"Kusko"
181,"Holitna",25.6456297053736,2782.99918078081,13,2018,"Kusko"
182,"Takotna and Nixon Fork",19.7197198368433,1855.37224535613,13,2018,"Kusko"
183,"Aniak",37.0666668609805,1155.37022656438,10,2018,"Kusko"
184,"Hoholitna",24.1873183722855,2702.61351664163,14,2018,"Kusko"
185,"Kwethluk",32.6285351410669,1178.13599609533,10,2018,"Kusko"
186,"Aniak",25.8709446075011,1714.57917892786,10,2018,"Kusko"
187,"Aniak",24.1932388114409,1728.22436901244,10,2018,"Kusko"
188,"Aniak",30.2572181106421,1574.19012180766,10,2018,"Kusko"
189,"Aniak",24.9326358436141,1884.42467063479,10,2018,"Kusko"
190,"Aniak",20.918626554322,2034.40045951606,10,2018,"Kusko"
191,"Big River",23.9367306533652,2175.03829091399,13,2018,"Kusko"
192,"Stony",20.8793720635992,1855.70807805268,12,2018,"Kusko"
193,"Takotna and Nixon Fork",18.8084512985705,1943.37080113428,13,2018,"Kusko"
194,"Kwethluk",56.7217301350342,874.314432202194,8,2018,"Kusko"
195,"Kisaralik",29.923523108832,1903.54378931783,12,2018,"Kusko"
196,"Aniak",27.9219613753842,1727.43271165145,10,2018,"Kusko"
197,"Holitna",24.5661250195809,8686.62229317363,13,2018,"Kusko"
198,"Kwethluk",56.4638745914734,2594.13965737422,8,2018,"Kusko"
199,"Takotna and Nixon Fork",19.6296089186374,6214.10143977093,13,2018,"Kusko"
200,"Big River",22.3345809016072,6145.23986311464,14,2018,"Kusko"
201,"Swift",28.065995478538,813.759582965782,10,2018,"Kusko"
202,"Kwethluk",65.9111004135556,412.873507757751,6,2018,"Kusko"
203,"Takotna and Nixon Fork",18.9849447170839,1219.34967382048,13,2018,"Kusko"
204,"Aniak",35.058829629907,826.548792561995,10,2018,"Kusko"
205,"Kisaralik",25.5531749334659,1213.30719617611,11,2018,"Kusko"
206,"Kwethluk",60.4331197079281,493.097467692621,7,2018,"Kusko"
207,"Stony",20.1335552937066,1122.91740610615,14,2018,"Kusko"
208,"Kisaralik",24.2986551169387,1261.55758417241,11,2018,"Kusko"
209,"Aniak",35.6741016902664,1258.83036647406,10,2018,"Kusko"
210,"Aniak",29.0392213324108,1588.99209773626,10,2018,"Kusko"
211,"Kwethluk",44.5413685443306,1055.73115514039,9,2018,"Kusko"
212,"Holitna",25.1179631152079,2985.84402335675,12,2018,"Kusko"
213,"Middle Kusko Main",21.3712403650049,2089.6468055141,10,2018,"Kusko"
214,"Aniak",35.8097938316209,1324.52395232756,10,2018,"Kusko"
215,"Hoholitna",24.6551633121335,2701.80366262728,14,2018,"Kusko"
216,"Kwethluk",63.4631600924964,717.756644841725,7,2018,"Kusko"
217,"E. Fork Kuskokwim",52.2642259715318,190.959243235067,5,2018,"Kusko"
218,"Kwethluk",50.8434129028289,441.221262166066,9,2018,"Kusko"
219,"Kisaralik",23.4364465530663,798.897182398804,14,2018,"Kusko"
220,"Aniak",25.49973347876,845.593436258878,10,2018,"Kusko"
221,"Aniak",34.8575478410225,621.215631714003,10,2018,"Kusko"
222,"Holitna",25.6447547148419,1366.05402754017,13,2018,"Kusko"
223,"Swift",27.2173809231574,589.737614445186,10,2018,"Kusko"
224,"Aniak",30.6623233671873,708.505292736547,10,2018,"Kusko"
225,"Aniak",24.8745594531491,1609.9268489305,10,2018,"Kusko"
226,"Kisaralik",26.8686691444902,1454.89390687749,14,2018,"Kusko"
227,"Kisaralik",29.6229162531314,1668.6123984187,11,2018,"Kusko"
228,"Big River",21.5691453542385,2133.92374683011,14,2018,"Kusko"
229,"Holitna",21.0015456922536,1905.83617371806,12,2018,"Kusko"
230,"Middle Kusko Main",23.3871614573635,1471.81145405589,11,2018,"Kusko"
231,"Kwethluk",33.4716685958056,2030.67756180444,10,2018,"Kusko"
232,"Aniak",35.1694950828598,2164.22200559259,10,2018,"Kusko"
233,"Aniak",30.9025279474972,2478.99585007703,10,2018,"Kusko"
234,"Aniak",24.9281709171076,2159.59549090931,10,2018,"Kusko"
235,"Kwethluk",43.4672558438734,1231.70394959,9,2018,"Kusko"
236,"Aniak",36.5005410054559,638.71132808619,10,2018,"Kusko"
237,"Kisaralik",24.705717722158,1822.07362823234,11,2018,"Kusko"
238,"Takotna and Nixon Fork",19.3609034026143,3091.12788830502,13,2018,"Kusko"
239,"Kisaralik",26.7610495513539,2361.1611227024,11,2018,"Kusko"
240,"Aniak",20.5936997371221,2598.44159303055,10,2018,"Kusko"
1,"Holitna",19.7828545008506,1345.7352799319,12,2019,"Kusko"
2,"Stony",20.9009437688541,1016.55129564318,12,2019,"Kusko"
3,"Kisaralik",25.0131810087069,2032.10947603775,11,2019,"Kusko"
4,"Big River",26.6712035275055,2208.58338034994,11,2019,"Kusko"
5,"Big River",21.0107270040781,2072.83907072765,14,2019,"Kusko"
6,"Big River",20.5366939074979,900.887371581627,14,2019,"Kusko"
7,"Big River",24.1692739382966,966.95474506079,13,2019,"Kusko"
8,"Big River",21.5551193545904,1461.65708706537,14,2019,"Kusko"
9,"Stony",20.4970151295317,1320.27078756171,13,2019,"Kusko"
10,"Big River",25.8890858053743,1635.54406286815,13,2019,"Kusko"
11,"Stony",21.1433998096933,1313.45446369052,12,2019,"Kusko"
12,"Big River",24.3608707499162,1728.19319070403,13,2019,"Kusko"
13,"Kisaralik",27.8900180548498,1572.56718232505,11,2019,"Kusko"
14,"Big River",24.4169721229063,1768.92596800264,13,2019,"Kusko"
15,"Big River",25.7678258390586,1812.99680069643,13,2019,"Kusko"
16,"Big River",26.9243228572451,1753.97657394624,11,2019,"Kusko"
17,"Big River",22.5198853967589,2078.16147521928,14,2019,"Kusko"
18,"Hoholitna",24.4590384793957,2595.75982962288,15,2019,"Kusko"
19,"Big River",26.6374055808401,2155.94890416214,13,2019,"Kusko"
20,"Swift",28.5318358623321,1404.30361593393,10,2019,"Kusko"
21,"Aniak",24.3082079495283,1854.74112295487,10,2019,"Kusko"
22,"Hoholitna",19.9972342703579,2012.96906059107,16,2019,"Kusko"
23,"Kwethluk",50.8430660035278,920.729810161719,9,2019,"Kusko"
24,"Big River",22.0927189502723,1952.87713038695,14,2019,"Kusko"
25,"Holitna",24.9109147763428,2824.18016317467,12,2019,"Kusko"
26,"Hoholitna",24.6206245700733,2540.19023824588,14,2019,"Kusko"
27,"Swift",31.8151200296008,782.476186101395,7,2019,"Kusko"
28,"Stony",18.4773465481553,1089.79350328603,13,2019,"Kusko"
29,"Big River",27.0225030358347,1310.66164587921,11,2019,"Kusko"
30,"Big River",25.7657049877356,1353.37357571223,13,2019,"Kusko"
31,"Big River",21.6005044087585,1200.62301883396,14,2019,"Kusko"
32,"Big River",24.2588359715112,1271.52566569241,13,2019,"Kusko"
33,"Kisaralik",29.5878091678686,974.946411234565,12,2019,"Kusko"
34,"Holitna",24.468082971872,1747.33123775809,13,2019,"Kusko"
35,"Big River",26.9413270327136,1310.10229703284,11,2019,"Kusko"
36,"Aniak",37.0584536853519,729.638286026245,10,2019,"Kusko"
37,"Big River",24.2690530428332,1286.16056413324,13,2019,"Kusko"
38,"Kwethluk",54.249037508258,534.604894039519,9,2019,"Kusko"
39,"Middle Kusko Main",23.1509497154482,1209.25617311334,11,2019,"Kusko"
40,"Kisaralik",29.9233669466713,1101.67571150985,12,2019,"Kusko"
41,"Takotna and Nixon Fork",18.171562292794,1103.3897144449,13,2019,"Kusko"
42,"Aniak",34.8607916445119,800.350938671716,10,2019,"Kusko"
43,"Swift",29.042688116851,848.289146976427,10,2019,"Kusko"
44,"Kisaralik",24.6628425967773,1195.05059834494,11,2019,"Kusko"
45,"Kisaralik",23.5813068448534,1230.92357403397,11,2019,"Kusko"
46,"Kwethluk",56.3888300207416,509.679978852765,8,2019,"Kusko"
47,"Aniak",24.9936165630278,1112.95264859724,10,2019,"Kusko"
48,"Big River",23.4921057916967,1225.81506699299,13,2019,"Kusko"
49,"Stony",19.7274811632286,1093.3384768152,14,2019,"Kusko"
50,"Big River",22.3447394284124,1204.82868078946,14,2019,"Kusko"
51,"Stony",21.1493862739204,1085.77679813777,14,2019,"Kusko"
52,"E. Fork Kuskokwim",42.3618693325194,137.86407162336,5,2019,"Kusko"
53,"Kwethluk",56.9856013735655,680.70533217668,8,2019,"Kusko"
54,"Big River",24.3481124117129,1748.75895084754,13,2019,"Kusko"
55,"Big River",22.8568745321017,1642.72618571181,14,2019,"Kusko"
56,"Big River",26.3507572958957,1709.19183721639,11,2019,"Kusko"
57,"Hoholitna",18.4861569492291,1616.5761012669,16,2019,"Kusko"
58,"Aniak",24.4345327108313,1532.36339860282,10,2019,"Kusko"
59,"Big River",26.0032603449661,1603.58774477066,13,2019,"Kusko"
60,"Big River",26.9023525922113,1557.1963541344,11,2019,"Kusko"
61,"Hoholitna",23.3516663894983,1675.04573979191,15,2019,"Kusko"
62,"Big River",23.8666213450538,1498.96473821514,13,2019,"Kusko"
63,"Big River",26.2645706762214,1494.79030691069,11,2019,"Kusko"
64,"Stony",20.1803259315258,1279.71326428103,14,2019,"Kusko"
65,"Big River",23.4765470854962,1470.99333817569,13,2019,"Kusko"
66,"Holitna",25.1179138229278,2083.81242871461,12,2019,"Kusko"
67,"Big River",22.5117898020471,2244.82088923745,14,2019,"Kusko"
68,"Middle Kusko Main",23.084648827891,2253.65558940539,11,2019,"Kusko"
69,"E. Fork Kuskokwim",52.277644101624,209.191527094789,5,2019,"Kusko"
70,"N. Fork Kusko",54.2306643192591,214.365964849597,3,2019,"Kusko"
71,"Swift",26.2684250878449,2086.9770890597,11,2019,"Kusko"
72,"Holitna",25.6279239818665,3308.4757313296,13,2019,"Kusko"
73,"Hoholitna",24.8184987504093,2471.97275707247,14,2019,"Kusko"
74,"Middle Kusko Main",22.9976145891022,1876.95183787523,11,2019,"Kusko"
75,"Holitna",20.1483162203638,2046.06742992872,12,2019,"Kusko"
76,"Aniak",25.2627109982112,1683.37379374101,10,2019,"Kusko"
77,"Holitna",24.65526422987,2724.8055182382,13,2019,"Kusko"
78,"Takotna and Nixon Fork",19.12755595767,1394.08811597273,13,2019,"Kusko"
79,"Big River",26.6858144228688,1558.65125492198,11,2019,"Kusko"
80,"Swift",26.618251195362,341.361777055098,7,2019,"Kusko"
81,"E. Fork Kuskokwim",45.9759465589672,151.550149485054,5,2019,"Kusko"
82,"Big River",25.8078808696933,1610.92230644376,13,2019,"Kusko"
83,"Takotna and Nixon Fork",19.1259913784421,1393.97740769579,13,2019,"Kusko"
84,"Swift",31.6821009162534,579.707224594294,7,2019,"Kusko"
85,"Big River",24.3822637691782,1576.61226498478,13,2019,"Kusko"
86,"Hoholitna",18.3416983958593,1422.04042175951,16,2019,"Kusko"
87,"Swift",28.1194169001664,249.395208204415,7,2019,"Kusko"
88,"Holitna",24.5840863451085,3157.0551132042,12,2019,"Kusko"
89,"Big River",26.7712317829025,2407.55617874771,13,2019,"Kusko"
90,"Big River",25.8632530558435,2269.88912316759,11,2019,"Kusko"
91,"Big River",22.3276415730548,1308.18127945436,14,2019,"Kusko"
92,"Kwethluk",46.3178121454689,660.023639402894,9,2019,"Kusko"
93,"Kisaralik",24.9624993957908,1078.41019804735,14,2019,"Kusko"
94,"Holitna",24.8988133698455,1935.1998782199,13,2019,"Kusko"
95,"Stony",21.1157652194925,1165.36085839211,12,2019,"Kusko"
96,"Holitna",24.8989243116642,1935.22331370041,13,2019,"Kusko"
97,"Big River",24.5302220197074,1452.77849836235,13,2019,"Kusko"
98,"Middle Kusko Main",23.1671942446433,1319.95545353706,11,2019,"Kusko"
99,"Big River",25.7738388420989,1347.56711025294,11,2019,"Kusko"
100,"Big River",21.6386572682121,1298.4083112154,14,2019,"Kusko"
101,"Aniak",34.856573034718,869.394514680492,10,2019,"Kusko"
102,"Aniak",35.7517431008429,2083.94990120489,10,2019,"Kusko"
103,"Aniak",36.2926673576334,2136.44106628938,10,2019,"Kusko"
104,"Aniak",32.3799628305456,2468.54185401823,10,2019,"Kusko"
105,"Big River",19.0387691749893,3279.23171641613,14,2019,"Kusko"
106,"Takotna and Nixon Fork",19.1131774224435,3287.01962889436,13,2019,"Kusko"
107,"Kwethluk",67.5561612085406,796.51850791616,4,2019,"Kusko"
108,"Kisaralik",26.6925724853482,2739.97282677841,14,2019,"Kusko"
109,"Big River",24.1717489148461,3594.7958204204,13,2019,"Kusko"
110,"Big River",22.6590645414958,3413.95915107429,14,2019,"Kusko"
111,"Kisaralik",27.8069333708534,3308.79120854363,11,2019,"Kusko"
112,"Big River",26.0432532438551,1788.63822846031,13,2019,"Kusko"
113,"Holitna",22.7805664027698,2202.52424611316,12,2019,"Kusko"
114,"Stony",18.4452120550391,1461.24741650513,13,2019,"Kusko"
115,"Kwethluk",47.3826547540854,793.138889333054,9,2019,"Kusko"
116,"Hoholitna",18.4881931522917,1584.68393582591,16,2019,"Kusko"
117,"Holitna",25.5907681997478,2323.83668929036,12,2019,"Kusko"
118,"Hoholitna",20.2682136442892,1674.5100378629,15,2019,"Kusko"
119,"Kwethluk",65.9762864183435,193.257480553584,3,2019,"Kusko"
120,"Hoholitna",24.6425722597369,2167.83061066399,14,2019,"Kusko"
121,"Holitna",19.9372111594181,1940.54891884798,12,2019,"Kusko"
122,"Swift",33.0521501050231,564.817384187987,7,2019,"Kusko"
123,"Middle Kusko Main",21.3668135726083,1631.87547254053,10,2019,"Kusko"
124,"Swift",27.3058815733455,1200.25427416314,10,2019,"Kusko"
125,"Aniak",23.8962253165905,1510.14294560761,10,2019,"Kusko"
126,"Big River",23.3029248153624,1591.86923987851,14,2019,"Kusko"
127,"Holitna",20.1034810199132,1711.76734864483,12,2019,"Kusko"
128,"Takotna and Nixon Fork",19.5919958708558,3665.39471564439,13,2019,"Kusko"
129,"Big River",22.5797895396707,3602.68349995269,14,2019,"Kusko"
130,"Hoholitna",22.8423217058112,4223.44407405629,15,2019,"Kusko"
131,"Holitna",25.0199115946455,5369.92739011065,13,2019,"Kusko"
132,"Aniak",25.5701940431782,3259.71352320846,10,2019,"Kusko"
133,"Kwethluk",52.099635344855,1655.37442672871,9,2019,"Kusko"
134,"Middle Kusko Main",22.8111828946503,3684.69762784022,11,2019,"Kusko"
135,"Takotna and Nixon Fork",19.9491495427424,3502.8109900106,13,2019,"Kusko"
136,"Aniak",28.7553183748304,2629.5463151089,10,2019,"Kusko"
137,"Aniak",35.1146172271534,2076.64393059902,10,2019,"Kusko"
138,"Aniak",26.4358486115404,3010.48206925046,10,2019,"Kusko"
139,"Aniak",22.6180491197757,3319.72046749349,10,2019,"Kusko"
140,"Aniak",25.6272330639474,3029.25046058675,10,2019,"Kusko"
141,"Big River",25.8461983516074,3768.19900883522,13,2019,"Kusko"
142,"Holitna",23.7288535248128,4713.88810144277,12,2019,"Kusko"
143,"Aniak",34.6622536727857,2072.94376065364,10,2019,"Kusko"
144,"Big River",26.709119852402,3645.75080425469,11,2019,"Kusko"
145,"Aniak",25.0303590461128,3063.86457045453,10,2019,"Kusko"
146,"Middle Kusko Main",22.0416418085606,4261.41909929378,10,2019,"Kusko"
147,"Holitna",25.2636044118098,6069.38394362875,12,2019,"Kusko"
148,"Hoholitna",23.5858456236552,4859.22413178548,15,2019,"Kusko"
149,"Big River",23.115044615943,4219.86281785267,14,2019,"Kusko"
150,"Kisaralik",23.6518363683233,4251.92798518707,11,2019,"Kusko"
151,"Swift",29.103259686093,2885.64532025338,10,2019,"Kusko"
152,"Kisaralik",28.1945051850104,4044.21317220053,11,2019,"Kusko"
153,"Holitna",23.5457154502171,5887.38038579502,12,2019,"Kusko"
154,"Aniak",28.8395261787789,3263.97738479406,10,2019,"Kusko"
155,"Stony",19.2009828883566,3800.74184318707,13,2019,"Kusko"
156,"Hoholitna",24.1894222556837,5937.06706799227,14,2019,"Kusko"
157,"Stony",20.9856226815131,3741.11332597883,12,2019,"Kusko"
158,"Aniak",28.0209829823873,3464.54544721306,10,2019,"Kusko"
159,"Holitna",25.6098920929736,5872.94080426709,13,2019,"Kusko"
160,"Middle Kusko Main",23.0151475724178,4048.21994013214,11,2019,"Kusko"
161,"Holitna",24.9639967487678,5981.63224535829,13,2019,"Kusko"
162,"Kwethluk",57.8126748010387,1649.62503966181,8,2019,"Kusko"
163,"Holitna",20.0098750403018,4734.9706625752,12,2019,"Kusko"
164,"Aniak",27.3329703501452,3416.48764942032,10,2019,"Kusko"
165,"Holitna",25.6453794785155,2492.08991634421,13,2019,"Kusko"
166,"Kisaralik",29.793815763396,1596.97792635976,11,2019,"Kusko"
167,"Hoholitna",23.9184147215306,2455.77494206666,14,2019,"Kusko"
168,"Takotna and Nixon Fork",18.7536474918607,1607.43465860702,13,2019,"Kusko"
169,"Takotna and Nixon Fork",19.1354418066914,1647.09802138668,13,2019,"Kusko"
170,"Holitna",24.6808512655944,2481.84325301468,13,2019,"Kusko"
171,"Big River",23.903162564806,1795.95448526759,13,2019,"Kusko"
172,"Kisaralik",29.8932192350565,1596.44045680665,12,2019,"Kusko"
173,"Aniak",24.8510344523933,1553.12247569037,10,2019,"Kusko"
174,"Big River",24.4207525842959,1853.90040575196,13,2019,"Kusko"
175,"N. Fork Kusko",65.4337684537233,156.493301886436,2,2019,"Kusko"
176,"Hoholitna",24.535094395676,2309.68707762802,14,2019,"Kusko"
177,"Takotna and Nixon Fork",18.5738941687697,1561.90942734231,13,2019,"Kusko"
178,"Big River",25.1490972537108,1946.51523453838,13,2019,"Kusko"
179,"Hoholitna",24.5368478230717,2217.77013335222,14,2019,"Kusko"
180,"Kwethluk",67.4245812584497,476.015183944638,6,2019,"Kusko"
181,"Aniak",24.836368575683,1551.69027791927,10,2019,"Kusko"
182,"Holitna",25.6792756674991,3463.52759738054,13,2019,"Kusko"
183,"Kisaralik",26.8669949077388,1945.94058539341,14,2019,"Kusko"
184,"Kisaralik",24.1353477998876,2400.2124981185,11,2019,"Kusko"
185,"Takotna and Nixon Fork",19.8381780037932,2304.96720338736,13,2019,"Kusko"
186,"Aniak",33.8300770855955,1635.89798792582,10,2019,"Kusko"
187,"Big River",25.1844904484649,2698.39847227674,13,2019,"Kusko"
188,"Big River",19.9147799655407,2325.36513316823,14,2019,"Kusko"
189,"Takotna and Nixon Fork",18.7105880758325,2239.44695394882,13,2019,"Kusko"
190,"Aniak",27.5615705224409,1992.57920278791,10,2019,"Kusko"
191,"Aniak",32.4094635459352,2636.04528956624,10,2019,"Kusko"
192,"Aniak",28.1363657226669,2942.89468140094,10,2019,"Kusko"
193,"Aniak",36.9640907954884,2200.95273543628,10,2019,"Kusko"
194,"Hoholitna",24.6202473604231,4329.890141454,15,2019,"Kusko"
195,"Holitna",25.2695904939028,5361.83854735118,13,2019,"Kusko"
196,"Holitna",25.0200914975247,5379.48382379703,13,2019,"Kusko"
197,"Aniak",32.4168129807752,1447.72701053091,10,2019,"Kusko"
198,"Aniak",30.5246209870785,1515.18832265032,10,2019,"Kusko"
199,"Aniak",23.8872172764223,1913.6145004441,10,2019,"Kusko"
200,"Swift",29.1956357348088,1389.49955076097,10,2019,"Kusko"
201,"Holitna",23.7880558004149,2777.02198756017,12,2019,"Kusko"
202,"Aniak",27.9447335183744,1649.12307595608,10,2019,"Kusko"
203,"Holitna",25.5908464638836,2892.78608289859,12,2019,"Kusko"
204,"Aniak",22.9363791937431,1925.45909998008,10,2019,"Kusko"
205,"Kisaralik",27.2850520055887,1606.01442481655,14,2019,"Kusko"
206,"Aniak",25.019701660239,1847.509233624,10,2019,"Kusko"
207,"Kisaralik",29.8733478895962,1046.0811231937,12,2019,"Kusko"
208,"Aniak",28.0949322531385,948.893060546393,10,2019,"Kusko"
209,"Middle Kusko Main",22.6600327512744,1180.33032946922,11,2019,"Kusko"
210,"Aniak",30.5027207317369,876.158931373384,10,2019,"Kusko"
211,"Aniak",28.2553862036588,931.668576948431,10,2019,"Kusko"
212,"Aniak",23.841644356864,1102.61081199981,10,2019,"Kusko"
213,"Swift",26.778270255713,1038.94257284955,10,2019,"Kusko"
214,"Big River",25.0441907887973,1315.13106223827,13,2019,"Kusko"
215,"Kwethluk",64.977080269722,163.569363264387,4,2019,"Kusko"
216,"Holitna",24.5658855862952,1679.73611094387,13,2019,"Kusko"
217,"Aniak",36.6004189480313,698.205023249637,10,2019,"Kusko"
218,"Stony",21.1869175804134,1029.88676696105,12,2019,"Kusko"
219,"Holitna",23.9752507411509,1622.57032640748,12,2019,"Kusko"
220,"Holitna",21.1635289688632,1487.77880538094,12,2019,"Kusko"
221,"Big River",22.2874977493285,1355.29133487807,14,2019,"Kusko"
222,"Aniak",36.2071401192751,832.000192108902,10,2019,"Kusko"
223,"Holitna",25.4560417436166,1991.90512852749,13,2019,"Kusko"
224,"Takotna and Nixon Fork",18.5533278243948,1286.84742642679,13,2019,"Kusko"
225,"Kisaralik",18.5078184836212,1332.13189298386,16,2019,"Kusko"
226,"Kwethluk",68.1152607632585,209.040718490044,4,2019,"Kusko"
227,"Kwethluk",49.356141292042,414.77941008395,9,2019,"Kusko"
228,"Aniak",35.7495384724975,589.957547448167,10,2019,"Kusko"
229,"Aniak",32.0831276846774,604.131723554533,10,2019,"Kusko"
1,"Holitna",24.3373719423174,2685.00447074931,14,2020,"Kusko"
2,"Swift",26.5270206261304,1365.2113701162,11,2020,"Kusko"
3,"Big River",25.8492596590628,2655.22369214387,13,2020,"Kusko"
4,"Swift",29.1117437001346,1638.51818200855,10,2020,"Kusko"
5,"Swift",26.2686351415627,1992.26055665316,10,2020,"Kusko"
6,"Swift",26.4359386142897,570.291405758853,7,2020,"Kusko"
7,"Swift",26.8714867312411,616.232454717217,7,2020,"Kusko"
8,"Big River",26.8766234200077,1287.75482039907,11,2020,"Kusko"
9,"Big River",23.3293049046694,1200.52818500316,13,2020,"Kusko"
10,"Big River",27.0873692906459,1282.5732657782,11,2020,"Kusko"
11,"Aniak",22.0742206797756,1157.75030864027,10,2020,"Kusko"
12,"Kisaralik",29.4137949544279,969.767719366503,12,2020,"Kusko"
13,"Middle Kusko Main",20.6431219405552,1180.59123294031,10,2020,"Kusko"
14,"Big River",24.3836697368649,1351.05005696065,13,2020,"Kusko"
15,"Big River",21.055397631417,1173.55916697535,14,2020,"Kusko"
16,"Aniak",34.6604099961558,2612.57601196178,10,2020,"Kusko"
17,"Aniak",24.1244497929619,3686.20614753913,10,2020,"Kusko"
18,"Big River",26.6373360705075,1519.11354395239,13,2020,"Kusko"
19,"Big River",26.9977468936546,1459.50036136315,11,2020,"Kusko"
20,"Big River",26.7169990780023,1514.7590522503,13,2020,"Kusko"
21,"Swift",30.8410048650611,605.320482538311,8,2020,"Kusko"
22,"Swift",26.6116036209578,1179.66575011278,10,2020,"Kusko"
23,"Big River",25.6504028815518,1355.1317931468,11,2020,"Kusko"
24,"Takotna and Nixon Fork",18.7943436412766,1298.97261482622,13,2020,"Kusko"
25,"Stony",20.8763906519259,1224.74734864644,12,2020,"Kusko"
26,"Big River",23.4732891125909,1717.90371091054,13,2020,"Kusko"
27,"Swift",26.7750039708144,1307.83859434353,10,2020,"Kusko"
28,"Aniak",31.1865523502526,1250.59047112793,10,2020,"Kusko"
29,"Swift",27.3995503513929,365.77480439298,7,2020,"Kusko"
30,"Middle Kusko Main",22.8445974186378,1727.49685130113,11,2020,"Kusko"
31,"Aniak",35.3781200402675,1092.83054046881,10,2020,"Kusko"
32,"Aniak",36.5264957631505,1024.9393900956,10,2020,"Kusko"
33,"N. Fork Kusko",56.3243520441386,164.660217756294,3,2020,"Kusko"
34,"Middle Kusko Main",23.1133925940144,1678.95068493945,11,2020,"Kusko"
35,"Swift",28.2157200769251,1224.40103745612,10,2020,"Kusko"
