year,cluster,closure_protection_pct,n_units,cluster_total_production,cluster_closure_production,offset_label
2017,Cluster 1,21.90942964038818,2,3146.7650585852016,689.4382764590446,+6 days
2017,Cluster 2,14.630225661589296,5,111127.38190590193,16258.186744649603,+6 days
2017,Cluster 3,11.600141542051288,1,51479.38541473646,5971.681573087536,+6 days
2017,Cluster 4,9.650157892249137,4,122699.8567106286,11840.729906139108,+6 days
2017,Cluster 5,9.7567548542674,5,95733.129581944,9340.446767628422,+6 days
2017,Cluster 6,7.019521536749898,2,61696.20682453911,4330.778525406284,+6 days
2018,Cluster 1,52.465249609141736,2,3190.5286265710233,1673.9188077816093,+6 days
2018,Cluster 2,43.804941732381124,5,99586.04311490823,43623.608160069496,+6 days
2018,Cluster 3,26.036879085380487,1,47254.3687764496,12303.562860883974,+6 days
2018,Cluster 4,16.520679209852712,4,108783.17257052967,17971.718974677693,+6 days
2018,Cluster 5,16.52096982876623,5,96028.66338228421,15864.866504354659,+6 days
2018,Cluster 6,15.878796865831637,2,63797.06205051251,10130.205889369447,+6 days
2019,Cluster 1,68.65976802148154,2,2262.47339686705,1553.4089858366497,+6 days
2019,Cluster 2,51.47351304642278,5,111907.6522904602,57602.800001675474,+6 days
2019,Cluster 3,33.22156124432769,1,53151.39148043581,17657.72207288535,+6 days
2019,Cluster 4,27.013648977208014,4,140135.68563663415,37855.762209684064,+6 days
2019,Cluster 5,24.042759479038512,5,96160.90934271505,23119.73614612525,+6 days
2019,Cluster 6,18.46287945365919,2,53205.79589213908,9823.321957925591,+6 days
2020,Cluster 1,49.99083466147813,2,2908.339071656367,1453.9029767069026,+6 days
2020,Cluster 2,30.1375182642169,5,137455.10838695487,41425.55839521766,+6 days
2020,Cluster 3,17.940526026096286,1,55609.05073116319,9976.55621928942,+6 days
2020,Cluster 4,10.527875511756484,4,134967.69354936507,14209.23075796614,+6 days
2020,Cluster 5,17.847343379461947,5,92301.56813075558,16473.377808923964,+6 days
2020,Cluster 6,22.74338843529501,2,49360.14936329551,11226.170501936094,+6 days
2021,Cluster 1,67.42259920002616,2,3300.24191070316,2225.108876084677,+6 days
2021,Cluster 2,41.38613226044251,5,115511.60536182937,47805.785771207105,+6 days
2021,Cluster 3,23.19322185779176,1,51534.665143589875,11952.549220422878,+6 days
2021,Cluster 4,16.405617031417865,4,129669.06930779091,21273.01091883998,+6 days
2021,Cluster 5,12.673196735468675,5,90403.45983865332,11457.008321022948,+6 days
2021,Cluster 6,9.33450354487842,2,53829.34303536333,5024.701933820755,+6 days
2022,Cluster 1,30.938563146123794,2,1992.0609236272762,616.3150267656818,+6 days
2022,Cluster 2,22.41903716854266,5,123157.85987756812,27610.806381933682,+6 days
2022,Cluster 3,15.291302934029389,1,50794.986042324985,7767.215191029858,+6 days
2022,Cluster 4,14.241029012712977,4,125121.7600429754,17818.62614893724,+6 days
2022,Cluster 5,13.0258364300734,5,100531.03471222073,13095.008143074185,+6 days
2022,Cluster 6,12.311040057849674,2,56662.99055023749,6975.803464615312,+6 days
