cluster,doy,mean_cumulative_percent,se_cumulative_percent,sd_cumulative_percent,n_years
Cluster 4,152,0.3338350078107945,0.287822551329606,0.49852328246697863,3
Cluster 4,153,0.6974938202149417,0.6032972725630615,0.8531911850013795,2
Cluster 4,155,0.9911970205800611,0.4888102559519067,0.8466441985694495,3
Cluster 4,156,0.900121640363084,0.42565933683668955,0.601973207105184,2
Cluster 4,158,2.862909303199153,1.0561387783001859,2.1122775566003718,4
Cluster 4,159,1.506537236729483,0.7538707348003311,1.066134217430799,2
Cluster 4,161,5.442541450898575,2.4673345698961673,4.934669139792335,4
Cluster 4,162,5.99202431722232,1.5638073558192556,2.2115575715383997,2
Cluster 4,164,10.246661031743699,3.5496449697590178,7.0992899395180356,4
Cluster 4,165,10.277993563737075,2.897596543663207,4.097820330333912,2
Cluster 4,167,16.85637877300571,3.674829995487233,7.349659990974466,4
Cluster 4,168,13.466746271587175,2.9388707598306905,4.156190886614286,2
Cluster 4,170,27.026814254819605,3.6260339679944233,7.252067935988847,4
Cluster 4,171,21.669402644112886,4.713417341840845,6.665778729955866,2
Cluster 4,173,38.509959339157504,5.6663961040717075,11.332792208143415,4
Cluster 4,174,31.03203114467339,3.6287901101529036,5.131884188783594,2
Cluster 4,176,57.877584807301,6.5622096912433205,13.124419382486641,4
Cluster 4,177,40.40931325318914,4.138461148297022,5.852667883275782,2
Cluster 4,179,72.46274023568559,6.5045228427695685,13.009045685539137,4
Cluster 4,180,59.838974382267814,8.04797311932952,11.38155273496991,2
Cluster 4,182,83.45345627140836,5.588223941650614,11.176447883301227,4
Cluster 4,183,67.0443686621826,11.103433599760475,15.70262638569038,2
Cluster 4,185,88.1648779269204,4.472285574688176,8.944571149376351,4
Cluster 4,186,74.64514239357032,8.303913220333683,11.743506696965138,2
Cluster 4,188,89.6258945464067,2.9259789967576126,5.0679442842635964,3
Cluster 4,189,79.37120084005147,5.9731076557972855,8.447249856343086,2
Cluster 4,191,93.93397336836166,2.237054323189652,3.874691747056085,3
Cluster 4,192,87.38684234776397,3.3973762867125,4.8046156211535624,2
Cluster 4,194,96.22088218345932,1.2255336679956659,2.1226865793547414,3
Cluster 4,195,96.04412295916077,1.4392964614432202,2.0354725760486065,2
Cluster 4,197,97.81430684344912,1.0437458903501744,1.8078209122777165,3
Cluster 4,198,99.78386415701152,0.21613584298848804,0.37435826139279077,3
Cluster 4,200,99.79382518460142,0.20617481539858318,0.2915752201564456,2
Cluster 4,201,100.00000000000003,NA,NA,1
Cluster 4,203,100.00000000000003,NA,NA,1
Cluster 5,152,0.18355602394336482,0.10757717669910759,0.1863291357776691,3
Cluster 5,153,0.7940985917991605,0.46159618659271917,0.6527955874191254,2
Cluster 5,155,0.8095089163387791,0.5089711030561306,0.8815638100775932,3
Cluster 5,156,1.1012693452324256,0.742266630058819,1.0497235351261547,2
Cluster 5,158,1.9753877367552137,0.708910884400645,1.41782176880129,4
Cluster 5,159,2.404090274761136,0.357328504940761,0.5053388179097258,2
Cluster 5,161,5.608513566413747,2.9553125474649145,5.910625094929829,4
Cluster 5,162,7.260360467806862,2.569077532238582,3.633224288879805,2
Cluster 5,164,11.72037437278321,2.942189412958613,5.884378825917226,4
Cluster 5,165,10.558360555602967,2.1441900581298894,3.0323426605128447,2
Cluster 5,167,15.836580148036385,3.0642335134374346,6.128467026874869,4
Cluster 5,168,15.26027005746531,2.587073321996637,3.658674178821262,2
Cluster 5,170,23.62557538441592,3.8502442749328547,7.700488549865709,4
Cluster 5,171,21.37614437067257,0.618187164264869,0.8742486717883421,2
Cluster 5,173,37.88536631771617,8.159609066016387,16.319218132032773,4
Cluster 5,174,36.23732506945255,5.14119816563932,7.270752172694805,2
Cluster 5,176,52.212325871412446,7.543212441155333,15.086424882310666,4
Cluster 5,177,42.922679869748066,4.793379312045313,6.778862032693098,2
Cluster 5,179,68.35930411541733,6.853265895618247,13.706531791236493,4
Cluster 5,180,58.08934803626453,4.178178462527704,5.908836647721846,2
Cluster 5,182,80.4710153569553,6.716414671378299,13.432829342756598,4
Cluster 5,183,70.9234947709163,0.48407810742131113,0.6845898247631182,2
Cluster 5,185,85.59584782366638,5.158976930780118,10.317953861560236,4
Cluster 5,186,77.05382855900547,0.08455122957895611,0.11957349558588093,2
Cluster 5,188,86.40290688734905,2.9878631429869538,5.175130769715837,3
Cluster 5,189,83.00038840189248,0.917382488132759,1.2973747566009228,2
Cluster 5,191,91.37715285374033,2.960294621723057,5.127380690197224,3
Cluster 5,192,89.0672417760237,2.2681728189210513,3.2076807623241654,2
Cluster 5,194,95.13606522276866,1.520259151222095,2.6331660905882055,3
Cluster 5,195,93.56424661090935,0.9574997630790989,1.354109150915487,2
Cluster 5,197,97.68225253045458,0.43791719975392807,0.7584948394820924,3
Cluster 5,198,99.42126615425893,0.578733845741084,1.0023964248832866,3
Cluster 5,200,99.50641822753104,0.49358177246895707,0.6980300367657503,2
Cluster 5,201,100.00000000000003,NA,NA,1
Cluster 5,203,100.00000000000003,NA,NA,1
Cluster 6,152,0.18533209322432626,0.18533209322432626,0.32100460173762474,3
Cluster 6,153,0.4047255543505113,0.3023853962491583,0.4276375284391221,2
Cluster 6,155,0.4822803468450636,0.2512291789321922,0.43514170225436943,3
Cluster 6,156,1.4436296158748698,1.3412894577735166,1.896869742251362,2
Cluster 6,158,1.0895917251452,0.4177723330400885,0.835544666080177,4
Cluster 6,159,2.385139407371194,0.3997796662771927,0.5653738260101958,2
Cluster 6,161,4.437259081695459,2.660533022799705,5.32106604559941,4
Cluster 6,162,7.827256808395651,3.813528529859317,5.393143767423777,2
Cluster 6,164,9.168406621179063,2.3940826490617724,4.788165298123545,4
Cluster 6,165,11.399055211254696,3.913541163842365,5.53458299081126,2
Cluster 6,167,13.418059478522599,2.477771459411485,4.95554291882297,4
Cluster 6,168,16.038945990086717,6.7044424452082945,9.481513434163407,2
Cluster 6,170,21.11456982017765,3.5116955710012894,7.023391142002579,4
Cluster 6,171,21.022372616248454,4.158482387129734,5.880982190768513,2
Cluster 6,173,35.329070972998984,7.807354113941751,15.614708227883503,4
Cluster 6,174,32.411442380074554,4.9916891321578,7.059314469847946,2
Cluster 6,176,47.69120214289849,7.5906755227414155,15.181351045482831,4
Cluster 6,177,39.54351195102477,3.8988152671641347,5.513757428010802,2
Cluster 6,179,64.53393074585665,7.211139860648201,14.422279721296402,4
Cluster 6,180,53.345718405810814,0.6345049489503686,0.8973255041984597,2
Cluster 6,182,77.53049978517484,7.379655297514529,14.759310595029058,4
Cluster 6,183,65.57903147949284,1.8656053233421763,2.6383643503059493,2
Cluster 6,185,83.83866218991727,6.166420178904657,12.332840357809314,4
Cluster 6,186,73.10717967043811,1.9183751426138043,2.7129921444038625,2
Cluster 6,188,84.75331150950122,4.116652070315203,7.130250542869537,3
Cluster 6,189,80.94917788001862,2.57003847422839,3.6345832660744457,2
Cluster 6,191,90.5290847018291,4.250107660646366,7.361402405877209,3
Cluster 6,192,88.0343818011882,3.8281603068326144,5.413836224861033,2
Cluster 6,194,95.35088373662977,1.8910613582459992,3.2754143527122808,3
Cluster 6,195,91.73004763180495,2.6364837046096454,3.7285510120346217,2
Cluster 6,197,97.35076636371974,0.7794701038032029,1.3500818227681342,3
Cluster 6,198,98.67259232916372,1.3274076708362659,2.2991375282450766,3
Cluster 6,200,99.21691944992304,0.78308055007696,1.1074431343494204,2
Cluster 6,201,100,NA,NA,1
Cluster 6,203,100.00000000000003,NA,NA,1
