year,mgmt_river,cluster,total_annual_production,closure_window_production,unit_protection_pct,offset_label
2017,Aniak,Cluster 6,39770.37460844517,2017.4679442102183,5.072790900445309,+3 days (June 14)
2017,Big River,Cluster 2,29831.647233415955,1188.210970275857,3.983055179550666,+3 days (June 14)
2017,E. Fork Kuskokwim,Cluster 1,1459.7391135127998,145.54160017770954,9.97038435364453,+3 days (June 14)
2017,George,Cluster 4,13134.333903231023,441.1413728967697,3.3586885802275033,+3 days (June 14)
2017,Hoholitna,Cluster 4,40988.16942515354,1923.5467731187268,4.692931643681283,+3 days (June 14)
2017,Holitna,Cluster 4,44908.45038801231,2140.0882697853376,4.765446706120603,+3 days (June 14)
2017,Holokuk,Cluster 5,5080.039104499822,384.6391078890487,7.571577698060262,+3 days (June 14)
2017,Kisaralik,Cluster 5,28790.892559330532,2006.547265982148,6.969381938566777,+3 days (June 14)
2017,Kwethluk,Cluster 6,21925.83221609394,672.4625647778084,3.066987643389013,+3 days (June 14)
2017,Middle Kusko Main,Cluster 5,31402.625567134495,1995.7505091700243,6.355361926356712,+3 days (June 14)
2017,N. Fork Kusko,Cluster 1,1687.0259450724016,100.8229111040124,5.976369918820983,+3 days (June 14)
2017,Oskakawlik,Cluster 5,6304.010776114967,393.3206733849975,6.239213214470313,+3 days (June 14)
2017,S. Fork Kusko,Cluster 2,6710.899675557063,335.5220597183176,4.99965840556939,+3 days (June 14)
2017,Stony,Cluster 3,51479.38541473646,2755.249194101775,5.3521408072464265,+3 days (June 14)
2017,Swift,Cluster 2,31065.383302919727,1497.313623313418,4.819878154127558,+3 days (June 14)
2017,Takotna and Nixon Fork,Cluster 4,23668.902994231736,1101.6027178696493,4.654219581440326,+3 days (June 14)
2017,Tatlawiksuk,Cluster 2,12861.891608229227,572.3242374934671,4.449767226519664,+3 days (June 14)
2017,Tuluksak,Cluster 5,24155.561574864176,1694.9043996961743,7.016621801332327,+3 days (June 14)
2017,Upper Kusko Main,Cluster 2,30657.56008577996,1314.9931881644738,4.289294987876134,+3 days (June 14)
2018,Aniak,Cluster 6,37298.36256246659,4196.14724106695,11.250218381676468,+3 days (June 14)
2018,Big River,Cluster 2,28631.95463497547,8343.598531332935,29.140862500322562,+3 days (June 14)
2018,E. Fork Kuskokwim,Cluster 1,1223.6707131823982,374.1551763313891,30.576459197779148,+3 days (June 14)
2018,George,Cluster 4,12101.210568777897,214.7908110610655,1.7749530911828209,+3 days (June 14)
2018,Hoholitna,Cluster 4,35768.62749615817,3088.189681257511,8.633794186229835,+3 days (June 14)
2018,Holitna,Cluster 4,39032.40438098509,2340.176570071714,5.995471217273378,+3 days (June 14)
