year,mgmt_river,cluster,total_annual_production,closure_window_production,unit_protection_pct,offset_label
2017,Aniak,Cluster 6,39770.37460844517,904.6075353177137,2.274576350421456,-3 days
2017,Big River,Cluster 2,29831.647233415955,0,0,-3 days
2017,E. Fork Kuskokwim,Cluster 1,1459.7391135127998,0,0,-3 days
2017,George,Cluster 4,13134.333903231023,0,0,-3 days
2017,Hoholitna,Cluster 4,40988.16942515354,0,0,-3 days
2017,Holitna,Cluster 4,44908.45038801231,202.0176066420049,0.44984319186379834,-3 days
2017,Holokuk,Cluster 5,5080.039104499822,171.71157615000865,3.380123117515161,-3 days
2017,Kisaralik,Cluster 5,28790.892559330532,439.7436522318435,1.5273706826755937,-3 days
2017,Kwethluk,Cluster 6,21925.83221609394,278.7858719878425,1.2714950531419684,-3 days
2017,Middle Kusko Main,Cluster 5,31402.625567134495,554.9342304635767,1.767158702310428,-3 days
2017,N. Fork Kusko,Cluster 1,1687.0259450724016,0,0,-3 days
2017,Oskakawlik,Cluster 5,6304.010776114967,124.28913048514318,1.971588166632863,-3 days
2017,S. Fork Kusko,Cluster 2,6710.899675557063,0,0,-3 days
2017,Stony,Cluster 3,51479.38541473646,358.26541531912676,0.695939573545433,-3 days
2017,Swift,Cluster 2,31065.383302919727,0,0,-3 days
2017,Takotna and Nixon Fork,Cluster 4,23668.902994231736,0,0,-3 days
2017,Tatlawiksuk,Cluster 2,12861.891608229227,0,0,-3 days
2017,Tuluksak,Cluster 5,24155.561574864176,569.0613462003663,2.3558191534347137,-3 days
2017,Upper Kusko Main,Cluster 2,30657.56008577996,0,0,-3 days
2018,Aniak,Cluster 6,37298.36256246659,301.0584175115533,0.8071625584295996,-3 days
2018,Big River,Cluster 2,28631.95463497547,1924.894875017347,6.7228902097588,-3 days
2018,E. Fork Kuskokwim,Cluster 1,1223.6707131823982,69.22444816634354,5.6571140765730705,-3 days
2018,George,Cluster 4,12101.210568777897,207.91842413528403,1.7181621867793162,-3 days
2018,Hoholitna,Cluster 4,35768.62749615817,1112.4686235106951,3.1101797899015913,-3 days
2018,Holitna,Cluster 4,39032.40438098509,580.9105741776037,1.4882777102519422,-3 days
2018,Holokuk,Cluster 5,5505.225038006484,32.974956765111884,0.5989756374619076,-3 days
2018,Kisaralik,Cluster 5,29732.644568583837,89.96759723686074,0.302588614441389,-3 days
2018,Kwethluk,Cluster 6,26498.699488045924,82.58171517054232,0.311644408088014,-3 days
2018,Middle Kusko Main,Cluster 5,33011.000459551644,480.1008241474101,1.4543661732872268,-3 days
2018,N. Fork Kusko,Cluster 1,1966.857913388625,79.6808289175752,4.051173619364102,-3 days
2018,Oskakawlik,Cluster 5,5731.199352056071,63.72868116628756,1.111960642992201,-3 days
2018,S. Fork Kusko,Cluster 2,5802.59815200685,293.70868582164724,5.061675444818921,-3 days
2018,Stony,Cluster 3,47254.3687764496,1350.1806248119335,2.857260947023442,-3 days
2018,Swift,Cluster 2,27377.517241431226,1611.3101426301723,5.88552325041267,-3 days
2018,Takotna and Nixon Fork,Cluster 4,21880.93012460851,488.2954714851394,2.231602901267781,-3 days
2018,Tatlawiksuk,Cluster 2,11096.95633868616,780.10664180912,7.029915393012008,-3 days
2018,Tuluksak,Cluster 5,22048.59396408618,248.42160526582575,1.1267004402660183,-3 days
2018,Upper Kusko Main,Cluster 2,26677.016747808524,1287.6712237351162,4.8268936362267585,-3 days
2019,Aniak,Cluster 6,34613.900831844,576.0722347031391,1.6642800171576317,-3 days
2019,Big River,Cluster 2,30962.13516316342,4838.646036793488,15.627623906732923,-3 days
2019,E. Fork Kuskokwim,Cluster 1,876.6654851578895,10.835087444239017,1.235943199279437,-3 days
2019,George,Cluster 4,15856.85352045422,324.92551996724654,2.0491172447807227,-3 days
2019,Hoholitna,Cluster 4,48681.33437064839,2892.991445398479,5.94271188906186,-3 days
2019,Holitna,Cluster 4,49506.500428426385,1381.0664398468837,2.7896668677753724,-3 days
2019,Holokuk,Cluster 5,5546.392119738518,171.1083553447308,3.0850389163036245,-3 days
2019,Kisaralik,Cluster 5,26356.244708210765,1061.455617804273,4.027340122068292,-3 days
2019,Kwethluk,Cluster 6,18591.89506029508,309.81444165552216,1.666395171932543,-3 days
2019,Middle Kusko Main,Cluster 5,32707.32032857258,1845.041016038564,5.641064439102847,-3 days
2019,N. Fork Kusko,Cluster 1,1385.8079117091602,123.87403316683316,8.938759269605804,-3 days
2019,Oskakawlik,Cluster 5,6514.924624906835,161.8595728847706,2.4844427557300444,-3 days
2019,S. Fork Kusko,Cluster 2,6532.464916778971,743.5032526891894,11.381664688002582,-3 days
2019,Stony,Cluster 3,53151.39148043581,4001.8444959526,7.529143423132425,-3 days
2019,Swift,Cluster 2,30236.85610101416,3978.601052989234,13.158117496401319,-3 days
2019,Takotna and Nixon Fork,Cluster 4,26090.997317105142,1795.2804641718303,6.880842623040907,-3 days
2019,Tatlawiksuk,Cluster 2,12041.305891813028,1698.293587499022,14.103898719604027,-3 days
2019,Tuluksak,Cluster 5,25036.027561286344,598.1756406731919,2.3892593951212993,-3 days
2019,Upper Kusko Main,Cluster 2,32134.89021769063,3003.807644280169,9.34749620718025,-3 days
2020,Aniak,Cluster 6,30714.68648879871,698.4947597508925,2.2741393111911643,-3 days
2020,Big River,Cluster 2,39688.00588315822,3584.8617873677676,9.032607478243243,-3 days
2020,E. Fork Kuskokwim,Cluster 1,1066.3817807964813,228.3936891321351,21.41762858716019,-3 days
2020,George,Cluster 4,15070.094653723414,272.0829217470031,1.8054493219774088,-3 days
2020,Hoholitna,Cluster 4,47593.84183018931,1249.8128366967237,2.6259969538831247,-3 days
2020,Holitna,Cluster 4,45513.60936536765,885.3894824987389,1.9453290891327375,-3 days
2020,Holokuk,Cluster 5,5257.448909155946,129.20400503059548,2.457541809024226,-3 days
2020,Kisaralik,Cluster 5,23963.922469353103,587.5576689350966,2.4518426383932357,-3 days
2020,Kwethluk,Cluster 6,18645.4628744968,281.48177385184346,1.5096529152775995,-3 days
2020,Middle Kusko Main,Cluster 5,33266.563653840196,1069.776027901891,3.2157695607926104,-3 days
2020,N. Fork Kusko,Cluster 1,1841.957290859886,222.0678651483546,12.056081118183041,-3 days
2020,Oskakawlik,Cluster 5,6093.631536715959,147.0340877887583,2.412913989020075,-3 days
2020,S. Fork Kusko,Cluster 2,7950.595483697549,668.7079354905777,8.410790573633669,-3 days
2020,Stony,Cluster 3,55609.05073116319,1926.9462826130896,3.4651666541274606,-3 days
2020,Swift,Cluster 2,38095.347712373594,3463.953096205957,9.092850713319109,-3 days
2020,Takotna and Nixon Fork,Cluster 4,26790.147700084697,643.5352630373135,2.402134061527697,-3 days
2020,Tatlawiksuk,Cluster 2,15597.079018842218,1746.7462968901084,11.199188609482153,-3 days
2020,Tuluksak,Cluster 5,23720.00156169037,615.2610466656851,2.593849098472991,-3 days
2020,Upper Kusko Main,Cluster 2,36124.080288883306,2682.4322199707303,7.42560695945583,-3 days
2021,Aniak,Cluster 6,33561.199185970305,776.7195658129159,2.314337939800466,-3 days
2021,Big River,Cluster 2,32539.399408267065,2738.149892787971,8.414875328314473,-3 days
2021,E. Fork Kuskokwim,Cluster 1,1312.0895319432675,37.9195011401314,2.8900086630499064,-3 days
2021,George,Cluster 4,14505.1000163322,0,0,-3 days
2021,Hoholitna,Cluster 4,45233.33540029494,405.748508652752,0.8970121373143451,-3 days
2021,Holitna,Cluster 4,46296.47699680235,217.45538893386757,0.4697018067895037,-3 days
2021,Holokuk,Cluster 5,4282.746396093827,87.4871092092954,2.0427805225424964,-3 days
2021,Kisaralik,Cluster 5,28188.605554109385,696.160555502337,2.469652335820668,-3 days
2021,Kwethluk,Cluster 6,20268.14384939302,722.3840755985368,3.564135329640313,-3 days
2021,Middle Kusko Main,Cluster 5,29828.98707025111,781.99861945431,2.6216063509384426,-3 days
2021,N. Fork Kusko,Cluster 1,1988.1523787598928,120.58554657255146,6.065206463086422,-3 days
2021,Oskakawlik,Cluster 5,5787.379803834946,57.868900367489246,0.9999153732599859,-3 days
2021,S. Fork Kusko,Cluster 2,6619.108425767423,428.792833562264,6.4781055994342545,-3 days
2021,Stony,Cluster 3,51534.665143589875,1284.4758872635723,2.492450244286377,-3 days
2021,Swift,Cluster 2,31862.170093041874,2418.230232799481,7.5896595421401605,-3 days
2021,Takotna and Nixon Fork,Cluster 4,23634.156894361415,352.7717504564176,1.4926352229665576,-3 days
2021,Tatlawiksuk,Cluster 2,12827.026054502758,1172.5983257464914,9.141622701661749,-3 days
2021,Tuluksak,Cluster 5,22315.741014364048,226.82827003904063,1.0164496437426718,-3 days
2021,Upper Kusko Main,Cluster 2,31663.901380250252,1814.9572231247685,5.731944403593971,-3 days
2022,Aniak,Cluster 6,36084.00661765691,98.54020013623702,0.2730855283903494,-3 days
2022,Big River,Cluster 2,33914.91021786193,1363.179366320549,4.0194102168155075,-3 days
2022,E. Fork Kuskokwim,Cluster 1,625.9184881650452,53.78364350333277,8.592755210188141,-3 days
2022,George,Cluster 4,13562.587906548066,720.9115283205329,5.315442253999874,-3 days
2022,Hoholitna,Cluster 4,41606.67143322253,2059.815948706745,4.950686699397928,-3 days
2022,Holitna,Cluster 4,45330.59370422714,1899.78636550648,4.19095849020244,-3 days
2022,Holokuk,Cluster 5,5403.854980940608,0,0,-3 days
2022,Kisaralik,Cluster 5,31141.738863508912,120.35279937765884,0.3864678202625517,-3 days
2022,Kwethluk,Cluster 6,20578.983932580584,0,0,-3 days
2022,Middle Kusko Main,Cluster 5,33764.02419161091,352.4810198318093,1.0439544108589627,-3 days
2022,N. Fork Kusko,Cluster 1,1366.1424354622309,77.6333362558231,5.682667798073051,-3 days
2022,Oskakawlik,Cluster 5,6333.941909719445,127.36652036342848,2.0108570962418257,-3 days
2022,S. Fork Kusko,Cluster 2,7218.992807188064,363.8516109107323,5.040199105731752,-3 days
2022,Stony,Cluster 3,50794.986042324985,1510.626675399723,2.9739680883876836,-3 days
2022,Swift,Cluster 2,33865.78879755358,1615.4298588638928,4.770093702883393,-3 days
2022,Takotna and Nixon Fork,Cluster 4,24621.906998977665,984.2831659843056,3.9975911127646384,-3 days
2022,Tatlawiksuk,Cluster 2,14231.17525285074,688.710496581966,4.839449197591787,-3 days
2022,Tuluksak,Cluster 5,23887.474766440868,420.2165044765536,1.7591499670233417,-3 days
2022,Upper Kusko Main,Cluster 2,33926.99280211381,1673.5792232304466,4.932884069601874,-3 days
