year,doy,cluster,cluster_interval_production,cluster_cumulative_production,cluster_annual_total,cluster_cumulative_percent
2017,179,Cluster 6,8571.201211164585,31349.245128142647,61696.206824539004,50.81227313909
2018,179,Cluster 1,341.3083668201117,2708.5642525220946,3190.528626571022,84.89390221936632
2018,179,Cluster 2,6946.760732493332,80420.67692517526,99586.04311490824,80.75496767391505
2018,179,Cluster 3,5428.463998600881,32770.38873245269,47254.36877644959,69.3489080078129
2018,179,Cluster 4,10779.53016356763,71467.68951115938,108783.17257052957,65.69737563484215
2018,179,Cluster 5,16504.337817409007,63399.69003539112,96028.66338228426,66.0216312529529
2018,179,Cluster 6,10836.350733096006,38291.85310466398,63797.062050512424,60.02134247866421
2019,179,Cluster 1,209.231645384869,2170.782042083758,2262.473396867049,95.94729578211792
2019,179,Cluster 2,9537.67152903187,105635.4803290094,111907.65229046023,94.39522514048352
2019,179,Cluster 3,7235.862339694155,48561.18109956929,53151.39148043584,91.363894240556
2019,179,Cluster 4,20889.97732824048,127996.76062770095,140135.68563663407,91.33773460072916
2019,179,Cluster 5,13259.394783737444,84753.4158688318,96160.909342715,88.13707820375618
2019,179,Cluster 6,7801.921919958939,45124.68282293355,53205.79589213916,84.81159254606781
2022,179,Cluster 1,222.85881724658242,1688.2371097673417,1992.0609236272767,84.7482669703338
2022,179,Cluster 2,15503.215085246491,95576.85254666414,123157.8598775682,77.60515864897096
2022,179,Cluster 3,8496.022432951118,35257.4360809987,50794.986042324905,69.4112526217065
2022,179,Cluster 4,20950.845082525186,88122.8280716035,125121.76004297545,70.42965831150076
2022,179,Cluster 5,17979.936584596275,62700.236179353946,100531.03471222077,62.36903495407072
2022,179,Cluster 6,12368.962508424152,35408.99450702738,56662.99055023754,62.49051481960467
2020,180,Cluster 1,96.85912187020904,2240.802526690102,2908.3390716563663,77.04749932798973
2020,180,Cluster 2,13163.384075645536,90557.56586931371,137455.1083869548,65.8815572094868
2020,180,Cluster 3,7923.1196768587215,31269.195714307338,55609.05073116313,56.23040728653219
2020,180,Cluster 4,20947.187354036105,69901.11987071027,134967.69354936504,51.79100126293825
2020,180,Cluster 5,13431.232519624324,57473.903394618974,92301.56813075565,62.26752649879216
2020,180,Cluster 6,5201.521272761038,26644.71887455062,49360.14936329552,53.98022335476112
2021,180,Cluster 1,103.20650620718993,3062.512649428099,3300.2419107031606,92.79661104526697
2021,180,Cluster 2,13618.453981483592,94379.26440739953,115511.60536182916,81.70543913035009
2021,180,Cluster 3,9412.04049111452,35428.340941232615,51534.66514358986,68.7466210220236
2021,180,Cluster 4,30263.68854304843,88028.37300678995,129669.06930779107,67.8869475015973
2021,180,Cluster 5,14267.355617699222,48737.562534141456,90403.45983865326,53.91116957373686
2021,180,Cluster 6,9186.793857925946,28374.099909796063,53829.343035363316,52.71121345686056
2017,182,Cluster 1,447.61800901121114,2338.56024577922,3146.7650585852066,74.3163281096887
2017,182,Cluster 2,8263.856149221558,89015.5270681907,111127.38190590199,80.10224441674089
2017,182,Cluster 3,5612.332631791869,37930.64421882265,51479.3854147365,73.68122970629835
2017,182,Cluster 4,15665.964068464344,92213.73274516896,122699.85671062849,75.15390418315071
2017,182,Cluster 5,10750.390122689443,65231.60874556782,95733.12958194403,68.13901209584084
2017,182,Cluster 6,7280.400025879719,38629.645154022364,61696.206824539004,62.61267449372242
2018,182,Cluster 1,221.80763888476463,2930.371891406859,3190.528626571022,91.84596768706122
2018,182,Cluster 2,8719.475286050569,89140.15221122582,99586.04311490824,89.51068786654237
2018,182,Cluster 3,5537.185561590377,38307.574294043065,47254.36877644959,81.06673580863621
2018,182,Cluster 4,14189.486712279642,85657.17622343902,108783.17257052957,78.74120068331634
2018,182,Cluster 5,11386.199179223906,74785.88921461503,96028.66338228426,77.87871514664009
2018,182,Cluster 6,8636.926429761506,46928.779534425485,63797.062050512424,73.55946814175991
2019,182,Cluster 1,91.69135478329088,2262.473396867049,2262.473396867049,100
2019,182,Cluster 2,6272.171961450832,111907.65229046023,111907.65229046023,100
2019,182,Cluster 3,4414.066983089826,52975.24808265911,53151.39148043584,99.66860058999289
2019,182,Cluster 4,12046.807505157527,140043.56813285846,140135.68563663407,99.93426549179311
2019,182,Cluster 5,11000.717983498389,95754.13385233018,96160.909342715,99.57698456351419
2019,182,Cluster 6,6940.51821908766,52065.20104202121,53205.79589213916,97.85625826849727
2022,182,Cluster 1,172.29343643027516,1860.530546197617,1992.0609236272767,93.39727134498675
2022,182,Cluster 2,11896.372242289064,107473.22478895322,123157.8598775682,87.26460893019159
2022,182,Cluster 3,5326.466682899736,40583.90276389843,50794.986042324905,79.89745824535105
2022,182,Cluster 4,11955.129444062944,100077.95751566644,125121.76004297545,79.98445472737336
2022,182,Cluster 5,13994.236370691568,76694.47255004551,100531.03471222077,76.28934962182615
2022,182,Cluster 6,7707.913871180754,43116.908378208136,56662.99055023754,76.09359823671959
2020,183,Cluster 1,285.3022312824844,2526.104757972586,2908.3390716563663,86.85729881330208
2020,183,Cluster 2,11188.971612466587,101746.5374817803,137455.1083869548,74.02164872283247
2020,183,Cluster 3,4203.639256025715,35472.83497033305,55609.05073116313,63.78967902513429
2020,183,Cluster 4,5601.069932988886,75502.18980369916,134967.69354936504,55.940935062422106
2020,183,Cluster 5,8436.406136198635,65910.30953081761,92301.56813075565,71.40757287833742
2020,183,Cluster 6,4804.323440598328,31449.04231514895,49360.14936329552,63.713426156150646
2021,183,Cluster 1,17.009363513918288,3079.5220129420172,3300.2419107031606,93.31200852139607
2021,183,Cluster 2,3910.3012892837796,98289.5656966833,115511.60536182916,85.09064122933843
2021,183,Cluster 3,5273.249176827223,40701.59011805984,51534.66514358986,78.97905226443973
2021,183,Cluster 4,13305.154870764376,101333.52787755433,129669.06930779107,78.14780226194296
2021,183,Cluster 5,14942.10721982295,63679.66975396441,90403.45983865326,70.43941666349508
2021,183,Cluster 6,7930.90499375696,36305.004903553025,53829.343035363316,67.44463680283515
2017,185,Cluster 1,276.7756467192544,2615.3358924984745,3146.7650585852066,83.11188931512848
2017,185,Cluster 2,8740.66336331625,97756.19043150694,111127.38190590199,87.9676896503175
2017,185,Cluster 3,2898.7624941348113,40829.40671295746,51479.3854147365,79.31214870578006
2017,185,Cluster 4,5633.617146574083,97847.34989174306,122699.85671062849,79.74528456255918
2017,185,Cluster 5,7117.472230783991,72349.08097635182,95733.12958194403,75.57371339711993
2017,185,Cluster 6,5083.545346273293,43713.190500295656,61696.206824539004,70.85231451037798
2018,185,Cluster 1,59.762010708008575,2990.133902114868,3190.528626571022,93.7190745512437
2018,185,Cluster 2,7120.763509384954,96260.91572061078,99586.04311490824,96.66105079558113
2018,185,Cluster 3,3801.2938670154617,42108.868161058526,47254.36877644959,89.1110584087297
2018,185,Cluster 4,12100.51010511918,97757.6863285582,108783.17257052957,89.86471346492216
2018,185,Cluster 5,4381.418428558841,79167.30764317387,96028.66338228426,82.44133038488066
2018,185,Cluster 6,3457.0950734985017,50385.87460792398,63797.062050512424,78.97836199420922
2019,185,Cluster 1,0,2262.473396867049,2262.473396867049,100
2019,185,Cluster 2,0,111907.65229046023,111907.65229046023,100
2019,185,Cluster 3,176.14339777673013,53151.39148043584,53151.39148043584,100
2019,185,Cluster 4,92.11750377559656,140135.68563663407,140135.68563663407,100
2019,185,Cluster 5,406.77549038480447,96160.909342715,96160.909342715,100
2019,185,Cluster 6,1140.5948501179519,53205.79589213916,53205.79589213916,100
2022,185,Cluster 1,16.66865528574499,1877.199201483362,1992.0609236272767,94.2340256373903
2022,185,Cluster 2,2229.624962014467,109702.84975096768,123157.8598775682,89.07498868527254
2022,185,Cluster 3,2199.0120479507095,42782.91481184914,50794.986042324905,84.22664941023962
2022,185,Cluster 4,3835.055708131924,103913.01322379836,125121.76004297545,83.04951368020036
2022,185,Cluster 5,8121.90017403886,84816.37272408437,100531.03471222077,84.36834751266507
2022,185,Cluster 6,5343.531938876791,48460.44031708493,56662.99055023754,85.52397225508209
2020,186,Cluster 1,132.58456173190177,2658.689319704488,2908.3390716563663,91.41607131077404
2020,186,Cluster 2,8764.513473630039,110511.05095541033,137455.1083869548,80.3979220941769
2020,186,Cluster 3,4939.7169590301855,40412.55192936324,55609.05073116313,72.67261605441536
2020,186,Cluster 4,14037.037083716916,89539.22688741608,134967.69354936504,66.34122917323671
2020,186,Cluster 5,5289.6246447035855,71199.9341755212,92301.56813075565,77.13837978858432
2020,186,Cluster 6,3689.8579297296455,35138.90024487859,49360.14936329552,71.18880452782437
2021,186,Cluster 1,22.16600795896761,3101.688020900985,3300.2419107031606,93.9836564962636
2021,186,Cluster 2,2402.7966363628566,100692.36233304616,115511.60536182916,87.17077562694836
2021,186,Cluster 3,2242.824541066031,42944.41465912587,51534.66514358986,83.3311219534867
2021,186,Cluster 4,6225.7405365968425,107559.26841415117,129669.06930779107,82.94905561390388
2021,186,Cluster 5,5903.219964645366,69582.88971860977,90403.45983865326,76.96927732942655
2021,186,Cluster 6,4080.758360949256,40385.763264502275,53829.343035363316,75.02555481305197
2017,188,Cluster 1,39.44428105652355,2654.780173554998,3146.7650585852066,84.36537600136546
2017,188,Cluster 2,5159.354975280331,102915.54540678728,111127.38190590199,92.61042925849891
2017,188,Cluster 3,3248.8649659957737,44078.271678953235,51479.3854147365,85.62315055598037
2017,188,Cluster 4,7798.274241164903,105645.62413290795,122699.85671062849,86.10085371334971
2017,188,Cluster 5,4802.362651558,77151.44362790982,95733.12958194403,80.59011960104263
2017,188,Cluster 6,3498.228960518214,47211.41946081387,61696.206824539004,76.52240209042485
2018,188,Cluster 1,192.3646850223986,3182.4985871372664,3190.528626571022,99.74831633332231
2018,188,Cluster 2,1313.98080146149,97574.89652207227,99586.04311490824,97.98049352104954
2018,188,Cluster 3,2455.320138611445,44564.18829966997,47254.36877644959,94.30702272311309
2018,188,Cluster 4,6058.159706687293,103815.84603524549,108783.17257052957,95.4337362866821
2018,188,Cluster 5,7747.806522518753,86915.11416569262,96028.66338228426,90.50955319422582
2018,188,Cluster 6,6200.081588782596,56585.95619670658,63797.062050512424,88.69680574303513
2022,188,Cluster 1,31.732420108933297,1908.9316215922952,1992.0609236272767,95.82696989589986
2022,188,Cluster 2,3161.9990565385497,112864.84880750623,123157.8598775682,91.64242454335087
2022,188,Cluster 3,1686.3956121997107,44469.310424048854,50794.986042324905,87.54665349645892
2022,188,Cluster 4,5372.202813538364,109285.21603733672,125121.76004297545,87.34309363918844
2022,188,Cluster 5,3760.5647714739434,88576.93749555832,100531.03471222077,88.10904786677851
2022,188,Cluster 6,1992.698235990676,50453.13855307561,56662.99055023754,89.04072669504399
2020,189,Cluster 1,26.005915198342905,2684.6952349028306,2908.3390716563663,92.31025574242396
2020,189,Cluster 2,5695.885082322299,116206.93603773264,137455.1083869548,84.54173686335056
2020,189,Cluster 3,3547.597621152905,43960.149550516144,55609.05073116313,79.05214883641418
2020,189,Cluster 4,9524.486592585583,99063.71348000166,134967.69354936504,73.39809318425425
2020,189,Cluster 5,4563.9674517398425,75763.90162726105,92301.56813075565,82.08300591375965
2020,189,Cluster 6,3549.16003548506,38688.06028036365,49360.14936329552,78.37913940579018
2021,189,Cluster 1,82.30602584933081,3183.9940467503156,3300.2419107031606,96.47759567031022
2021,189,Cluster 2,4463.521225593871,105155.88355864004,115511.60536182916,91.03490790319223
2021,189,Cluster 3,2191.0698319737858,45135.484491099654,51534.66514358986,87.5827646601364
2021,189,Cluster 4,3105.902119585864,110665.17053373704,129669.06930779107,85.34430849584868
2021,189,Cluster 5,6281.67858544734,75864.56830405712,90403.45983865326,83.91777089002534
2021,189,Cluster 6,4572.082207272562,44957.84547177484,53829.343035363316,83.51921635424692
2017,191,Cluster 1,109.45908895345997,2764.239262508458,3146.7650585852066,87.8438399767686
2017,191,Cluster 2,3048.3195380359466,105963.86494482322,111127.38190590199,95.3535151530421
2017,191,Cluster 3,2056.029279731898,46134.30095868513,51479.3854147365,89.61703910606268
2017,191,Cluster 4,4593.46893007699,110239.09306298495,122699.85671062849,89.84451654492914
2017,191,Cluster 5,4680.667077620627,81832.11070553045,95733.12958194403,85.47940620230656
2017,191,Cluster 6,3402.480461051913,50613.899921865785,61696.206824539004,82.03729617577503
2018,191,Cluster 1,8.030039433755519,3190.528626571022,3190.528626571022,100
2018,191,Cluster 2,1477.8923782293969,99052.78890030168,99586.04311490824,99.46452916701263
2018,191,Cluster 3,1447.9700179938882,46012.15831766386,47254.36877644959,97.37122621473928
2018,191,Cluster 4,2302.6632259171583,106118.50926116265,108783.17257052957,97.55048207695975
2018,191,Cluster 5,3232.809881070989,90147.92404676361,96028.66338228426,93.87605832634598
2018,191,Cluster 6,3668.629258117431,60254.58545482401,63797.062050512424,94.44727314733773
2022,191,Cluster 1,32.20112054721028,1941.1327421395056,1992.0609236272767,97.44344257328046
2022,191,Cluster 2,4888.7691402055,117753.61794771173,123157.8598775682,95.611939071344
2022,191,Cluster 3,3415.101927574193,47884.41235162305,50794.986042324905,94.26995867608542
2022,191,Cluster 4,8838.38572482801,118123.60176216473,125121.76004297545,94.40692148319599
2022,191,Cluster 5,6702.349964175312,95279.28745973363,100531.03471222077,94.7759940325684
2022,191,Cluster 6,3434.8867381835153,53888.025291259124,56662.99055023754,95.10268478237461
2020,192,Cluster 1,104.80433191728605,2789.499566820117,2908.3390716563663,95.91383597619628
2020,192,Cluster 2,10768.312633529102,126975.24867126174,137455.1083869548,92.37579465857986
2020,192,Cluster 3,4131.391070270147,48091.54062078629,55609.05073116313,86.48149894390474
2020,192,Cluster 4,14294.931687026483,113358.64516702814,134967.69354936504,83.98946606105164
2020,192,Cluster 5,4353.000143040502,80116.90177030154,92301.56813075565,86.79906895710249
2020,192,Cluster 6,2876.256422437742,41564.31670280139,49360.14936329552,84.20622149435563
2021,192,Cluster 1,79.59259168130438,3263.58663843162,3300.2419107031606,98.88931559372475
2021,192,Cluster 2,5654.766225186622,110810.64978382665,115511.60536182916,95.9303175094163
2021,192,Cluster 3,3086.6243469747133,48222.10883807437,51534.66514358986,93.57217846223355
2021,192,Cluster 4,7053.880847938726,117719.05138167576,129669.06930779107,90.78421863447639
2021,192,Cluster 5,6705.806547751281,82570.37485180839,90403.45983865326,91.33541459494482
2021,192,Cluster 6,4491.157440556723,49449.00291233156,53829.343035363316,91.86254210802075
2017,194,Cluster 1,117.0238059617484,2881.2630684702062,3146.7650585852066,91.56270057751401
2017,194,Cluster 2,992.6280704433511,106956.49301526658,111127.38190590199,96.24674961372963
2017,194,Cluster 3,2288.24767652039,48422.54863520552,51479.3854147365,94.06201772825375
2017,194,Cluster 4,4851.638147222782,115090.73121020773,122699.85671062849,93.79858648216201
2017,194,Cluster 5,6574.020455193931,88406.13116072437,95733.12958194403,92.34643382785474
2017,194,Cluster 6,5881.799018893053,56495.69894075884,61696.206824539004,91.57078181715424
2018,194,Cluster 1,0,3190.528626571022,3190.528626571022,100
2018,194,Cluster 2,0,99052.78890030168,99586.04311490824,99.46452916701263
2018,194,Cluster 3,398.01261416341003,46410.17093182727,47254.36877644959,98.21350307605199
2018,194,Cluster 4,223.91196407721873,106342.42122523986,108783.17257052957,97.756315349502
2018,194,Cluster 5,1543.5935780531936,91691.5176248168,96028.66338228426,95.48348836200964
2018,194,Cluster 6,1850.5734792693947,62105.1589340934,63797.062050512424,97.3479921143086
2022,194,Cluster 1,44.026465413997244,1985.1592075535027,1992.0609236272767,99.65353890576766
2022,194,Cluster 2,3778.8532599588807,121532.4712076706,123157.8598775682,98.68023959533447
2022,194,Cluster 3,1425.9216395709009,49310.33399119395,50794.986042324905,97.07716810888802
2022,194,Cluster 4,3379.3175679299966,121502.91933009474,125121.76004297545,97.1077447187142
2022,194,Cluster 5,2817.1605224643654,98096.44798219799,100531.03471222077,97.57827347844174
2022,194,Cluster 6,1150.934412095041,55038.959703354165,56662.99055023754,97.13387727842655
2020,195,Cluster 1,86.48815242535261,2875.9877192454696,2908.3390716563663,98.88763477662624
2020,195,Cluster 2,5435.521313584309,132410.76998484603,137455.1083869548,96.33019211777255
2020,195,Cluster 3,3911.0063399182327,52002.54696070452,55609.05073116313,93.51453814974488
2020,195,Cluster 4,14327.307143319893,127685.95231034803,134967.69354936504,94.60482649771762
2020,195,Cluster 5,5360.577765124825,85477.47953542636,92301.56813075565,92.60674684783015
2020,195,Cluster 6,2412.399524745375,43976.71622754677,49360.14936329552,89.09356392719529
2021,195,Cluster 1,36.655272271540525,3300.2419107031606,3300.2419107031606,100
2021,195,Cluster 2,4324.461579661332,115135.11136348799,115511.60536182916,99.67406392010409
2021,195,Cluster 3,2038.0101043606846,50260.11894243505,51534.66514358986,97.52681773015587
2021,195,Cluster 4,8686.791310431698,126405.84269210746,129669.06930779107,97.48341942060385
2021,195,Cluster 5,2880.5541701939005,85450.9290220023,90403.45983865326,94.5217463739884
2021,195,Cluster 6,1347.8809513207743,50796.883863652336,53829.343035363316,94.3665313364148
2017,197,Cluster 1,131.4793161232169,3012.742384593423,3146.7650585852066,95.74093802693866
2017,197,Cluster 2,2978.156179912886,109934.64919517946,111127.38190590199,98.92669773167833
2017,197,Cluster 3,1614.3682642950953,50036.91689950062,51479.3854147365,97.19796865557964
2017,197,Cluster 4,3273.492212940002,118364.22342314772,122699.85671062849,96.46647241185799
2017,197,Cluster 5,4436.921947257812,92843.05310798218,95733.12958194403,96.9811114641478
2017,197,Cluster 6,2808.088805893669,59303.78774665251,61696.206824539004,96.12225904796641
2018,197,Cluster 1,0,3190.528626571022,3190.528626571022,100
2018,197,Cluster 2,533.2542146065753,99586.04311490824,99586.04311490824,100
2018,197,Cluster 3,619.2328447520267,47029.4037765793,47254.36877644959,99.52392761622833
2018,197,Cluster 4,2297.922738087964,108640.34396332783,108783.17257052957,99.86870339977524
2018,197,Cluster 5,2884.5899301305008,94576.1075549473,96028.66338228426,98.48737264877423
2018,197,Cluster 6,923.8903284699118,63029.04926256332,63797.062050512424,98.79616276476646
2022,197,Cluster 1,0,1985.1592075535027,1992.0609236272767,99.65353890576766
2022,197,Cluster 2,0,121532.4712076706,123157.8598775682,98.68023959533447
2022,197,Cluster 3,0,49310.33399119395,50794.986042324905,97.07716810888802
2022,197,Cluster 4,0,121502.91933009474,125121.76004297545,97.1077447187142
2022,197,Cluster 5,0,98096.44798219799,100531.03471222077,97.57827347844174
2022,197,Cluster 6,0,55038.959703354165,56662.99055023754,97.13387727842655
2018,198,Cluster 1,0,3190.528626571022,3190.528626571022,100
2018,198,Cluster 2,0,99586.04311490824,99586.04311490824,100
2018,198,Cluster 3,224.9649998702953,47254.36877644959,47254.36877644959,100
2018,198,Cluster 4,142.82860720174358,108783.17257052957,108783.17257052957,100
2018,198,Cluster 5,1452.5558273369452,96028.66338228426,96028.66338228426,100
2018,198,Cluster 6,768.012787949112,63797.062050512424,63797.062050512424,100
2020,198,Cluster 1,8.42867870904388,2884.4163979545133,2908.3390716563663,99.17744550712828
2020,198,Cluster 2,2287.523128919571,134698.29311376563,137455.1083869548,97.9943886367407
2020,198,Cluster 3,2521.9478829963336,54524.49484370086,55609.05073116313,98.04967739387342
2020,198,Cluster 4,6406.600552372009,134092.55286272004,134967.69354936504,99.35159247103462
2020,198,Cluster 5,5221.547350561927,90699.02688598829,92301.56813075565,98.26379846277673
2020,198,Cluster 6,3417.8019087948487,47394.51813634162,49360.14936329552,96.01777698749115
2021,198,Cluster 1,0,3300.2419107031606,3300.2419107031606,100
2021,198,Cluster 2,376.4939983411705,115511.60536182916,115511.60536182916,100
2021,198,Cluster 3,1274.546201154808,51534.66514358986,51534.66514358986,100
2021,198,Cluster 4,3263.226615683623,129669.06930779108,129669.06930779107,100.00000000000003
2021,198,Cluster 5,4952.530816650971,90403.45983865326,90403.45983865326,100
2021,198,Cluster 6,3032.4591717109834,53829.34303536332,53829.343035363316,100.00000000000003
2017,200,Cluster 1,134.02267399178322,3146.7650585852066,3146.7650585852066,100
2017,200,Cluster 2,1192.73271072252,111127.38190590197,111127.38190590199,99.99999999999999
2017,200,Cluster 3,1442.4685152358797,51479.3854147365,51479.3854147365,100
2017,200,Cluster 4,4335.633287480758,122699.85671062849,122699.85671062849,100
2017,200,Cluster 5,2890.076473961836,95733.12958194401,95733.12958194403,99.99999999999999
2017,200,Cluster 6,2392.4190778864977,61696.206824539004,61696.206824539004,100
2022,200,Cluster 1,0,1985.1592075535027,1992.0609236272767,99.65353890576766
2022,200,Cluster 2,590.3667044442718,122122.83791211488,123157.8598775682,99.15959731154614
2022,200,Cluster 3,891.7128089969556,50202.0468001909,50794.986042324905,98.83268155317548
2022,200,Cluster 4,3102.9015972966517,124605.82092739138,125121.76004297545,99.58765036920288
2022,200,Cluster 5,1442.181003994896,99538.6289861929,100531.03471222077,99.01283645506213
2022,200,Cluster 6,736.5971307015316,55775.55683405569,56662.99055023754,98.43383889984584
2020,201,Cluster 1,23.922673701853228,2908.3390716563667,2908.3390716563663,100.00000000000003
2020,201,Cluster 2,2756.8152731891705,137455.1083869548,137455.1083869548,100
2020,201,Cluster 3,1084.555887462273,55609.05073116313,55609.05073116313,100
2020,201,Cluster 4,875.1406866449834,134967.69354936504,134967.69354936504,100
2020,201,Cluster 5,1602.5412447673489,92301.56813075564,92301.56813075565,99.99999999999999
2020,201,Cluster 6,1965.6312269538976,49360.14936329552,49360.14936329552,100
2022,203,Cluster 1,6.901716073773855,1992.0609236272767,1992.0609236272767,100
2022,203,Cluster 2,1035.021965453323,123157.8598775682,123157.8598775682,100
2022,203,Cluster 3,592.9392421340017,50794.986042324905,50794.986042324905,100
2022,203,Cluster 4,515.9391155840713,125121.76004297545,125121.76004297545,100
2022,203,Cluster 5,992.4057260278787,100531.03471222077,100531.03471222077,100
2022,203,Cluster 6,887.4337161818476,56662.99055023754,56662.99055023754,100
