year,doy,cluster,cluster_interval_production,cluster_cumulative_production,cluster_annual_total,cluster_cumulative_percent
2019,161,Cluster 4,11081.179811040822,17475.443680425255,140135.68563663407,12.470373696060792
2019,161,Cluster 5,10070.783964752294,13908.42416749782,96160.909342715,14.463698671908931
2019,161,Cluster 6,5695.387429566987,6581.274105925648,53205.79589213916,12.369468392630495
2022,161,Cluster 1,33.26275992957053,164.67973968872639,1992.0609236272767,8.266802372131602
2022,161,Cluster 2,3128.3303864861937,8833.080942393783,123157.8598775682,7.172161769597807
2022,161,Cluster 3,746.9315244645279,2257.5581998642533,50794.986042324905,4.44445087155481
2022,161,Cluster 4,821.4039905511897,6486.200999069253,125121.76004297545,5.183911253199638
2022,161,Cluster 5,1501.3515378131735,2521.768381862624,100531.03471222077,2.5084476540815634
2022,161,Cluster 6,455.79903967475764,554.3392398109947,56662.99055023754,0.9783091828157503
2020,162,Cluster 1,537.340542059441,987.8020963399306,2908.3390716563663,33.96447498046899
2020,162,Cluster 2,11877.878665911312,24024.58000183645,137455.1083869548,17.478128156724445
2020,162,Cluster 3,3026.9360412990854,4953.882323912177,55609.05073116313,8.90841015765809
2020,162,Cluster 4,2925.841794187715,5976.6622981674955,134967.69354936504,4.428216961403067
2020,162,Cluster 5,6523.892576160307,9072.725412482336,92301.56813075565,9.829438000045448
2020,162,Cluster 6,4765.932496420525,5745.909030023262,49360.14936329552,11.640785338254977
2021,162,Cluster 1,1559.6795179518303,1718.1845656645132,3300.2419107031606,52.06238246027338
2021,162,Cluster 2,20538.10917312126,29110.83768114223,115511.60536182916,25.201656223160683
2021,162,Cluster 3,4675.569041843562,5960.044929107133,51534.66514358986,11.565118183073073
2021,162,Cluster 4,8821.600960853246,9797.576608896283,129669.06930779107,7.5558316730415545
2021,162,Cluster 5,2390.7386300015924,4241.082084574066,90403.45983865326,4.691282935568283
2021,162,Cluster 6,661.4599221492546,2160.5635635607086,53829.343035363316,4.013728278536339
2017,164,Cluster 1,138.69941629360736,246.3645112817218,3146.7650585852066,7.829135848879925
2017,164,Cluster 2,2224.2855413706807,4908.364078965533,111127.38190590199,4.4168808756078946
2017,164,Cluster 3,1873.2619703685493,2755.2491941017624,51479.3854147365,5.352140807246398
2017,164,Cluster 4,3799.117282414044,5606.379133670489,122699.85671062849,4.569181483962445
2017,164,Cluster 5,4179.006714097685,6475.161956122388,95733.12958194403,6.763762956876791
2017,164,Cluster 6,1431.6386626819074,2689.9305089880304,61696.206824539004,4.3599609237534835
2018,164,Cluster 1,577.1606313614234,1017.2604917764536,3190.528626571022,31.88376005482642
2018,164,Cluster 2,14465.001224764526,25815.602273579952,99586.04311490824,25.922911952423284
2018,164,Cluster 3,4164.896363896283,6271.208256796743,47254.36877644959,13.271171362936835
2018,164,Cluster 4,4462.734997119668,7337.83953549608,108783.17257052957,6.745381075127765
2018,164,Cluster 5,7097.969474611487,10039.723055966284,96028.66338228426,10.454923251403342
2018,164,Cluster 6,4323.893687052501,5830.628753048019,63797.062050512424,9.139337401511558
2019,164,Cluster 1,524.601566785668,1066.138124590032,2262.473396867049,47.12268113589148
2019,164,Cluster 2,10880.04941763669,43727.82396972551,111907.65229046023,39.074918537499485
2019,164,Cluster 3,3727.018944235162,13829.80421066259,53151.39148043584,26.019646570782847
2019,164,Cluster 4,11278.390631944134,28753.83431236939,140135.68563663407,20.518566831668323
2019,164,Cluster 5,5547.6748678085105,19456.09903530633,96160.909342715,20.232856748437452
2019,164,Cluster 6,1776.1061569894437,8357.38026291509,53205.79589213916,15.707650121158782
2022,164,Cluster 1,261.35339813389004,426.0331378226164,1992.0609236272767,21.386551624478784
2022,164,Cluster 2,11456.817949749051,20289.898892142835,123157.8598775682,16.474708891753327
2022,164,Cluster 3,3290.2535811261764,5547.81178099043,50794.986042324905,10.921967330333977
2022,164,Cluster 4,4966.837744677613,11453.038743746865,125121.76004297545,9.153514736216227
2022,164,Cluster 5,6958.26248447699,9480.030866339614,100531.03471222077,9.429954534415232
2022,164,Cluster 6,3676.503831443285,4230.8430712542795,56662.99055023754,7.466678038292391
2020,165,Cluster 1,195.19603277539608,1182.9981291153267,2908.3390716563663,40.676073180201165
2020,165,Cluster 2,5073.923244186104,29098.503246022556,137455.1083869548,21.169459314750473
2020,165,Cluster 3,1430.6503004795923,6384.532624391769,55609.05073116313,11.481103418321611
2020,165,Cluster 4,3984.48933461228,9961.151632779776,134967.69354936504,7.380397020073874
2020,165,Cluster 5,2651.927996595999,11724.653409078335,92301.56813075565,12.702550613732837
2020,165,Cluster 6,1812.4114121232317,7558.320442146493,49360.14936329552,15.31259637509708
2021,165,Cluster 1,96.86433362942375,1815.048899293937,3300.2419107031606,54.99745013865412
2021,165,Cluster 2,10694.76621914113,39805.60390028336,115511.60536182916,34.46026377661021
2021,165,Cluster 3,3642.065959572288,9602.11088867942,51534.66514358986,18.63233390946711
2021,165,Cluster 4,7287.088459179013,17084.665068075297,129669.06930779107,13.175590107400254
2021,165,Cluster 5,3365.6191618648313,7606.701246438898,90403.45983865326,8.414170497473092
2021,165,Cluster 6,1868.8394709811919,4029.4030345419005,53829.343035363316,7.485514047412346
2017,167,Cluster 1,443.0737651773227,689.4382764590445,3146.7650585852066,21.90942964038814
2017,167,Cluster 2,11349.822665684074,16258.186744649607,111127.38190590199,14.630225661589291
2017,167,Cluster 3,3216.4323789857826,5971.681573087545,51479.3854147365,11.600141542051297
2017,167,Cluster 4,6234.350772468615,11840.729906139104,122699.85671062849,9.650157892249142
2017,167,Cluster 5,2865.2848115060283,9340.446767628417,95733.12958194403,9.756754854267392
2017,167,Cluster 6,1640.848016418258,4330.778525406288,61696.206824539004,7.019521536749919
2018,167,Cluster 1,656.6583160051562,1673.9188077816098,3190.528626571022,52.465249609141786
2018,167,Cluster 2,17808.005886489573,43623.608160069525,99586.04311490824,43.804941732381145
2018,167,Cluster 3,6032.354604087157,12303.5628608839,47254.36877644959,26.03687908538034
2018,167,Cluster 4,10633.879439181621,17971.7189746777,108783.17257052957,16.520679209852734
2018,167,Cluster 5,5825.143448388385,15864.866504354668,96028.66338228426,16.520969828766233
2018,167,Cluster 6,4299.577136321427,10130.205889369445,63797.062050512424,15.878796865831657
2019,167,Cluster 1,487.2708612466174,1553.4089858366494,2262.473396867049,68.65976802148155
2019,167,Cluster 2,13874.976031949938,57602.80000167545,111907.65229046023,51.473513046422745
2019,167,Cluster 3,3827.917862222803,17657.722072885394,53151.39148043584,33.221561244327745
2019,167,Cluster 4,9101.92789731468,37855.762209684064,140135.68563663407,27.01364897720803
2019,167,Cluster 5,3663.6371108189437,23119.736146125277,96160.909342715,24.04275947903855
2019,167,Cluster 6,1465.941695010491,9823.321957925582,53205.79589213916,18.46287945365914
2022,167,Cluster 1,190.28188894306527,616.3150267656816,1992.0609236272767,30.938563146123784
2022,167,Cluster 2,7320.9074897908085,27610.806381933642,123157.8598775682,22.41903716854261
2022,167,Cluster 3,2219.403410039423,7767.215191029853,50794.986042324905,15.2913029340294
2022,167,Cluster 4,6365.587405190374,17818.62614893724,125121.76004297545,14.241029012712971
2022,167,Cluster 5,3614.977276734567,13095.008143074181,100531.03471222077,13.025836430073392
2022,167,Cluster 6,2744.9603933610283,6975.803464615308,56662.99055023754,12.311040057849656
2020,168,Cluster 1,270.90484759157675,1453.9029767069035,2908.3390716563663,49.990834661478175
2020,168,Cluster 2,12327.055149195105,41425.55839521766,137455.1083869548,30.13751826421692
2020,168,Cluster 3,3592.023594897636,9976.556219289405,55609.05073116313,17.94052602609628
2020,168,Cluster 4,4248.079125186359,14209.230757966136,134967.69354936504,10.527875511756482
2020,168,Cluster 5,4748.724399845643,16473.37780892398,92301.56813075565,17.84734337946195
2020,168,Cluster 6,3667.850059789587,11226.17050193608,49360.14936329552,22.743388435294975
2021,168,Cluster 1,410.0599767907387,2225.1088760846756,3300.2419107031606,67.42259920002611
2021,168,Cluster 2,8000.181870923756,47805.78577120711,115511.60536182916,41.386132260442594
2021,168,Cluster 3,2350.438331743495,11952.549220422916,51534.66514358986,23.19322185779184
2021,168,Cluster 4,4188.345850764703,21273.01091884,129669.06930779107,16.405617031417858
2021,168,Cluster 5,3850.307074584054,11457.008321022951,90403.45983865326,12.67319673546869
2021,168,Cluster 6,995.2988992788505,5024.701933820751,53829.343035363316,9.334503544878416
2017,170,Cluster 1,47.54951427306435,736.9877907321088,3146.7650585852066,23.420489836742384
2017,170,Cluster 2,6480.849841720707,22739.036586370315,111127.38190590199,20.462136510715943
2017,170,Cluster 3,4490.428736664903,10462.110309752448,51479.3854147365,20.32291222101024
2017,170,Cluster 4,13289.09623699924,25129.826143138343,122699.85671062849,20.480729820576514
2017,170,Cluster 5,8226.078027591002,17566.52479521942,95733.12958194403,18.349473031886127
2017,170,Cluster 6,6422.140665089466,10752.919190495755,61696.206824539004,17.428817335685697
2018,170,Cluster 1,260.60262556384225,1934.5214333454521,3190.528626571022,60.63325736163519
2018,170,Cluster 2,6992.977918972913,50616.586079042434,99586.04311490824,50.8269878949182
2018,170,Cluster 3,2780.8628589642994,15084.4257198482,47254.36877644959,31.92175900435666
2018,170,Cluster 4,9191.786442204864,27163.505416882566,108783.17257052957,24.970319190931033
2018,170,Cluster 5,4675.959637996208,20540.826142350877,96028.66338228426,21.390307246680194
2018,170,Cluster 6,2366.138301112348,12496.344190481794,63797.062050512424,19.58764837883537
2019,170,Cluster 1,177.01973774922828,1730.4287235858778,2262.473396867049,76.48393682692942
2019,170,Cluster 2,12666.760016101627,70269.56001777708,111907.65229046023,62.7924530445782
2019,170,Cluster 3,6467.130347851722,24124.852420737116,53151.39148043584,45.388938556043406
2019,170,Cluster 4,14552.620888502022,52408.38309818609,140135.68563663407,37.398313541690456
2019,170,Cluster 5,10560.466528994275,33680.20267511955,96160.909342715,35.0248379568502
2019,170,Cluster 6,6892.725272930806,16716.047230856388,53205.79589213916,31.417718597319364
2022,170,Cluster 1,169.08192563119857,785.3969523968802,1992.0609236272767,39.42635202977514
2022,170,Cluster 2,12200.44419361445,39811.250575548096,123157.8598775682,32.325383548499985
2022,170,Cluster 3,4624.230734814175,12391.445925844027,50794.986042324905,24.39501787739219
2022,170,Cluster 4,13784.495956819832,31603.122105757073,125121.76004297545,25.257894466080383
2022,170,Cluster 5,6747.489108896081,19842.497251970264,100531.03471222077,19.737683302247127
2022,170,Cluster 6,2103.9279533566287,9079.731417971936,56662.99055023754,16.024094968870067
2020,171,Cluster 1,385.15169929129104,1839.0546759981944,2908.3390716563663,63.23384690323643
2020,171,Cluster 2,13696.139517002597,55121.697912220254,137455.1083869548,40.10160012172497
2020,171,Cluster 3,3925.7882486647104,13902.344467954115,55609.05073116313,25.00014707167675
2020,171,Cluster 4,8675.871523079759,22885.102281045893,134967.69354936504,16.95598530227203
2020,171,Cluster 5,3827.735097700586,20301.112906624563,92301.56813075565,21.994331534937448
2020,171,Cluster 6,1203.137138686258,12429.307640622337,49360.14936329552,25.180855003378174
2021,171,Cluster 1,314.4757391742662,2539.584615258942,3300.2419107031606,76.9514685278889
2021,171,Cluster 2,11106.862809028586,58912.6485802357,115511.60536182916,51.00149755143425
2021,171,Cluster 3,4224.54396672162,16177.093187144535,51534.66514358986,31.390702048942533
2021,171,Cluster 4,12937.346214096038,34210.357132936035,129669.06930779107,26.38281998595368
2021,171,Cluster 5,7308.903185396705,18765.911506419656,90403.45983865326,20.757957206407745
2021,171,Cluster 6,4053.0193867186827,9077.721320539435,53829.343035363316,16.863890229118724
2017,173,Cluster 1,340.73738098693576,1077.7251717190445,3146.7650585852066,34.24866971808796
2017,173,Cluster 2,16016.857243002622,38755.89382937294,111127.38190590199,34.87519742181077
2017,173,Cluster 3,5501.400295105554,15963.510604858002,51479.3854147365,31.00952056099777
2017,173,Cluster 4,13973.200208162483,39103.026351300825,122699.85671062849,31.868844348791846
2017,173,Cluster 5,9051.152478860191,26617.677274079608,95733.12958194403,27.804039615456066
2017,173,Cluster 6,5146.603990508138,15899.523181003893,61696.206824539004,25.770665652462814
2018,173,Cluster 1,94.42111599618158,2028.9425493416336,3190.528626571022,63.59267653781288
2018,173,Cluster 2,5916.947028443568,56533.53310748601,99586.04311490824,56.76853034742457
2018,173,Cluster 3,2604.218399809646,17688.644119657845,47254.36877644959,37.43282277949595
2018,173,Cluster 4,5605.458701009742,32768.964117892305,108783.17257052957,30.12319216618411
2018,173,Cluster 5,4170.859102508199,24711.685244859076,96028.66338228426,25.7336553217276
2018,173,Cluster 6,2881.415688949728,15377.759879431522,63797.062050512424,24.104181893604938
2019,173,Cluster 1,221.10190214543013,1951.530625731308,2262.473396867049,86.25651149903828
2019,173,Cluster 2,17071.55513983274,87341.11515760982,111907.65229046023,78.04749127513898
2019,173,Cluster 3,9475.523373804674,33600.37579454179,53151.39148043584,63.216361526319666
2019,173,Cluster 4,24540.52059485326,76948.90369303935,140135.68563663407,54.910284517081976
2019,173,Cluster 5,25266.672717251407,58946.87539237096,96160.909342715,61.300247465720005
2019,173,Cluster 6,14105.964689582564,30822.011920438952,53205.79589213916,57.92980145043318
2022,173,Cluster 1,453.8416680484161,1239.2386204452964,1992.0609236272767,62.208871513267205
2022,173,Cluster 2,21098.463673683844,60909.71424923194,123157.8598775682,49.4566195854512
2022,173,Cluster 3,8531.769070098142,20923.21499594217,50794.986042324905,41.191496693212805
2022,173,Cluster 4,14863.991955795183,46467.11406155225,125121.76004297545,37.13751632457235
2022,173,Cluster 5,17055.934063027467,36898.43131499773,100531.03471222077,36.70352286796097
2022,173,Cluster 6,9908.963096092428,18988.694514064366,56662.99055023754,33.51163489549487
2020,174,Cluster 1,129.5679585575507,1968.6226345557452,2908.3390716563663,67.68889686010955
2020,174,Cluster 2,12277.901010848424,67399.59892306868,137455.1083869548,49.03389893180955
2020,174,Cluster 3,5256.5619169601905,19158.906384914306,55609.05073116313,34.45285638400175
2020,174,Cluster 4,14100.420101019596,36985.52238206549,134967.69354936504,27.403241034520505
2020,174,Cluster 5,17891.912908714243,38193.025815338806,92301.56813075565,41.37852323509179
2020,174,Cluster 6,6032.933940365397,18462.241580987735,49360.14936329552,37.403131512232335
2021,174,Cluster 1,329.14363680086285,2868.7282520598046,3300.2419107031606,86.92478702110003
2021,174,Cluster 2,12058.666872455367,70971.31545269107,115511.60536182916,61.44085283065726
2021,174,Cluster 3,5129.6984701055735,21306.79165725011,51534.66514358986,41.3445815508522
2021,174,Cluster 4,10734.007202634202,44944.36433557024,129669.06930779107,34.66082125482626
2021,174,Cluster 5,9346.063090445821,28111.97459686548,90403.45983865326,31.09612690381327
2021,174,Cluster 6,5682.1517147318245,14759.87303527126,53829.343035363316,27.419753247916706
2017,176,Cluster 1,379.9948720159372,1457.7200437349818,3146.7650585852066,46.324400347523124
2017,176,Cluster 2,25209.856920888695,63965.75075026163,111127.38190590199,57.56074664336567
2017,176,Cluster 3,8231.533289418858,24195.04389427686,51479.3854147365,46.99948085889693
2017,176,Cluster 4,16855.580954828823,55958.60730612965,122699.85671062849,45.606090183218946
2017,176,Cluster 5,12807.298063589391,39424.975337669,95733.12958194403,41.18216495149955
2017,176,Cluster 6,6878.520735974168,22778.043916978062,61696.206824539004,36.91968289356541
2018,176,Cluster 1,338.31333636034924,2367.255885701983,3190.528626571022,74.19635310547768
2018,176,Cluster 2,16940.38308519592,73473.91619268192,99586.04311490824,73.77933081235429
2018,176,Cluster 3,9653.280614193962,27341.924733851807,47254.36877644959,57.86115747985263
2018,176,Cluster 4,27919.195229699435,60688.15934759174,108783.17257052957,55.78818664094815
2018,176,Cluster 5,22183.66697312304,46895.352217982116,96028.66338228426,48.83474430055803
2018,176,Cluster 6,12077.742492136447,27455.50237156797,63797.062050512424,43.03568454269823
2019,176,Cluster 1,10.019770967581053,1961.550396698889,2262.473396867049,86.69937951160611
2019,176,Cluster 2,8756.693642367709,96097.80879997753,111907.65229046023,85.87241965415582
2019,176,Cluster 3,7724.942965333343,41325.31875987513,53151.39148043584,77.75021050029576
2019,176,Cluster 4,30157.87960642112,107106.78329946047,140135.68563663407,76.43076980205016
2019,176,Cluster 5,12547.145692723392,71494.02108509435,96160.909342715,74.34832051170763
2019,176,Cluster 6,6500.748982535657,37322.76090297461,53205.79589213916,70.14792331767154
2022,176,Cluster 1,226.13967207546295,1465.3782925207593,1992.0609236272767,73.56091749706637
2022,176,Cluster 2,19163.92321218572,80073.63746141766,123157.8598775682,65.01707446119902
2022,176,Cluster 3,5838.19865210541,26761.41364804758,50794.986042324905,52.685148147788915
2022,176,Cluster 4,20704.86892752605,67171.9829890783,125121.76004297545,53.68529260298672
2022,176,Cluster 5,7821.86827975994,44720.29959475767,100531.03471222077,44.484073721884585
2022,176,Cluster 6,4051.337484538868,23040.031998603234,56662.99055023754,40.66151781765893
2020,177,Cluster 1,175.32077026414754,2143.9434048198927,2908.3390716563663,73.71710629321042
2020,177,Cluster 2,9994.582870599494,77394.18179366818,137455.1083869548,56.305060395276875
2020,177,Cluster 3,4187.16965253431,23346.076037448616,55609.05073116313,41.982511354694914
2020,177,Cluster 4,11968.410134608683,48953.93251667417,134967.69354936504,36.270852104892086
2020,177,Cluster 5,5849.645059655846,44042.670874994656,92301.56813075565,47.71605918179333
2020,177,Cluster 6,2980.9560208018484,21443.197601789583,49360.14936329552,43.44232721818882
2021,177,Cluster 1,90.57789116110439,2959.3061432209092,3300.2419107031606,89.66937040655876
2021,177,Cluster 2,9789.494973224866,80760.81042591593,115511.60536182916,69.9157545018445
2021,177,Cluster 3,4709.508792867986,26016.300450118095,51534.66514358986,50.48310758909459
2021,177,Cluster 4,12820.320128171279,57764.68446374152,129669.06930779107,44.54777440148618
2021,177,Cluster 5,6358.232319576755,34470.206916442236,90403.45983865326,38.12930055770279
2021,177,Cluster 6,4427.433016598857,19187.306051870117,53829.343035363316,35.644696683860644
2017,179,Cluster 1,433.2221930330272,1890.942236768009,3146.7650585852066,60.091624305062716
2017,179,Cluster 2,16785.920168707507,80751.67091896913,111127.38190590199,72.66586284498834
2017,179,Cluster 3,8123.267692753921,32318.31158703078,51479.3854147365,62.779132514234206
2017,179,Cluster 4,20589.161370574973,76547.76867670463,122699.85671062849,62.38619239567043
2017,179,Cluster 5,15056.243285209379,54481.218622878376,95733.12958194403,56.90947205088962
