year,mgmt_river,cluster,total_annual_production,closure_window_production,unit_protection_pct,offset_label
2017,Aniak,Cluster 6,39770.37460844513,904.607535317713,2.274576350421457,-3 days (June 8)
2017,Big River,Cluster 2,29831.647233415995,0,0,-3 days (June 8)
2017,E. Fork Kuskokwim,Cluster 1,1459.7391135128048,0,0,-3 days (June 8)
2017,George,Cluster 4,13134.333903231036,0,0,-3 days (June 8)
2017,Hoholitna,Cluster 4,40988.16942515347,0,0,-3 days (June 8)
2017,Holitna,Cluster 4,44908.45038801223,202.01760664200492,0.4498431918637992,-3 days (June 8)
2017,Holokuk,Cluster 5,5080.039104499825,171.71157615000865,3.3801231175151587,-3 days (June 8)
2017,Kisaralik,Cluster 5,28790.89255933052,439.7436522318437,1.527370682675595,-3 days (June 8)
2017,Kwethluk,Cluster 6,21925.832216093877,278.7858719878425,1.2714950531419722,-3 days (June 8)
2017,Middle Kusko Main,Cluster 5,31402.62556713455,554.9342304635759,1.7671587023104225,-3 days (June 8)
2017,N. Fork Kusko,Cluster 1,1687.0259450724018,0,0,-3 days (June 8)
2017,Oskakawlik,Cluster 5,6304.010776114962,124.2891304851431,1.9715881666328632,-3 days (June 8)
2017,S. Fork Kusko,Cluster 2,6710.899675557058,0,0,-3 days (June 8)
2017,Stony,Cluster 3,51479.3854147365,358.26541531912665,0.6959395735454322,-3 days (June 8)
2017,Swift,Cluster 2,31065.383302919785,0,0,-3 days (June 8)
2017,Takotna and Nixon Fork,Cluster 4,23668.90299423175,0,0,-3 days (June 8)
2017,Tatlawiksuk,Cluster 2,12861.89160822922,0,0,-3 days (June 8)
2017,Tuluksak,Cluster 5,24155.561574864165,569.0613462003664,2.3558191534347155,-3 days (June 8)
2017,Upper Kusko Main,Cluster 2,30657.560085779925,0,0,-3 days (June 8)
2018,Aniak,Cluster 6,37298.362562466566,301.05841751155407,0.8071625584296022,-3 days (June 8)
2018,Big River,Cluster 2,28631.954634975475,1924.894875017345,6.722890209758791,-3 days (June 8)
2018,E. Fork Kuskokwim,Cluster 1,1223.6707131823969,69.22444816634352,5.657114076573076,-3 days (June 8)
2018,George,Cluster 4,12101.210568777902,207.91842413528403,1.7181621867793155,-3 days (June 8)
2018,Hoholitna,Cluster 4,35768.6274961582,1112.468623510695,3.110179789901588,-3 days (June 8)
2018,Holitna,Cluster 4,39032.404380985005,580.9105741776028,1.4882777102519433,-3 days (June 8)
2018,Holokuk,Cluster 5,5505.225038006478,32.97495676511188,0.5989756374619081,-3 days (June 8)
