year,mgmt_river,cluster,total_annual_production,closure_window_production,unit_protection_pct,offset_label
2018,Kisaralik,Cluster 5,29732.644568583877,89.96759723686084,0.30258861444138896,-3 days (June 8)
2018,Kwethluk,Cluster 6,26498.699488045862,82.58171517054238,0.31164440808801497,-3 days (June 8)
2018,Middle Kusko Main,Cluster 5,33011.0004595517,480.1008241474105,1.4543661732872253,-3 days (June 8)
2018,N. Fork Kusko,Cluster 1,1966.857913388625,79.68082891757517,4.0511736193641,-3 days (June 8)
2018,Oskakawlik,Cluster 5,5731.199352056071,63.72868116628758,1.1119606429922018,-3 days (June 8)
2018,S. Fork Kusko,Cluster 2,5802.59815200685,293.7086858216471,5.06167544481892,-3 days (June 8)
2018,Stony,Cluster 3,47254.36877644959,1350.1806248119403,2.8572609470234567,-3 days (June 8)
2018,Swift,Cluster 2,27377.517241431153,1611.3101426301705,5.88552325041268,-3 days (June 8)
2018,Takotna and Nixon Fork,Cluster 4,21880.930124608465,488.2954714851395,2.231602901267786,-3 days (June 8)
2018,Tatlawiksuk,Cluster 2,11096.95633868616,780.1066418091208,7.029915393012015,-3 days (June 8)
2018,Tuluksak,Cluster 5,22048.59396408612,248.4216052658261,1.1267004402660228,-3 days (June 8)
2018,Upper Kusko Main,Cluster 2,26677.016747808608,1287.671223735114,4.8268936362267345,-3 days (June 8)
2019,Aniak,Cluster 6,34613.90083184409,576.072234703139,1.6642800171576273,-3 days (June 8)
2019,Big River,Cluster 2,30962.13516316344,4838.6460367934815,15.627623906732897,-3 days (June 8)
2019,E. Fork Kuskokwim,Cluster 1,876.6654851578882,10.835087444239017,1.235943199279439,-3 days (June 8)
2019,George,Cluster 4,15856.853520454202,324.9255199672461,2.049117244780722,-3 days (June 8)
2019,Hoholitna,Cluster 4,48681.33437064826,2892.991445398475,5.942711889061867,-3 days (June 8)
2019,Holitna,Cluster 4,49506.50042842644,1381.0664398468796,2.789666867775361,-3 days (June 8)
2019,Holokuk,Cluster 5,5546.392119738513,171.1083553447308,3.085038916303627,-3 days (June 8)
2019,Kisaralik,Cluster 5,26356.244708210754,1061.4556178042712,4.027340122068286,-3 days (June 8)
2019,Kwethluk,Cluster 6,18591.89506029507,309.8144416555221,1.6663951719325432,-3 days (June 8)
2019,Middle Kusko Main,Cluster 5,32707.32032857252,1845.0410160385632,5.641064439102854,-3 days (June 8)
2019,N. Fork Kusko,Cluster 1,1385.8079117091606,123.8740331668332,8.938759269605804,-3 days (June 8)
2019,Oskakawlik,Cluster 5,6514.924624906842,161.8595728847705,2.48444275573004,-3 days (June 8)
2019,S. Fork Kusko,Cluster 2,6532.464916778977,743.5032526891896,11.381664688002575,-3 days (June 8)
2019,Stony,Cluster 3,53151.39148043584,4001.844495952595,7.529143423132409,-3 days (June 8)
2019,Swift,Cluster 2,30236.856101014146,3978.6010529892255,13.158117496401298,-3 days (June 8)
2019,Takotna and Nixon Fork,Cluster 4,26090.997317105164,1795.2804641718317,6.880842623040907,-3 days (June 8)
2019,Tatlawiksuk,Cluster 2,12041.305891813035,1698.2935874990196,14.103898719603999,-3 days (June 8)
2019,Tuluksak,Cluster 5,25036.027561286355,598.1756406731911,2.389259395121295,-3 days (June 8)
2019,Upper Kusko Main,Cluster 2,32134.89021769063,3003.807644280173,9.347496207180264,-3 days (June 8)
2020,Aniak,Cluster 6,30714.6864887987,698.4947597508932,2.274139311191167,-3 days (June 8)
2020,Big River,Cluster 2,39688.0058831582,3584.8617873677695,9.032607478243253,-3 days (June 8)
2020,E. Fork Kuskokwim,Cluster 1,1066.3817807964815,228.39368913213517,21.41762858716019,-3 days (June 8)
2020,George,Cluster 4,15070.094653723429,272.08292174700284,1.8054493219774055,-3 days (June 8)
2020,Hoholitna,Cluster 4,47593.841830189274,1249.8128366967253,2.62599695388313,-3 days (June 8)
2020,Holitna,Cluster 4,45513.60936536766,885.3894824987385,1.9453290891327364,-3 days (June 8)
2020,Holokuk,Cluster 5,5257.448909155945,129.20400503059548,2.4575418090242267,-3 days (June 8)
2020,Kisaralik,Cluster 5,23963.92246935308,587.5576689350978,2.4518426383932432,-3 days (June 8)
2020,Kwethluk,Cluster 6,18645.462874496818,281.4817738518432,1.5096529152775966,-3 days (June 8)
2020,Middle Kusko Main,Cluster 5,33266.56365384025,1069.7760279018914,3.2157695607926065,-3 days (June 8)
2020,N. Fork Kusko,Cluster 1,1841.957290859885,222.06786514835443,12.05608111818304,-3 days (June 8)
2020,Oskakawlik,Cluster 5,6093.631536715954,147.03408778875823,2.4129139890200753,-3 days (June 8)
2020,S. Fork Kusko,Cluster 2,7950.595483697552,668.7079354905778,8.410790573633669,-3 days (June 8)
2020,Stony,Cluster 3,55609.05073116313,1926.9462826130912,3.465166654127467,-3 days (June 8)
2020,Swift,Cluster 2,38095.347712373594,3463.9530962059516,9.092850713319095,-3 days (June 8)
2020,Takotna and Nixon Fork,Cluster 4,26790.147700084668,643.5352630373138,2.4021340615277014,-3 days (June 8)
2020,Tatlawiksuk,Cluster 2,15597.0790188422,1746.7462968901089,11.199188609482169,-3 days (June 8)
2020,Tuluksak,Cluster 5,23720.001561690417,615.2610466656863,2.593849098472991,-3 days (June 8)
2020,Upper Kusko Main,Cluster 2,36124.08028888324,2682.432219970731,7.425606959455844,-3 days (June 8)
2021,Aniak,Cluster 6,33561.199185970254,776.7195658129165,2.3143379398004713,-3 days (June 8)
2021,Big River,Cluster 2,32539.399408267,2738.1498927879725,8.414875328314494,-3 days (June 8)
2021,E. Fork Kuskokwim,Cluster 1,1312.0895319432686,37.9195011401314,2.8900086630499042,-3 days (June 8)
2021,George,Cluster 4,14505.100016332191,0,0,-3 days (June 8)
2021,Hoholitna,Cluster 4,45233.335400295015,405.7485086527521,0.897012137314344,-3 days (June 8)
2021,Holitna,Cluster 4,46296.476996802405,217.4553889338673,0.4697018067895025,-3 days (June 8)
2021,Holokuk,Cluster 5,4282.74639609383,87.48710920929533,2.042780522542493,-3 days (June 8)
2021,Kisaralik,Cluster 5,28188.605554109356,696.1605555023385,2.469652335820676,-3 days (June 8)
2021,Kwethluk,Cluster 6,20268.143849393065,722.3840755985377,3.5641353296403095,-3 days (June 8)
2021,Middle Kusko Main,Cluster 5,29828.98707025108,781.9986194543101,2.6216063509384453,-3 days (June 8)
2021,N. Fork Kusko,Cluster 1,1988.152378759892,120.58554657255148,6.065206463086426,-3 days (June 8)
2021,Oskakawlik,Cluster 5,5787.379803834947,57.86890036748927,0.9999153732599863,-3 days (June 8)
2021,S. Fork Kusko,Cluster 2,6619.108425767426,428.7928335622637,6.478105599434247,-3 days (June 8)
2021,Stony,Cluster 3,51534.66514358986,1284.4758872635707,2.4924502442863745,-3 days (June 8)
2021,Swift,Cluster 2,31862.170093041783,2418.2302327994776,7.589659542140172,-3 days (June 8)
2021,Takotna and Nixon Fork,Cluster 4,23634.156894361466,352.7717504564177,1.492635222966555,-3 days (June 8)
2021,Tatlawiksuk,Cluster 2,12827.026054502743,1172.5983257464893,9.141622701661744,-3 days (June 8)
2021,Tuluksak,Cluster 5,22315.74101436405,226.8282700390409,1.0164496437426727,-3 days (June 8)
2021,Upper Kusko Main,Cluster 2,31663.901380250205,1814.9572231247696,5.7319444035939835,-3 days (June 8)
2022,Aniak,Cluster 6,36084.00661765691,98.54020013623706,0.2730855283903495,-3 days (June 8)
2022,Big River,Cluster 2,33914.910217861914,1363.1793663205513,4.019410216815516,-3 days (June 8)
2022,E. Fork Kuskokwim,Cluster 1,625.9184881650455,53.78364350333276,8.592755210188137,-3 days (June 8)
2022,George,Cluster 4,13562.587906548071,720.9115283205318,5.315442253999865,-3 days (June 8)
2022,Hoholitna,Cluster 4,41606.671433222495,2059.815948706747,4.950686699397937,-3 days (June 8)
2022,Holitna,Cluster 4,45330.59370422719,1899.786365506479,4.190958490202433,-3 days (June 8)
2022,Holokuk,Cluster 5,5403.854980940605,0,0,-3 days (June 8)
2022,Kisaralik,Cluster 5,31141.738863508883,120.3527993776589,0.3864678202625523,-3 days (June 8)
2022,Kwethluk,Cluster 6,20578.98393258063,0,0,-3 days (June 8)
2022,Middle Kusko Main,Cluster 5,33764.024191610944,352.4810198318095,1.043954410858962,-3 days (June 8)
2022,N. Fork Kusko,Cluster 1,1366.142435462231,77.63333625582308,5.682667798073048,-3 days (June 8)
2022,Oskakawlik,Cluster 5,6333.9419097194395,127.36652036342846,2.010857096241827,-3 days (June 8)
2022,S. Fork Kusko,Cluster 2,7218.99280718807,363.8516109107321,5.040199105731745,-3 days (June 8)
2022,Stony,Cluster 3,50794.986042324905,1510.6266753997254,2.973968088387693,-3 days (June 8)
2022,Swift,Cluster 2,33865.78879755364,1615.429858863896,4.770093702883393,-3 days (June 8)
2022,Takotna and Nixon Fork,Cluster 4,24621.906998977694,984.2831659843062,3.9975911127646353,-3 days (June 8)
2022,Tatlawiksuk,Cluster 2,14231.17525285072,688.7104965819663,4.839449197591795,-3 days (June 8)
2022,Tuluksak,Cluster 5,23887.474766440897,420.2165044765539,1.7591499670233408,-3 days (June 8)
2022,Upper Kusko Main,Cluster 2,33926.992802113855,1673.579223230444,4.93288406960186,-3 days (June 8)
