year,cluster,closure_protection_pct,n_units,cluster_total_production,cluster_closure_production,offset_label
2017,Cluster 1,21.909429640388144,2,3146.7650585852066,689.4382764590446,+6 days (June 17)
2017,Cluster 2,14.630225661589291,5,111127.38190590199,16258.186744649607,+6 days (June 17)
2017,Cluster 3,11.600141542051297,1,51479.3854147365,5971.681573087545,+6 days (June 17)
2017,Cluster 4,9.650157892249142,4,122699.85671062849,11840.729906139104,+6 days (June 17)
2017,Cluster 5,9.756754854267392,5,95733.12958194403,9340.446767628417,+6 days (June 17)
2017,Cluster 6,7.019521536749919,2,61696.206824539004,4330.778525406288,+6 days (June 17)
2018,Cluster 1,52.465249609141786,2,3190.528626571022,1673.9188077816098,+6 days (June 17)
2018,Cluster 2,43.804941732381145,5,99586.04311490824,43623.608160069525,+6 days (June 17)
2018,Cluster 3,26.03687908538034,1,47254.36877644959,12303.5628608839,+6 days (June 17)
2018,Cluster 4,16.520679209852734,4,108783.17257052957,17971.7189746777,+6 days (June 17)
2018,Cluster 5,16.520969828766233,5,96028.66338228426,15864.866504354668,+6 days (June 17)
2018,Cluster 6,15.878796865831657,2,63797.062050512424,10130.205889369445,+6 days (June 17)
2019,Cluster 1,68.65976802148155,2,2262.473396867049,1553.4089858366494,+6 days (June 17)
2019,Cluster 2,51.47351304642274,5,111907.65229046023,57602.800001675445,+6 days (June 17)
2019,Cluster 3,33.221561244327745,1,53151.39148043584,17657.722072885394,+6 days (June 17)
2019,Cluster 4,27.01364897720803,4,140135.68563663407,37855.762209684064,+6 days (June 17)
2019,Cluster 5,24.04275947903855,5,96160.909342715,23119.736146125277,+6 days (June 17)
2019,Cluster 6,18.46287945365914,2,53205.79589213916,9823.321957925582,+6 days (June 17)
2020,Cluster 1,49.990834661478175,2,2908.3390716563663,1453.9029767069032,+6 days (June 17)
2020,Cluster 2,30.13751826421692,5,137455.1083869548,41425.55839521766,+6 days (June 17)
2020,Cluster 3,17.94052602609628,1,55609.05073116313,9976.556219289405,+6 days (June 17)
2020,Cluster 4,10.527875511756482,4,134967.69354936504,14209.230757966136,+6 days (June 17)
2020,Cluster 5,17.84734337946195,5,92301.56813075565,16473.37780892398,+6 days (June 17)
2020,Cluster 6,22.743388435294975,2,49360.14936329552,11226.17050193608,+6 days (June 17)
2021,Cluster 1,67.42259920002611,2,3300.2419107031606,2225.1088760846756,+6 days (June 17)
2021,Cluster 2,41.386132260442594,5,115511.60536182916,47805.78577120711,+6 days (June 17)
2021,Cluster 3,23.19322185779184,1,51534.66514358986,11952.549220422916,+6 days (June 17)
2021,Cluster 4,16.405617031417858,4,129669.06930779107,21273.01091884,+6 days (June 17)
2021,Cluster 5,12.67319673546869,5,90403.45983865326,11457.008321022951,+6 days (June 17)
2021,Cluster 6,9.334503544878416,2,53829.343035363316,5024.701933820751,+6 days (June 17)
2022,Cluster 1,30.938563146123784,2,1992.0609236272767,616.3150267656816,+6 days (June 17)
2022,Cluster 2,22.41903716854261,5,123157.8598775682,27610.806381933642,+6 days (June 17)
2022,Cluster 3,15.2913029340294,1,50794.986042324905,7767.215191029853,+6 days (June 17)
2022,Cluster 4,14.241029012712971,4,125121.76004297545,17818.62614893724,+6 days (June 17)
2022,Cluster 5,13.025836430073392,5,100531.03471222077,13095.008143074181,+6 days (June 17)
2022,Cluster 6,12.311040057849656,2,56662.99055023754,6975.803464615308,+6 days (June 17)
