year,cluster,closure_protection_pct,n_units,cluster_total_production,cluster_closure_production,offset_label
2017,Cluster 1,0,2,3146.7650585852066,0,-3 days (June 8)
2017,Cluster 2,0,5,111127.38190590199,0,-3 days (June 8)
2017,Cluster 3,0.6959395735454322,1,51479.3854147365,358.26541531912665,-3 days (June 8)
2017,Cluster 4,0.16464371846695547,4,122699.85671062849,202.01760664200492,-3 days (June 8)
2017,Cluster 5,1.9426294153886081,5,95733.12958194403,1859.7399355309378,-3 days (June 8)
2017,Cluster 6,1.9180975107125602,2,61696.206824539004,1183.3934073055555,-3 days (June 8)
2018,Cluster 1,4.6671036217578985,2,3190.528626571022,148.9052770839187,-3 days (June 8)
2018,Cluster 2,5.922206952442415,5,99586.04311490824,5897.691569013397,-3 days (June 8)
2018,Cluster 3,2.8572609470234567,1,47254.36877644959,1350.1806248119403,-3 days (June 8)
2018,Cluster 4,2.1966569248193495,4,108783.17257052957,2389.593093308721,-3 days (June 8)
2018,Cluster 5,0.9530421775612629,5,96028.66338228426,915.1936645814969,-3 days (June 8)
2018,Cluster 6,0.6013445139187488,2,63797.062050512424,383.64013268209646,-3 days (June 8)
2019,Cluster 1,5.954064290771779,2,2262.473396867049,134.70912061107222,-3 days (June 8)
2019,Cluster 2,12.745197743252945,5,111907.65229046023,14262.85157425109,-3 days (June 8)
2019,Cluster 3,7.529143423132409,1,53151.39148043584,4001.844495952595,-3 days (June 8)
2019,Cluster 4,4.562909040859506,4,140135.68563663407,6394.263869384433,-3 days (June 8)
2019,Cluster 5,3.990852654136492,5,96160.909342715,3837.640202745527,-3 days (June 8)
2019,Cluster 6,1.6650191233950613,2,53205.79589213916,885.8866763586611,-3 days (June 8)
2020,Cluster 1,15.488618870836865,2,2908.3390716563663,450.4615542804896,-3 days (June 8)
2020,Cluster 2,8.836849702035463,5,137455.1083869548,12146.701335925138,-3 days (June 8)
2020,Cluster 3,3.465166654127467,1,55609.05073116313,1926.9462826130912,-3 days (June 8)
2020,Cluster 4,2.260407971529816,4,134967.69354936504,3050.8205039797804,-3 days (June 8)
2020,Cluster 5,2.7614187797018985,5,92301.56813075565,2548.8328363220294,-3 days (June 8)
2020,Cluster 6,1.9853597410940016,2,49360.14936329552,979.9765336027364,-3 days (June 8)
2021,Cluster 1,4.802831186363283,2,3300.2419107031606,158.50504771268288,-3 days (June 8)
2021,Cluster 2,7.421530054203396,5,115511.60536182916,8572.728508020973,-3 days (June 8)
2021,Cluster 3,2.4924502442863745,1,51534.66514358986,1284.4758872635707,-3 days (June 8)
2021,Cluster 4,0.7526665019291507,4,129669.06930779107,975.9756480430372,-3 days (June 8)
2021,Cluster 5,2.046761769820378,5,90403.45983865326,1850.343454572474,-3 days (June 8)
2021,Cluster 6,2.78491907364839,2,53829.343035363316,1499.1036414114542,-3 days (June 8)
2022,Cluster 1,6.59703617497115,2,1992.0609236272767,131.41697975915585,-3 days (June 8)
2022,Cluster 2,4.632063728274191,5,123157.8598775682,5704.75055590759,-3 days (June 8)
2022,Cluster 3,2.973968088387693,1,50794.986042324905,1510.6266753997254,-3 days (June 8)
2022,Cluster 4,4.527427528650797,4,125121.76004297545,5664.797008518064,-3 days (June 8)
2022,Cluster 5,1.0150266999344895,5,100531.03471222077,1020.4168440494507,-3 days (June 8)
2022,Cluster 6,0.1739057525544316,2,56662.99055023754,98.54020013623706,-3 days (June 8)
