"year","quartile","Name","total_run_prop","cpue_prop_in_quartile"
"2019","Q4","Takotna River",0.0113936565479485,0.220460520605141
"2019","Q4","Middle Fork Kuskokwim River",0.00812124599552928,0.220460520605141
"2019","Q4","South Fork Kuskokwim River",0.00221169414273288,0.220460520605141
"2019","Q4","North Fork Kuskokwim River",0.000680974537845386,0.220460520605141
"2020","Q1","Stony River",0.054169261395995,0.159327416022649
"2020","Q1","Aniak",0.0223900512920153,0.159327416022649
"2020","Q1","Kuskokwim Delta",0.0207452931752592,0.159327416022649
"2020","Q1","Middle Fork Kuskokwim River",0.0180115662465201,0.159327416022649
"2020","Q1","Holitna River",0.0141946940924669,0.159327416022649
"2020","Q1","Takotna River",0.00499967743203266,0.159327416022649
"2020","Q1","South Fork Kuskokwim River",0.0034481816501381,0.159327416022649
"2020","Q1","North Fork Kuskokwim River",0.00263867213189872,0.159327416022649
"2020","Q2","Stony River",0.083533050938248,0.201108858112072
"2020","Q2","Holitna River",0.0474295086480414,0.201108858112072
"2020","Q2","Kuskokwim Delta",0.0458545875131874,0.201108858112072
"2020","Q2","Aniak",0.0426251085915478,0.201108858112072
"2020","Q2","Middle Fork Kuskokwim River",0.025390739483897,0.201108858112072
"2020","Q2","Takotna River",0.0129044538883891,0.201108858112072
"2020","Q2","South Fork Kuskokwim River",0.00463782169114284,0.201108858112072
"2020","Q2","North Fork Kuskokwim River",0.00189992759437222,0.201108858112072
"2020","Q3","Stony River",0.11327947994356,0.479598668605096
"2020","Q3","Holitna River",0.0827044543366246,0.479598668605096
"2020","Q3","Kuskokwim Delta",0.0661838033880752,0.479598668605096
"2020","Q3","Aniak",0.0643934886369656,0.479598668605096
"2020","Q3","Middle Fork Kuskokwim River",0.0282242432635334,0.479598668605096
"2020","Q3","Takotna River",0.0246537571697583,0.479598668605096
"2020","Q3","South Fork Kuskokwim River",0.0059656088295107,0.479598668605096
"2020","Q3","North Fork Kuskokwim River",0.00145292537853705,0.479598668605096
"2020","Q4","Stony River",0.0590951983598797,0.159432626826842
"2020","Q4","Holitna River",0.0530627784180411,0.159432626826842
"2020","Q4","Aniak",0.0376028363233397,0.159432626826842
"2020","Q4","Kuskokwim Delta",0.0320886540512882,0.159432626826842
"2020","Q4","Takotna River",0.0142822897480648,0.159432626826842
"2020","Q4","Middle Fork Kuskokwim River",0.0126353176685198,0.159432626826842
"2020","Q4","South Fork Kuskokwim River",0.00299704028670132,0.159432626826842
"2020","Q4","North Fork Kuskokwim River",0.000550694377756247,0.159432626826842
"2021","Q1","Stony River",0.0722920077368824,0.146511752016142
"2021","Q1","Middle Fork Kuskokwim River",0.0279851167328906,0.146511752016142
"2021","Q1","Holitna River",0.0189974118887083,0.146511752016142
"2021","Q1","Aniak",0.0135293195298782,0.146511752016142
"2021","Q1","Kuskokwim Delta",0.00952977955296235,0.146511752016142
"2021","Q1","Takotna River",0.0077736093782078,0.146511752016142
"2021","Q1","South Fork Kuskokwim River",0.00440830845789584,0.146511752016142
"2021","Q1","North Fork Kuskokwim River",0.0041899473933591,0.146511752016142
"2021","Q2","Stony River",0.0859385408188164,0.271644912796366
"2021","Q2","Holitna River",0.05209992756994,0.271644912796366
"2021","Q2","Kuskokwim Delta",0.0498569130833988,0.271644912796366
"2021","Q2","Aniak",0.0487184685237396,0.271644912796366
"2021","Q2","Middle Fork Kuskokwim River",0.0224143293927469,0.271644912796366
"2021","Q2","Takotna River",0.0155908054009545,0.271644912796366
"2021","Q2","South Fork Kuskokwim River",0.00480656115351413,0.271644912796366
"2021","Q2","North Fork Kuskokwim River",0.00254803719272297,0.271644912796366
"2021","Q3","Holitna River",0.0993670043906593,0.461105763013837
"2021","Q3","Stony River",0.0900536706304155,0.461105763013837
"2021","Q3","Kuskokwim Delta",0.0812440564631785,0.461105763013837
"2021","Q3","Aniak",0.0740042493612596,0.461105763013837
"2021","Q3","Takotna River",0.0223296899309723,0.461105763013837
"2021","Q3","Middle Fork Kuskokwim River",0.0142520895674328,0.461105763013837
"2021","Q3","South Fork Kuskokwim River",0.00399896223748128,0.461105763013837
"2021","Q3","North Fork Kuskokwim River",0.000543781015777933,0.461105763013837
"2021","Q4","Kuskokwim Delta",0.0428328102602508,0.118927714478657
"2021","Q4","Stony River",0.0418286995128545,0.118927714478657
"2021","Q4","Aniak",0.0373775338731678,0.118927714478657
"2021","Q4","Holitna River",0.0360699734776112,0.118927714478657
"2021","Q4","Middle Fork Kuskokwim River",0.00894153101090229,0.118927714478657
"2021","Q4","Takotna River",0.00769925052715414,0.118927714478657
"2021","Q4","South Fork Kuskokwim River",0.00189808034963235,0.118927714478657
"2021","Q4","North Fork Kuskokwim River",0.000495899583550989,0.118927714478657
