year,doy,mgmt_Aniak,mgmt_Big River,mgmt_E. Fork Kuskokwim,mgmt_George,mgmt_Hoholitna,mgmt_Holitna,mgmt_Holokuk,mgmt_Kisaralik,mgmt_Kwethluk,mgmt_Lower Kusko,mgmt_Middle Kusko Main,mgmt_N. Fork Kusko,mgmt_Oskakawlik,mgmt_S. Fork Kusko,mgmt_Stony,mgmt_Swift,mgmt_Takotna and Nixon Fork,mgmt_Tatlawiksuk,mgmt_Tuluksak,mgmt_Upper Kusko Main
2017,158,2.274576350421457,0,0,0,0,0.4498431918637992,3.3801231175151583,1.5273706826755953,1.2714950531419722,1.3892468313358997,1.7671587023104225,0,1.9715881666328632,0,0.6959395735454322,0,0,0,2.3558191534347155,0
2017,161,2.462903565686518,2.3155173925629304,4.026866142372926,1.524637344391467,1.5762977722291942,1.7831586077298491,3.3801231175151583,1.831021045990468,1.2714950531419722,1.4738396669400025,2.0683189636936863,2.897605398534324,2.768209303041819,2.2196627042660713,1.7132823490948967,2.47516377703035,0.676526459429014,2.9143554016098765,3.2011745573224495,2.285249937355116
2017,164,5.072790900445323,3.9830551795506617,9.97038435364449,3.3586885802274993,4.692931643681293,4.7654467061206205,7.571577698060255,6.969381938566767,3.0669876433890235,6.278777287958453,6.355361926356702,5.976369918820978,6.239213214470318,4.999658405569391,5.352140807246398,4.81987815412755,4.654219581440326,4.449767226519667,7.016621801332327,4.289294987876133
2017,167,7.359784313341208,16.458254919606276,23.080689428468794,7.373597957559371,11.049406174307753,8.851517997399732,8.923902907099679,9.569639475836029,6.40233273602507,11.060590514840117,10.101798370849707,20.8959693970884,8.995083856748627,13.67916145734588,11.600141542051297,14.80690780788006,10.005651882732888,15.406785010057861,9.905145071815777,12.554804522905377
2017,170,17.176325111399592,21.503868602722957,23.350610843161277,19.07905740195734,21.834465087760414,19.951419519108658,15.66400886103472,19.113179522482334,17.886802704113673,18.681099280402037,17.709223601463655,23.480954289254928,18.571566160946105,19.763982121471045,20.32291222101024,20.0750318385432,19.91853259880603,20.030015541117095,18.77835592521753,20.17483732253711
2017,173,25.96504563013357,35.682112000533664,31.79813586391787,31.077308347927534,33.67252845674953,31.06425810181637,25.698094802578602,26.953091355623087,25.418087722824517,28.47758397642529,27.068482095399375,36.369052114320674,29.50985680897716,34.01334520764907,31.00952056099777,34.815820977332955,30.711178100966652,35.34726882972247,29.772231875933276,34.14079564536132
2017,176,36.985180004873634,61.674116395419055,39.17340217373595,43.71101192590615,48.77769381285554,42.890528634530305,38.32600673364844,39.92626386021058,36.80088034929586,43.234964600565505,42.770867802874086,52.511970707911274,41.361852131848096,54.61450440500373,46.99948085889693,57.53847155009576,46.317742293682436,58.550794938562156,41.16749827196353,53.810331785503365
2017,179,52.08265792021843,76.48738442048024,54.05007698536749,60.348100046242934,65.75330428306025,59.52792499310343,53.45720412404958,55.97337869260196,48.50797389314118,58.60969714801539,58.11904177289746,65.3192160646661,58.133378878632605,69.9960515256008,62.779132514234206,72.2281613466889,63.10940262544932,73.41229872712312,56.85935657196215,69.66207976662865
2017,182,62.38283490367339,83.15150559703265,70.00930621423134,74.11185342959257,79.11321040734362,72.38226539805609,64.26564864699394,67.13200992084622,63.02957117093916,69.249866245436,69.17597298393684,78.04308070760763,69.53359222251756,77.94119661290199,73.68122970629835,79.52515383710133,74.13450463962717,79.29347797768217,68.44182379191041,78.53225311997298
2017,185,70.30600653235716,90.96973750167837,79.24658954057718,78.99511115848166,82.7766444251484,77.26391176103962,72.56064679730365,74.73008895059307,71.84324031530693,75.89422344726557,77.3105978507892,86.45643139691762,75.54518425528524,85.82228870966043,79.31214870578006,87.67283506094878,79.62013062908548,88.38051084759054,74.96235575442071,85.64172657761844
2017,188,76.43485649558677,95.39367953610409,79.44345433007925,85.02049810409213,88.6045924381915,83.58311906859616,77.39794602137992,79.40247622616509,76.68119748152857,83.10488520140497,82.53648140211155,88.6241851786686,80.71936843564679,90.8283080952822,85.62315055598037,92.32098564001241,87.1416136356065,92.59612189310421,80.11296333830683,90.59155994212674
